"","X","Date_planted","Year_planted","Mother_Canopy_Height_cm","Mother_Width_cm","Mother_Width_2_cm","Mother_Mother_LS","Mother_Length_1_mm","Mother_Length_2_mm","Mother_Length_3_mm","Mother_Stem_Elongation_1_mm","Mother_Stem_Elongation_2_mm","Mother_Stem_Elongation_3_mm","Cutting_length","Cutting_diameter","Mother_biovolume","SampleYear","Mother_mean_stem_elong","Mother_mean_leaf_length","Mother_mean_width","SampleID_standard","Site","Species","max_canopy_height_cm","population.x","max_mean_width_cm","population.y","max_biovol","population"
"493",556,"2014-08-24",2014,42.5,273.6,NA,1.6,NA,NA,NA,NA,NA,NA,111,NA,NA,2014,NA,NA,NA,"HERSP1","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"494",557,"2014-08-24",2014,31.9,197,NA,0.9,NA,NA,NA,NA,NA,NA,56,NA,NA,2014,NA,NA,NA,"HERSP10","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"495",558,"2014-08-24",2014,34.1,213.6,NA,1.2,NA,NA,NA,NA,NA,NA,54.3,NA,NA,2014,NA,NA,NA,"HERSP11","Qikiqtaruk","Salix pulchra",15.9,"Northern",28.75,"Northern",13108.914,"Northern"
"496",559,"2014-08-24",2014,37.5,270.4,NA,1,NA,NA,NA,NA,NA,NA,57.8,NA,NA,2014,NA,NA,NA,"HERSP12","Qikiqtaruk","Salix pulchra",21,"Northern",34.7,"Northern",25280.64,"Northern"
"497",560,"2014-08-24",2014,57.2,NA,NA,1.4,NA,NA,NA,NA,NA,NA,62.7,NA,NA,2014,NA,NA,NA,"HERSP13","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"498",561,"2014-08-24",2014,44.9,NA,NA,1.2,NA,NA,NA,NA,NA,NA,72.5,NA,NA,2014,NA,NA,NA,"HERSP14","Qikiqtaruk","Salix pulchra",3.3,"Northern",5.65,"Northern",105.27,"Northern"
"499",562,"2014-08-24",2014,33.4,407,NA,1.2,NA,NA,NA,NA,NA,NA,53.7,NA,NA,2014,NA,NA,NA,"HERSP15","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"500",563,"2014-08-24",2014,55.3,NA,NA,1.5,NA,NA,NA,NA,NA,NA,63.9,NA,NA,2014,NA,NA,NA,"HERSP16","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"501",564,"2014-08-24",2014,34.1,314.5,NA,2.3,NA,NA,NA,NA,NA,NA,55.7,NA,NA,2014,NA,NA,NA,"HERSP17","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"502",565,"2014-08-24",2014,33.6,292.2,NA,1.2,NA,NA,NA,NA,NA,NA,46,NA,NA,2014,NA,NA,NA,"HERSP18","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"503",566,"2014-08-24",2014,45.5,NA,NA,1,NA,NA,NA,NA,NA,NA,61.9,NA,NA,2014,NA,NA,NA,"HERSP19","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"504",567,"2014-08-24",2014,37.5,481.1,NA,5.1,NA,NA,NA,NA,NA,NA,84.5,NA,NA,2014,NA,NA,NA,"HERSP2","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"505",568,"2014-08-24",2014,39.5,204.2,NA,0.7,NA,NA,NA,NA,NA,NA,56.4,NA,NA,2014,NA,NA,NA,"HERSP20","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"506",569,"2014-08-24",2014,38.1,NA,NA,1,NA,NA,NA,NA,NA,NA,47.6,NA,NA,2014,NA,NA,NA,"HERSP21","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"507",570,"2014-08-24",2014,32.2,307.4,NA,0.9,NA,NA,NA,NA,NA,NA,71.5,NA,NA,2014,NA,NA,NA,"HERSP22","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"508",571,"2014-08-24",2014,27.5,NA,NA,0.8,NA,NA,NA,NA,NA,NA,49.3,NA,NA,2014,NA,NA,NA,"HERSP23","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"509",572,"2014-08-24",2014,37.2,226,NA,0.8,NA,NA,NA,NA,NA,NA,54.5,NA,NA,2014,NA,NA,NA,"HERSP24","Qikiqtaruk","Salix pulchra",10.6,"Northern",25.95,"Northern",6964.2,"Northern"
"510",573,"2014-08-24",2014,36.8,137.3,NA,1,NA,NA,NA,NA,NA,NA,58.4,NA,NA,2014,NA,NA,NA,"HERSP25","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"511",574,"2014-08-24",2014,43.4,145.1,NA,1.1,NA,NA,NA,NA,NA,NA,62.3,NA,NA,2014,NA,NA,NA,"HERSP26","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"512",575,"2014-08-24",2014,30,226.1,NA,0.9,NA,NA,NA,NA,NA,NA,45.5,NA,NA,2014,NA,NA,NA,"HERSP27","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"513",576,"2014-08-24",2014,34,291,NA,1,NA,NA,NA,NA,NA,NA,52.3,NA,NA,2014,NA,NA,NA,"HERSP28","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"514",577,"2014-08-24",2014,27.7,441.3,NA,1.3,NA,NA,NA,NA,NA,NA,45.9,NA,NA,2014,NA,NA,NA,"HERSP29","Qikiqtaruk","Salix pulchra",12.9,"Northern",20.3,"Northern",5307.705,"Northern"
"515",578,"2014-08-24",2014,32.3,268,NA,1.3,NA,NA,NA,NA,NA,NA,68.3,NA,NA,2014,NA,NA,NA,"HERSP3","Qikiqtaruk","Salix pulchra",16.8,"Northern",37.5,"Northern",22294.272,"Northern"
"516",579,"2014-08-24",2014,32.9,350.9,NA,1.1,NA,NA,NA,NA,NA,NA,55.2,NA,NA,2014,NA,NA,NA,"HERSP30","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"517",580,"2014-08-24",2014,31.8,263,NA,1.4,NA,NA,NA,NA,NA,NA,55.9,NA,NA,2014,NA,NA,NA,"HERSP4","Qikiqtaruk","Salix pulchra",7.7,"Northern",8.85,"Northern",597.52,"Northern"
"518",581,"2014-08-24",2014,31.6,115.5,NA,0.8,NA,NA,NA,NA,NA,NA,54.8,NA,NA,2014,NA,NA,NA,"HERSP5","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"519",582,"2014-08-24",2014,38.4,390,NA,1.2,NA,NA,NA,NA,NA,NA,61.6,NA,NA,2014,NA,NA,NA,"HERSP6","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"520",583,"2014-08-24",2014,29.9,NA,NA,1.4,NA,NA,NA,NA,NA,NA,69.4,NA,NA,2014,NA,NA,NA,"HERSP7","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"521",584,"2014-08-24",2014,29.3,291.7,NA,1.1,NA,NA,NA,NA,NA,NA,53.8,NA,NA,2014,NA,NA,NA,"HERSP8","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"522",585,"2014-08-24",2014,38.4,284.3,NA,1.3,NA,NA,NA,NA,NA,NA,53.2,NA,NA,2014,NA,NA,NA,"HERSP9","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"523",586,"2014-07-10",2014,95,361,NA,2.5,NA,NA,NA,NA,NA,NA,55,NA,NA,2014,NA,NA,NA,"KLSPS1","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"524",587,"2014-07-10",2014,51,200,NA,1.9,NA,NA,NA,NA,NA,NA,52,NA,NA,2014,NA,NA,NA,"KLSPS10","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"525",588,"2014-07-10",2014,106,429,NA,2.6,NA,NA,NA,NA,NA,NA,56,NA,NA,2014,NA,NA,NA,"KLSPS12","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"526",589,"2014-07-10",2014,53,293,NA,2.9,NA,NA,NA,NA,NA,NA,60,NA,NA,2014,NA,NA,NA,"KLSPS13","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"527",590,"2014-07-10",2014,39,105,NA,1,NA,NA,NA,NA,NA,NA,52,NA,NA,2014,NA,NA,NA,"KLSPS14","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"528",591,"2014-07-10",2014,67,130,NA,1.7,NA,NA,NA,NA,NA,NA,56,NA,NA,2014,NA,NA,NA,"KLSPS15","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"529",592,"2014-07-10",2014,77,176,NA,2.2,NA,NA,NA,NA,NA,NA,58,NA,NA,2014,NA,NA,NA,"KLSPS16","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"530",593,"2014-07-10",2014,61,196,NA,3.5,NA,NA,NA,NA,NA,NA,47,NA,NA,2014,NA,NA,NA,"KLSPS17","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"531",594,"2014-07-10",2014,67,132,NA,1.8,NA,NA,NA,NA,NA,NA,58,NA,NA,2014,NA,NA,NA,"KLSPS18","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"532",595,"2014-07-10",2014,93,208,NA,2.7,NA,NA,NA,NA,NA,NA,53,NA,NA,2014,NA,NA,NA,"KLSPS19","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"533",596,"2014-07-10",2014,104,208,NA,4.4,NA,NA,NA,NA,NA,NA,54,NA,NA,2014,NA,NA,NA,"KLSPS2","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"534",597,"2014-07-10",2014,51,123,NA,1.4,NA,NA,NA,NA,NA,NA,44,NA,NA,2014,NA,NA,NA,"KLSPS20","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"535",598,"2014-07-10",2014,124,287,NA,5,NA,NA,NA,NA,NA,NA,51,NA,NA,2014,NA,NA,NA,"KLSPS3","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"536",599,"2014-07-10",2014,87,324,NA,3.7,NA,NA,NA,NA,NA,NA,56,NA,NA,2014,NA,NA,NA,"KLSPS4","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"537",600,"2014-07-10",2014,88,272,NA,3.9,NA,NA,NA,NA,NA,NA,56,NA,NA,2014,NA,NA,NA,"KLSPS5","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"538",601,"2014-07-10",2014,66,202,NA,2.1,NA,NA,NA,NA,NA,NA,58,NA,NA,2014,NA,NA,NA,"KLSPS6","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"539",602,"2014-07-10",2014,44,143,NA,1.2,NA,NA,NA,NA,NA,NA,51,NA,NA,2014,NA,NA,NA,"KLSPS7","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"540",603,"2014-07-10",2014,50,146,NA,1.6,NA,NA,NA,NA,NA,NA,50,NA,NA,2014,NA,NA,NA,"KLSPS8","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"541",604,"2014-07-10",2014,55,109,NA,1.8,NA,NA,NA,NA,NA,NA,52,NA,NA,2014,NA,NA,NA,"KLSPS9","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"542",605,"2014-07-10",2014,73.1,196,NA,3.7,NA,NA,NA,NA,NA,NA,60,NA,NA,2014,NA,NA,NA,"KLSRS1","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"543",606,"2014-07-10",2014,47,66,NA,1.7,NA,NA,NA,NA,NA,NA,47,NA,NA,2014,NA,NA,NA,"KLSRS12","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"544",607,"2014-07-10",2014,54,185,NA,3.1,NA,NA,NA,NA,NA,NA,49,NA,NA,2014,NA,NA,NA,"KLSRS13","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"545",608,"2014-07-10",2014,56,119,NA,2.2,NA,NA,NA,NA,NA,NA,44,NA,NA,2014,NA,NA,NA,"KLSRS14","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"546",609,"2014-07-10",2014,70,143,NA,3,NA,NA,NA,NA,NA,NA,52,NA,NA,2014,NA,NA,NA,"KLSRS15","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"547",610,"2014-07-10",2014,51,139,NA,2.2,NA,NA,NA,NA,NA,NA,46,NA,NA,2014,NA,NA,NA,"KLSRS16","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"548",611,"2014-07-10",2014,62,176,NA,1.7,NA,NA,NA,NA,NA,NA,58,NA,NA,2014,NA,NA,NA,"KLSRS19","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"549",612,"2014-07-10",2014,80.3,181,NA,4.8,NA,NA,NA,NA,NA,NA,72,NA,NA,2014,NA,NA,NA,"KLSRS2","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"550",613,"2014-07-10",2014,61,143,NA,3.3,NA,NA,NA,NA,NA,NA,47,NA,NA,2014,NA,NA,NA,"KLSRS3","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"551",614,"2014-07-10",2014,56.6,186,NA,3.1,NA,NA,NA,NA,NA,NA,50,NA,NA,2014,NA,NA,NA,"KLSRS4","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"552",615,"2014-07-10",2014,57.5,137,NA,2.7,NA,NA,NA,NA,NA,NA,53,NA,NA,2014,NA,NA,NA,"KLSRS5","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"553",616,"2014-07-10",2014,44.5,126,NA,1.2,NA,NA,NA,NA,NA,NA,46,NA,NA,2014,NA,NA,NA,"KLSRS7","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"554",617,"2014-07-10",2014,63,68,NA,2.1,NA,NA,NA,NA,NA,NA,47,NA,NA,2014,NA,NA,NA,"KLSRS8","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"555",618,"2013-08-21",2013,64,124,89,1.1,NA,NA,NA,NA,NA,NA,NA,NA,706304,2013,NA,NA,106.5,"KLSRE8","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"556",619,"2013-08-13",2013,150,487,355,5.8,NA,NA,NA,NA,NA,NA,NA,NA,25932750,2013,NA,NA,421,"KLSPC1","Kluane","Salix pulchra",45.4,"Southern",9.6,"Southern",838.672,"Southern"
"557",620,"2013-08-13",2013,41,344,259,1.1,NA,NA,NA,NA,NA,NA,NA,NA,3652936,2013,NA,NA,301.5,"KLSPC10","Kluane","Salix pulchra",33,"Southern",NA,NA,NA,NA
"558",621,"2013-08-13",2013,83,397,298,3.2,NA,NA,NA,NA,NA,NA,NA,NA,9819398,2013,NA,NA,347.5,"KLSPC11","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"559",622,"2013-08-13",2013,97,419,176,3,NA,NA,NA,NA,NA,NA,NA,NA,7153168,2013,NA,NA,297.5,"KLSPC12","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"560",623,"2013-08-13",2013,102,128,126,2,NA,NA,NA,NA,NA,NA,NA,NA,1645056,2013,NA,NA,127,"KLSPC13","Kluane","Salix pulchra",49.1,"Southern",105.9,"Southern",446966.208,"Southern"
"561",624,"2013-08-13",2013,166,345,157,6.9,NA,NA,NA,NA,NA,NA,NA,NA,8991390,2013,NA,NA,251,"KLSPC14","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"562",625,"2013-08-13",2013,111,490,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,"KLSPC15","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"563",626,"2013-08-13",2013,77,453,223,3,NA,NA,NA,NA,NA,NA,NA,NA,7778463,2013,NA,NA,338,"KLSPC2","Kluane","Salix pulchra",31,"Southern",10,"Southern",675,"Southern"
"564",627,"2013-08-13",2013,118,447,339,5.9,NA,NA,NA,NA,NA,NA,NA,NA,17880894,2013,NA,NA,393,"KLSPC3","Kluane","Salix pulchra",31,"Southern",44.5,"Southern",39200,"Southern"
"565",628,"2013-08-13",2013,95,462,155,3.6,NA,NA,NA,NA,NA,NA,NA,NA,6802950,2013,NA,NA,308.5,"KLSPC4","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"566",629,"2013-08-13",2013,220,NA,296,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,"KLSPC5","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"567",630,"2013-08-13",2013,42,194,108,1,NA,NA,NA,NA,NA,NA,NA,NA,879984,2013,NA,NA,151,"KLSPC6","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"568",631,"2013-08-13",2013,51,NA,249,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,"KLSPC7","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"569",632,"2013-08-13",2013,62,466,282,2.5,NA,NA,NA,NA,NA,NA,NA,NA,8147544,2013,NA,NA,374,"KLSPC8","Kluane","Salix pulchra",16.1,"Southern",24.4,"Southern",4296.176,"Southern"
"570",633,"2013-08-13",2013,48,374,354,1,NA,NA,NA,NA,NA,NA,NA,NA,6355008,2013,NA,NA,364,"KLSPC9","Kluane","Salix pulchra",44.1,"Southern",44.25,"Southern",71525.916,"Southern"
"571",634,"2013-08-13",2013,163,275,178,6.5,NA,NA,NA,NA,NA,NA,NA,NA,7978850,2013,NA,NA,226.5,"KLSRC1","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"572",635,"2013-08-13",2013,69,178,237,2.7,NA,NA,NA,NA,NA,NA,NA,NA,2910834,2013,NA,NA,207.5,"KLSRC10","Kluane","Salix richardsonii",110.6,"Southern",145.45,"Southern",2275975.818,"Southern"
"573",636,"2013-08-13",2013,137,327,288,4.7,NA,NA,NA,NA,NA,NA,NA,NA,12902112,2013,NA,NA,307.5,"KLSRC11","Kluane","Salix richardsonii",41.6,"Southern",NA,NA,NA,NA
"574",637,"2013-08-13",2013,161,325,394,5.5,NA,NA,NA,NA,NA,NA,NA,NA,20616050,2013,NA,NA,359.5,"KLSRC12","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"575",638,"2013-08-13",2013,138,202,134,2.6,NA,NA,NA,NA,NA,NA,NA,NA,3735384,2013,NA,NA,168,"KLSRC13","Kluane","Salix richardsonii",85,"Southern",146.75,"Southern",1631595,"Southern"
"576",639,"2013-08-13",2013,193,215,149,5.4,NA,NA,NA,NA,NA,NA,NA,NA,6182755,2013,NA,NA,182,"KLSRC14","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"577",640,"2013-08-13",2013,178,510,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,"KLSRC15","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"578",641,"2013-08-13",2013,146,184,169,7.1,NA,NA,NA,NA,NA,NA,NA,NA,4540016,2013,NA,NA,176.5,"KLSRC3","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"579",642,"2013-08-13",2013,134,NA,201,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,"KLSRC4","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"580",643,"2013-08-13",2013,118,156,74,3.9,NA,NA,NA,NA,NA,NA,NA,NA,1362192,2013,NA,NA,115,"KLSRC5","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"581",644,"2013-08-13",2013,155,198,178,5.5,NA,NA,NA,NA,NA,NA,NA,NA,5462820,2013,NA,NA,188,"KLSRC7","Kluane","Salix richardsonii",82,"Southern",NA,NA,NA,NA
"582",645,"2013-08-13",2013,38,112,78,2.4,NA,NA,NA,NA,NA,NA,NA,NA,331968,2013,NA,NA,95,"KLSRC8","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"583",646,"2013-08-13",2013,53,179,134,2.4,NA,NA,NA,NA,NA,NA,NA,NA,1271258,2013,NA,NA,156.5,"KLSRC9","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"584",647,"2013-08-13",2013,58,128,99,1.6,NA,NA,NA,NA,NA,NA,NA,NA,734976,2013,NA,NA,113.5,"KLSPE11","Kluane","Salix pulchra",40.3,"Southern",90.25,"Southern",250628.728,"Southern"
"585",648,"2013-08-13",2013,41,37,82,1.9,NA,NA,NA,NA,NA,NA,NA,NA,124394,2013,NA,NA,59.5,"KLSPE12","Kluane","Salix pulchra",50,"Southern",94.5,"Southern",298027.521,"Southern"
"586",649,"2013-08-13",2013,72,184,140,2.4,NA,NA,NA,NA,NA,NA,NA,NA,1854720,2013,NA,NA,162,"KLSPE14","Kluane","Salix pulchra",54,"Southern",99.65,"Southern",466096.89,"Southern"
"587",650,"2013-08-13",2013,27,136,103,1.3,NA,NA,NA,NA,NA,NA,NA,NA,378216,2013,NA,NA,119.5,"KLSPE15","Kluane","Salix pulchra",20,"Southern",44.75,"Southern",38445.312,"Southern"
"588",651,"2013-08-13",2013,46,227,170,2.8,NA,NA,NA,NA,NA,NA,NA,NA,1775140,2013,NA,NA,198.5,"KLSPE2","Kluane","Salix pulchra",61,"Southern",113.5,"Southern",391230,"Southern"
"589",652,"2013-08-13",2013,44,118,111,2.1,NA,NA,NA,NA,NA,NA,NA,NA,576312,2013,NA,NA,114.5,"KLSPE3","Kluane","Salix pulchra",12.9,"Southern",9.7,"Southern",1212.6,"Southern"
"590",653,"2013-08-13",2013,52,218,173,2.4,NA,NA,NA,NA,NA,NA,NA,NA,1961128,2013,NA,NA,195.5,"KLSPE4","Kluane","Salix pulchra",83.5,"Southern",81.5,"Southern",296370,"Southern"
"591",654,"2013-08-13",2013,35,108,567,0.9,NA,NA,NA,NA,NA,NA,NA,NA,2143260,2013,NA,NA,337.5,"KLSPE5","Kluane","Salix pulchra",31,"Southern",42.75,"Southern",39183.75,"Southern"
"592",655,"2013-08-13",2013,37,54,40,0.5,NA,NA,NA,NA,NA,NA,NA,NA,79920,2013,NA,NA,47,"KLSPE6","Kluane","Salix pulchra",101,"Southern",209.5,"Southern",3466362,"Southern"
"593",656,"2013-08-13",2013,66,274,174,1.7,NA,NA,NA,NA,NA,NA,NA,NA,3146616,2013,NA,NA,224,"KLSPE7","Kluane","Salix pulchra",87,"Southern",31.05,"Southern",27287.386,"Southern"
"594",657,"2013-08-13",2013,47,262,148,1.3,NA,NA,NA,NA,NA,NA,NA,NA,1822472,2013,NA,NA,205,"KLSPE8","Kluane","Salix pulchra",73.2,"Southern",65,"Southern",102960,"Southern"
"595",658,"2013-08-13",2013,58,259,251,2.4,NA,NA,NA,NA,NA,NA,NA,NA,3770522,2013,NA,NA,255,"KLSPE9","Kluane","Salix pulchra",49,"Southern",108.85,"Southern",338752,"Southern"
"596",659,"2013-08-13",2013,43,145,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,573620,2013,NA,NA,118.5,"KLSRE1","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"597",660,"2013-08-13",2013,34,62,56,1.1,NA,NA,NA,NA,NA,NA,NA,NA,118048,2013,NA,NA,59,"KLSRE11","Kluane","Salix richardsonii",100.5,"Southern",183.25,"Southern",3233584.95,"Southern"
"598",661,"2013-08-13",2013,36,46,27,1.1,NA,NA,NA,NA,NA,NA,NA,NA,44712,2013,NA,NA,36.5,"KLSRE12","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"599",662,"2013-08-13",2013,43,130,89,1.4,NA,NA,NA,NA,NA,NA,NA,NA,497510,2013,NA,NA,109.5,"KLSRE13","Kluane","Salix richardsonii",105.3,"Southern",124,"Southern",1589725.683,"Southern"
"600",663,"2013-08-13",2013,35,62,142,1.7,NA,NA,NA,NA,NA,NA,NA,NA,308140,2013,NA,NA,102,"KLSRE14","Kluane","Salix richardsonii",60.5,"Southern",87.3,"Southern",330619.08,"Southern"
"601",664,"2013-08-13",2013,48,119,69,1.9,NA,NA,NA,NA,NA,NA,NA,NA,394128,2013,NA,NA,94,"KLSRE15","Kluane","Salix richardsonii",112.2,"Southern",135.1,"Southern",1909775.115,"Southern"
"602",665,"2013-08-13",2013,49,48,39,1.4,NA,NA,NA,NA,NA,NA,NA,NA,91728,2013,NA,NA,43.5,"KLSRE3","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"603",666,"2013-08-13",2013,36,60,42,1.2,NA,NA,NA,NA,NA,NA,NA,NA,90720,2013,NA,NA,51,"KLSRE5","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA11",NA,"Salix arctica",3.5,"Northern",3.7,"Northern",34.72,"Northern"
"605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA12",NA,"Salix arctica",5,"Northern",23.65,"Northern",2668.05,"Northern"
"606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA14",NA,"Salix arctica",4.1,"Northern",13.35,"Northern",614.376,"Northern"
"607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA15",NA,"Salix arctica",3.4,"Northern",11.05,"Northern",410.652,"Northern"
"608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA18",NA,"Salix arctica",5.2,"Northern",6.35,"Northern",206.752,"Northern"
"609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA19",NA,"Salix arctica",6.7,"Northern",22.7,"Northern",3410.568,"Northern"
"610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA20",NA,"Salix arctica",5.8,"Northern",9.75,"Northern",369.096,"Northern"
"611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA10",NA,"Salix arctica",7.6,"Northern",23.25,"Northern",3943.944,"Northern"
"612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA12",NA,"Salix arctica",5.4,"Northern",9.5,"Northern",445.5,"Northern"
"613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA14",NA,"Salix arctica",3.2,"Northern",NA,NA,NA,NA
"614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA15",NA,"Salix arctica",7,"Northern",16.25,"Northern",1813,"Northern"
"615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA17",NA,"Salix arctica",5.1,"Northern",18,"Northern",1600.176,"Northern"
"616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA18",NA,"Salix arctica",10,"Northern",36,"Northern",11750,"Northern"
"617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA20",NA,"Salix arctica",5.6,"Northern",39.5,"Northern",4376.75,"Northern"
