"","Lat","Lon","Elevation_m","Site","date","Canopy_Height_cm","...8","SampleID","Latitude","Longitude","Elevation","SampleDate","Width_cm","Width_2_cm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Stem_diameter","mean_stem_elong","mean_leaf_length","mean_width","Match","SampleSite","Date_propagated","Date_planted","Year_planted","Mother_LS","Cutting_length","Cutting_diameter","SampleYear","SampleID_standard","...1","Year_measured","Species"
"693",NA,NA,NA,"Kluane",NA,193,NA,"KL-SRC 14",NA,NA,NA,2013-08-11,215,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,"#N/A","Pika Camp",NA,2013-08-13,2013,5.4,NA,NA,2013,"KLSRC14",855,NA,"Salix richardsonii"
"694",NA,NA,NA,"Kluane",NA,178,NA,"KL-SRC 15",NA,NA,NA,2013-08-11,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2013-08-13,2013,6.1,NA,NA,2013,"KLSRC15",856,NA,"Salix richardsonii"
"695",NA,NA,NA,"Kluane",NA,90,NA,"KL-SRC 2",NA,NA,NA,2013-08-11,77,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.5,"KL-SRC 2","Pika Camp",NA,2013-08-13,2013,2.4,NA,NA,2013,"KLSRC2",857,NA,"Salix richardsonii"
"696",NA,NA,NA,"Kluane",NA,146,NA,"KL-SRC 3",NA,NA,NA,2013-08-11,184,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.5,"#N/A","Pika Camp",NA,2013-08-13,2013,7.1,NA,NA,2013,"KLSRC3",858,NA,"Salix richardsonii"
"697",NA,NA,NA,"Kluane",NA,134,NA,"KL-SRC 4",NA,NA,NA,2013-08-11,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2013-08-13,2013,7.7,NA,NA,2013,"KLSRC4",859,NA,"Salix richardsonii"
"698",NA,NA,NA,"Kluane",NA,118,NA,"KL-SRC 5",NA,NA,NA,2013-08-11,156,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,"#N/A","Pika Camp",NA,2013-08-13,2013,3.9,NA,NA,2013,"KLSRC5",860,NA,"Salix richardsonii"
"699",NA,NA,NA,"Kluane",NA,86,NA,"KL-SRC 6",NA,NA,NA,2013-08-11,88,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"KL-SRC 6","Pika Camp",NA,2013-08-13,2013,2,NA,NA,2013,"KLSRC6",861,NA,"Salix richardsonii"
"700",NA,NA,NA,"Kluane",NA,155,NA,"KL-SRC 7",NA,NA,NA,2013-08-11,198,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,"KL-SRC 7","Pika Camp",NA,2013-08-13,2013,5.5,NA,NA,2013,"KLSRC7",862,NA,"Salix richardsonii"
"701",NA,NA,NA,"Kluane",NA,38,NA,"KL-SRC 8",NA,NA,NA,2013-08-11,112,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"#N/A","Pika Camp",NA,2013-08-13,2013,2.4,NA,NA,2013,"KLSRC8",863,NA,"Salix richardsonii"
"702",NA,NA,NA,"Kluane",NA,53,NA,"KL-SRC 9",NA,NA,NA,2013-08-11,179,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.5,"#N/A","Pika Camp",NA,2013-08-13,2013,2.4,NA,NA,2013,"KLSRC9",864,NA,"Salix richardsonii"
"703",NA,NA,NA,"Kluane",NA,50,NA,"KL-SPE 1",NA,NA,NA,2013-08-10,77,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,"KL-SPE 1","Pika Camp",NA,2013-08-13,2013,NA,NA,NA,2013,"KLSPE1",865,NA,"Salix pulchra"
"704",NA,NA,NA,"Kluane",NA,35,NA,"KL-SPE 10",NA,NA,NA,2013-08-10,8,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,"KL-SPE 10","Pika Camp",NA,2013-08-13,2013,1,NA,NA,2013,"KLSPE10",866,NA,"Salix pulchra"
"705",NA,NA,NA,"Kluane",NA,58,NA,"KL-SPE 11",NA,NA,NA,2013-08-10,128,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.5,"KL-SPE 11","Pika Camp",NA,2013-08-13,2013,1.6,NA,NA,2013,"KLSPE11",867,NA,"Salix pulchra"
"706",NA,NA,NA,"Kluane",NA,41,NA,"KL-SPE 12",NA,NA,NA,2013-08-10,37,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,"KL-SPE 12","Pika Camp",NA,2013-08-13,2013,1.9,NA,NA,2013,"KLSPE12",868,NA,"Salix pulchra"
"707",NA,NA,NA,"Kluane",NA,35,NA,"KL-SPE 13",NA,NA,NA,2013-08-10,78,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,"KL-SPE 13","Pika Camp",NA,2013-08-13,2013,1.3,NA,NA,2013,"KLSPE13",869,NA,"Salix pulchra"
"708",NA,NA,NA,"Kluane",NA,72,NA,"KL-SPE 14",NA,NA,NA,2013-08-10,184,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,"KL-SPE 14","Pika Camp",NA,2013-08-13,2013,2.4,NA,NA,2013,"KLSPE14",870,NA,"Salix pulchra"
"709",NA,NA,NA,"Kluane",NA,27,NA,"KL-SPE 15",NA,NA,NA,2013-08-10,136,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.5,"KL-SPE 15","Pika Camp",NA,2013-08-13,2013,1.3,NA,NA,2013,"KLSPE15",871,NA,"Salix pulchra"
"710",NA,NA,NA,"Kluane",NA,46,NA,"KL-SPE 2",NA,NA,NA,2013-08-10,227,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.5,"KL-SPE 2","Pika Camp",NA,2013-08-13,2013,2.8,NA,NA,2013,"KLSPE2",872,NA,"Salix pulchra"
"711",NA,NA,NA,"Kluane",NA,44,NA,"KL-SPE 3",NA,NA,NA,2013-08-10,118,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.5,"KL-SPE 3","Pika Camp",NA,2013-08-13,2013,2.1,NA,NA,2013,"KLSPE3",873,NA,"Salix pulchra"
"712",NA,NA,NA,"Kluane",NA,52,NA,"KL-SPE 4",NA,NA,NA,2013-08-10,218,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.5,"KL-SPE 4","Pika Camp",NA,2013-08-13,2013,2.4,NA,NA,2013,"KLSPE4",874,NA,"Salix pulchra"
"713",NA,NA,NA,"Kluane",NA,35,NA,"KL-SPE 5",NA,NA,NA,2013-08-10,108,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.5,"KL-SPE 5","Pika Camp",NA,2013-08-13,2013,0.9,NA,NA,2013,"KLSPE5",875,NA,"Salix pulchra"
"714",NA,NA,NA,"Kluane",NA,37,NA,"KL-SPE 6",NA,NA,NA,2013-08-10,54,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,"KL-SPE 6","Pika Camp",NA,2013-08-13,2013,0.5,NA,NA,2013,"KLSPE6",876,NA,"Salix pulchra"
"715",NA,NA,NA,"Kluane",NA,66,NA,"KL-SPE 7",NA,NA,NA,2013-08-10,274,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,"KL-SPE 7","Pika Camp",NA,2013-08-13,2013,1.7,NA,NA,2013,"KLSPE7",877,NA,"Salix pulchra"
"716",NA,NA,NA,"Kluane",NA,47,NA,"KL-SPE 8",NA,NA,NA,2013-08-10,262,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,"KL-SPE 8","Pika Camp",NA,2013-08-13,2013,1.3,NA,NA,2013,"KLSPE8",878,NA,"Salix pulchra"
"717",NA,NA,NA,"Kluane",NA,58,NA,"KL-SPE 9",NA,NA,NA,2013-08-10,259,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,"KL-SPE 9","Pika Camp",NA,2013-08-13,2013,2.4,NA,NA,2013,"KLSPE9",879,NA,"Salix pulchra"
"718",NA,NA,NA,"Kluane",NA,43,NA,"KL-SRE 1",NA,NA,NA,2013-08-10,145,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.5,"#N/A","Pika Camp",NA,2013-08-13,2013,NA,NA,NA,2013,"KLSRE1",880,NA,"Salix richardsonii"
"719",NA,NA,NA,"Kluane",NA,42,NA,"KL-SRE 10",NA,NA,NA,2013-08-10,84,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"KL-SRE 10","Pika Camp",NA,2013-08-13,2013,1.3,NA,NA,2013,"KLSRE10",881,NA,"Salix richardsonii"
"720",NA,NA,NA,"Kluane",NA,34,NA,"KL-SRE 11",NA,NA,NA,2013-08-10,62,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,"KL-SRE 11","Pika Camp",NA,2013-08-13,2013,1.1,NA,NA,2013,"KLSRE11",882,NA,"Salix richardsonii"
"721",NA,NA,NA,"Kluane",NA,36,NA,"KL-SRE 12",NA,NA,NA,2013-08-10,46,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,"#N/A","Pika Camp",NA,2013-08-13,2013,1.1,NA,NA,2013,"KLSRE12",883,NA,"Salix richardsonii"
"722",NA,NA,NA,"Kluane",NA,43,NA,"KL-SRE 13",NA,NA,NA,2013-08-10,130,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.5,"KL-SRE 13","Pika Camp",NA,2013-08-13,2013,1.4,NA,NA,2013,"KLSRE13",884,NA,"Salix richardsonii"
"723",NA,NA,NA,"Kluane",NA,35,NA,"KL-SRE 14",NA,NA,NA,2013-08-10,62,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,"KL-SRE 14","Pika Camp",NA,2013-08-13,2013,1.7,NA,NA,2013,"KLSRE14",885,NA,"Salix richardsonii"
"724",NA,NA,NA,"Kluane",NA,48,NA,"KL-SRE 15",NA,NA,NA,2013-08-10,119,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,"KL-SRE 15","Pika Camp",NA,2013-08-13,2013,1.9,NA,NA,2013,"KLSRE15",886,NA,"Salix richardsonii"
"725",NA,NA,NA,"Kluane",NA,33,NA,"KL-SRE 2",NA,NA,NA,2013-08-10,91,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,"#N/A","Pika Camp",NA,2013-08-13,2013,1.6,NA,NA,2013,"KLSRE2",887,NA,"Salix richardsonii"
"726",NA,NA,NA,"Kluane",NA,49,NA,"KL-SRE 3",NA,NA,NA,2013-08-10,48,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,"#N/A","Pika Camp",NA,2013-08-13,2013,1.4,NA,NA,2013,"KLSRE3",888,NA,"Salix richardsonii"
"727",NA,NA,NA,"Kluane",NA,48,NA,"KL-SRE 4",NA,NA,NA,2013-08-10,96,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,"KL-SRE 4","Pika Camp",NA,2013-08-13,2013,1.3,NA,NA,2013,"KLSRE4",889,NA,"Salix richardsonii"
"728",NA,NA,NA,"Kluane",NA,36,NA,"KL-SRE 5",NA,NA,NA,2013-08-10,60,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,"#N/A","Pika Camp",NA,2013-08-13,2013,1.2,NA,NA,2013,"KLSRE5",890,NA,"Salix richardsonii"
"729",NA,NA,NA,"Kluane",NA,35,NA,"KL-SRE 6",NA,NA,NA,2013-08-10,72,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.5,"KL-SRE 6","Pika Camp",NA,2013-08-13,2013,1.6,NA,NA,2013,"KLSRE6",891,NA,"Salix richardsonii"
"730",NA,NA,NA,"Kluane",NA,32,NA,"KL-SRE 7",NA,NA,NA,2013-08-10,79,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5,"KL-SRE 7","Pika Camp",NA,2013-08-13,2013,1.5,NA,NA,2013,"KLSRE7",892,NA,"Salix richardsonii"
"731",NA,NA,NA,"Kluane",NA,49,NA,"KL-SRE 9",NA,NA,NA,2013-08-10,71,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5,"KL-SRE 9","Pika Camp",NA,2013-08-13,2013,1.6,NA,NA,2013,"KLSRE9",893,NA,"Salix richardsonii"
"732",NA,NA,NA,"Qikiqtaruk",NA,12.7,NA,"HE-SP 1",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SP 1","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP1",894,NA,"Salix pulchra"
"733",NA,NA,NA,"Qikiqtaruk",NA,15.5,NA,"HE-SP 10",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP10",895,NA,"Salix pulchra"
"734",NA,NA,NA,"Qikiqtaruk",NA,13.2,NA,"HE-SP 11",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP11",896,NA,"Salix pulchra"
"735",NA,NA,NA,"Qikiqtaruk",NA,14.2,NA,"HE-SP 12",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SP 12","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP12",897,NA,"Salix pulchra"
"736",NA,NA,NA,"Qikiqtaruk",NA,12.8,NA,"HE-SP 13",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP13",898,NA,"Salix pulchra"
"737",NA,NA,NA,"Qikiqtaruk",NA,27.6,NA,"HE-SP 14",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP14",899,NA,"Salix pulchra"
"738",NA,NA,NA,"Qikiqtaruk",NA,14.9,NA,"HE-SP 15",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP15",900,NA,"Salix pulchra"
"739",NA,NA,NA,"Qikiqtaruk",NA,13.4,NA,"HE-SP 16",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP16",901,NA,"Salix pulchra"
"740",NA,NA,NA,"Qikiqtaruk",NA,14.9,NA,"HE-SP 17",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SP 17","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP17",902,NA,"Salix pulchra"
"741",NA,NA,NA,"Qikiqtaruk",NA,17.8,NA,"HE-SP 18",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SP 18","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP18",903,NA,"Salix pulchra"
"742",NA,NA,NA,"Qikiqtaruk",NA,22.9,NA,"HE-SP 19",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SP 19","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP19",904,NA,"Salix pulchra"
"743",NA,NA,NA,"Qikiqtaruk",NA,21.5,NA,"HE-SP 2",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SP 2","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP2",905,NA,"Salix pulchra"
"744",NA,NA,NA,"Qikiqtaruk",NA,13.3,NA,"HE-SP 20",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SP 20","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP20",906,NA,"Salix pulchra"
"745",NA,NA,NA,"Qikiqtaruk",NA,27.4,NA,"HE-SP 21",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP21",907,NA,"Salix pulchra"
"746",NA,NA,NA,"Qikiqtaruk",NA,10.5,NA,"HE-SP 22",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP22",908,NA,"Salix pulchra"
"747",NA,NA,NA,"Qikiqtaruk",NA,19.1,NA,"HE-SP 23",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SP 23","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP23",909,NA,"Salix pulchra"
"748",NA,NA,NA,"Qikiqtaruk",NA,21.2,NA,"HE-SP 24",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP24",910,NA,"Salix pulchra"
"749",NA,NA,NA,"Qikiqtaruk",NA,20.4,NA,"HE-SP 25",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP25",911,NA,"Salix pulchra"
"750",NA,NA,NA,"Qikiqtaruk",NA,19.1,NA,"HE-SP 26",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP26",912,NA,"Salix pulchra"
"751",NA,NA,NA,"Qikiqtaruk",NA,12.4,NA,"HE-SP 27",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP27",913,NA,"Salix pulchra"
"752",NA,NA,NA,"Qikiqtaruk",NA,17.7,NA,"HE-SP 28",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP28",914,NA,"Salix pulchra"
"753",NA,NA,NA,"Qikiqtaruk",NA,15.2,NA,"HE-SP 29",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP29",915,NA,"Salix pulchra"
"754",NA,NA,NA,"Qikiqtaruk",NA,15.4,NA,"HE-SP 3",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP3",916,NA,"Salix pulchra"
"755",NA,NA,NA,"Qikiqtaruk",NA,21.8,NA,"HE-SP 30",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SP 30","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP30",917,NA,"Salix pulchra"
"756",NA,NA,NA,"Qikiqtaruk",NA,11.3,NA,"HE-SP 4",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SP 4","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP4",918,NA,"Salix pulchra"
"757",NA,NA,NA,"Qikiqtaruk",NA,18.6,NA,"HE-SP 5",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP5",919,NA,"Salix pulchra"
"758",NA,NA,NA,"Qikiqtaruk",NA,19.4,NA,"HE-SP 6",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SP 6","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP6",920,NA,"Salix pulchra"
"759",NA,NA,NA,"Qikiqtaruk",NA,17.2,NA,"HE-SP 7",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP7",921,NA,"Salix pulchra"
"760",NA,NA,NA,"Qikiqtaruk",NA,22.2,NA,"HE-SP 8",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP8",922,NA,"Salix pulchra"
"761",NA,NA,NA,"Qikiqtaruk",NA,14.3,NA,"HE-SP 9",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESP9",923,NA,"Salix pulchra"
"762",NA,NA,NA,"Qikiqtaruk",NA,43,NA,"HE-SR 1",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR1",924,NA,"Salix richardsonii"
"763",NA,NA,NA,"Qikiqtaruk",NA,31.4,NA,"HE-SR 10",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR10",925,NA,"Salix richardsonii"
"764",NA,NA,NA,"Qikiqtaruk",NA,24.5,NA,"HE-SR 11",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR11",926,NA,"Salix richardsonii"
"765",NA,NA,NA,"Qikiqtaruk",NA,26.9,NA,"HE-SR 12",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR12",927,NA,"Salix richardsonii"
"766",NA,NA,NA,"Qikiqtaruk",NA,20.6,NA,"HE-SR 13",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SR 13","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR13",928,NA,"Salix richardsonii"
"767",NA,NA,NA,"Qikiqtaruk",NA,27.5,NA,"HE-SR 14",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR14",929,NA,"Salix richardsonii"
"768",NA,NA,NA,"Qikiqtaruk",NA,31.2,NA,"HE-SR 15",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR15",930,NA,"Salix richardsonii"
"769",NA,NA,NA,"Qikiqtaruk",NA,40.9,NA,"HE-SR 16",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SR 16","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR16",931,NA,"Salix richardsonii"
"770",NA,NA,NA,"Qikiqtaruk",NA,25.6,NA,"HE-SR 17",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SR 17","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR17",932,NA,"Salix richardsonii"
"771",NA,NA,NA,"Qikiqtaruk",NA,31.3,NA,"HE-SR 18",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR18",933,NA,"Salix richardsonii"
"772",NA,NA,NA,"Qikiqtaruk",NA,33.5,NA,"HE-SR 19",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR19",934,NA,"Salix richardsonii"
"773",NA,NA,NA,"Qikiqtaruk",NA,33.2,NA,"HE-SR 2",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SR 2","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR2",935,NA,"Salix richardsonii"
"774",NA,NA,NA,"Qikiqtaruk",NA,26.2,NA,"HE-SR 20",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SR 20","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR20",936,NA,"Salix richardsonii"
"775",NA,NA,NA,"Qikiqtaruk",NA,35.5,NA,"HE-SR 21",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SR 21","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR21",937,NA,"Salix richardsonii"
"776",NA,NA,NA,"Qikiqtaruk",NA,31.3,NA,"HE-SR 22",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR22",938,NA,"Salix richardsonii"
"777",NA,NA,NA,"Qikiqtaruk",NA,26.4,NA,"HE-SR 23",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SR 23","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR23",939,NA,"Salix richardsonii"
"778",NA,NA,NA,"Qikiqtaruk",NA,21.8,NA,"HE-SR 24",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SR 24","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR24",940,NA,"Salix richardsonii"
"779",NA,NA,NA,"Qikiqtaruk",NA,26.4,NA,"HE-SR 25",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR25",941,NA,"Salix richardsonii"
"780",NA,NA,NA,"Qikiqtaruk",NA,28.2,NA,"HE-SR 26",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SR 26","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR26",942,NA,"Salix richardsonii"
"781",NA,NA,NA,"Qikiqtaruk",NA,28,NA,"HE-SR 27",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE-SR 27","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR27",943,NA,"Salix richardsonii"
"782",NA,NA,NA,"Qikiqtaruk",NA,38.7,NA,"HE-SR 28",NA,NA,NA,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2013-08-13,2013,NA,NA,NA,2013,"HESR28",944,NA,"Salix richardsonii"
