"","SampleID","Match","SampleSite","SampleDate","Date_propagated","Date_planted","Year_planted","Canopy_Height_cm","Width_cm","Width_2_cm","Mother_LS","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Cutting_length","Cutting_diameter","Site","SampleYear","mean_stem_elong","mean_leaf_length","mean_width","SampleID_standard"
"718","K15psp5","K15PSp5","Kluane Plateau",2015-06-20,2015-06-20,2015-08-19,2015,120,70,NA,3,NA,NA,NA,NA,NA,NA,39.3,13,"Kluane",2015,NA,NA,NA,"K15PSP5"
"719","K15psr1","K15PSr1","Kluane Plateau",2015-06-20,2015-06-20,2015-08-19,2015,150,525,NA,7.5,NA,NA,NA,NA,NA,NA,37,16.2,"Kluane",2015,NA,NA,NA,"K15PSR1"
"720","K15psr2","K15PSr2","Kluane Plateau",2015-06-20,2015-06-20,2015-08-19,2015,145,440,NA,8,NA,NA,NA,NA,NA,NA,33.1,18.3,"Kluane",2015,NA,NA,NA,"K15PSR2"
"721","K15psr3","K15PSr3","Kluane Plateau",2015-06-20,2015-06-20,2015-08-19,2015,66,310,NA,2,NA,NA,NA,NA,NA,NA,38.4,13.3,"Kluane",2015,NA,NA,NA,"K15PSR3"
"722","K15psr4","K15PSr4","Kluane Plateau",2015-06-20,2015-06-20,2015-08-19,2015,188,490,NA,4.5,NA,NA,NA,NA,NA,NA,29.9,14.8,"Kluane",2015,NA,NA,NA,"K15PSR4"
"723","K15psr5","K15PSr5","Kluane Plateau",2015-06-20,2015-06-20,2015-08-19,2015,102,315,NA,5,NA,NA,NA,NA,NA,NA,34.9,11,"Kluane",2015,NA,NA,NA,"K15PSR5"
"724","KP-SR 1","#N/A","Kluane Plateau",2014-08-27,NA,2014-08-27,2014,107.4,306.5,NA,6,NA,NA,NA,NA,NA,NA,59.9,NA,"Kluane",2014,NA,NA,NA,"KPSR1"
"725","KP-SR 10","#N/A","Kluane Plateau",2014-08-27,NA,2014-08-27,2014,136.1,NA,NA,5.2,NA,NA,NA,NA,NA,NA,57.3,NA,"Kluane",2014,NA,NA,NA,"KPSR10"
"726","KP-SR 2","#N/A","Kluane Plateau",2014-08-27,NA,2014-08-27,2014,142.7,308.1,NA,4.2,NA,NA,NA,NA,NA,NA,55.8,NA,"Kluane",2014,NA,NA,NA,"KPSR2"
"727","KP-SR 3","#N/A","Kluane Plateau",2014-08-27,NA,2014-08-27,2014,672.1,193.3,NA,3.8,NA,NA,NA,NA,NA,NA,60.4,NA,"Kluane",2014,NA,NA,NA,"KPSR3"
"728","KP-SR 4","#N/A","Kluane Plateau",2014-08-27,NA,2014-08-27,2014,76.2,226,NA,3.3,NA,NA,NA,NA,NA,NA,56.5,NA,"Kluane",2014,NA,NA,NA,"KPSR4"
"729","KP-SR 5","KP-SR 5","Kluane Plateau",2014-08-27,NA,2014-08-27,2014,98.2,146.6,NA,2.5,NA,NA,NA,NA,NA,NA,62.3,NA,"Kluane",2014,NA,NA,NA,"KPSR5"
"730","KP-SR 6","#N/A","Kluane Plateau",2014-08-27,NA,2014-08-27,2014,149.8,NA,NA,9.5,NA,NA,NA,NA,NA,NA,53.6,NA,"Kluane",2014,NA,NA,NA,"KPSR6"
"731","KP-SR 7","#N/A","Kluane Plateau",2014-08-27,NA,2014-08-27,2014,195.5,NA,NA,11,NA,NA,NA,NA,NA,NA,63.2,NA,"Kluane",2014,NA,NA,NA,"KPSR7"
"732","KP-SR 8","#N/A","Kluane Plateau",2014-08-27,NA,2014-08-27,2014,130.1,266.4,NA,3.9,NA,NA,NA,NA,NA,NA,43.2,NA,"Kluane",2014,NA,NA,NA,"KPSR8"
"733","KP-SR 9","#N/A","Kluane Plateau",2014-08-27,NA,2014-08-27,2014,138.9,33.16,NA,4.8,NA,NA,NA,NA,NA,NA,62,NA,"Kluane",2014,NA,NA,NA,"KPSR9"
"734","HER-SP 1","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,42.5,273.6,NA,1.6,NA,NA,NA,NA,NA,NA,111,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP1"
"735","HER-SP 10","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,31.9,197,NA,0.9,NA,NA,NA,NA,NA,NA,56,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP10"
"736","HER-SP 11","HER-SP 11","QHI",2014-08-15,NA,2014-08-24,2014,34.1,213.6,NA,1.2,NA,NA,NA,NA,NA,NA,54.3,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP11"
"737","HER-SP 12","HER-SP 12","QHI",2014-08-15,NA,2014-08-24,2014,37.5,270.4,NA,1,NA,NA,NA,NA,NA,NA,57.8,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP12"
"738","HER-SP 13","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,57.2,NA,NA,1.4,NA,NA,NA,NA,NA,NA,62.7,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP13"
"739","HER-SP 14","HER-SP 14","QHI",2014-08-15,NA,2014-08-24,2014,44.9,NA,NA,1.2,NA,NA,NA,NA,NA,NA,72.5,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP14"
"740","HER-SP 15","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,33.4,407,NA,1.2,NA,NA,NA,NA,NA,NA,53.7,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP15"
"741","HER-SP 16","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,55.3,NA,NA,1.5,NA,NA,NA,NA,NA,NA,63.9,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP16"
"742","HER-SP 17","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,34.1,314.5,NA,2.3,NA,NA,NA,NA,NA,NA,55.7,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP17"
"743","HER-SP 18","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,33.6,292.2,NA,1.2,NA,NA,NA,NA,NA,NA,46,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP18"
"744","HER-SP 19","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,45.5,NA,NA,1,NA,NA,NA,NA,NA,NA,61.9,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP19"
"745","HER-SP 2","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,37.5,481.1,NA,5.1,NA,NA,NA,NA,NA,NA,84.5,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP2"
"746","HER-SP 20","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,39.5,204.2,NA,0.7,NA,NA,NA,NA,NA,NA,56.4,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP20"
"747","HER-SP 21","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,38.1,NA,NA,1,NA,NA,NA,NA,NA,NA,47.6,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP21"
"748","HER-SP 22","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,32.2,307.4,NA,0.9,NA,NA,NA,NA,NA,NA,71.5,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP22"
"749","HER-SP 23","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,27.5,NA,NA,0.8,NA,NA,NA,NA,NA,NA,49.3,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP23"
"750","HER-SP 24","HER-SP 24","QHI",2014-08-15,NA,2014-08-24,2014,37.2,226,NA,0.8,NA,NA,NA,NA,NA,NA,54.5,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP24"
"751","HER-SP 25","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,36.8,137.3,NA,1,NA,NA,NA,NA,NA,NA,58.4,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP25"
"752","HER-SP 26","HER-SP 26","QHI",2014-08-15,NA,2014-08-24,2014,43.4,145.1,NA,1.1,NA,NA,NA,NA,NA,NA,62.3,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP26"
"753","HER-SP 27","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,30,226.1,NA,0.9,NA,NA,NA,NA,NA,NA,45.5,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP27"
"754","HER-SP 28","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,34,291,NA,1,NA,NA,NA,NA,NA,NA,52.3,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP28"
"755","HER-SP 29","HER-SP 29","QHI",2014-08-15,NA,2014-08-24,2014,27.7,441.3,NA,1.3,NA,NA,NA,NA,NA,NA,45.9,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP29"
"756","HER-SP 3","HER-SP 3","QHI",2014-08-15,NA,2014-08-24,2014,32.3,268,NA,1.3,NA,NA,NA,NA,NA,NA,68.3,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP3"
"757","HER-SP 30","HER-SP 30","QHI",2014-08-15,NA,2014-08-24,2014,32.9,350.9,NA,1.1,NA,NA,NA,NA,NA,NA,55.2,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP30"
"758","HER-SP 4","HER-SP 4","QHI",2014-08-15,NA,2014-08-24,2014,31.8,263,NA,1.4,NA,NA,NA,NA,NA,NA,55.9,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP4"
"759","HER-SP 5","HER-SP 5","QHI",2014-08-15,NA,2014-08-24,2014,31.6,115.5,NA,0.8,NA,NA,NA,NA,NA,NA,54.8,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP5"
"760","HER-SP 6","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,38.4,390,NA,1.2,NA,NA,NA,NA,NA,NA,61.6,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP6"
"761","HER-SP 7","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,29.9,NA,NA,1.4,NA,NA,NA,NA,NA,NA,69.4,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP7"
"762","HER-SP 8","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,29.3,291.7,NA,1.1,NA,NA,NA,NA,NA,NA,53.8,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP8"
"763","HER-SP 9","HER-SP 9","QHI",2014-08-15,NA,2014-08-24,2014,38.4,284.3,NA,1.3,NA,NA,NA,NA,NA,NA,53.2,NA,"Qikiqtaruk",2014,NA,NA,NA,"HERSP9"
"764","HEF-SR 1","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,71.8,NA,NA,2.1,NA,NA,NA,NA,NA,NA,72.5,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR1"
"765","HEF-SR 10","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,65.1,NA,NA,2.7,NA,NA,NA,NA,NA,NA,62.7,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR10"
"766","HEF-SR 11","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,71.6,NA,NA,2.1,NA,NA,NA,NA,NA,NA,54.7,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR11"
"767","HEF-SR 12","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,69.8,NA,NA,1.5,NA,NA,NA,NA,NA,NA,53.4,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR12"
"768","HEF-SR 13","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,44.4,NA,NA,2,NA,NA,NA,NA,NA,NA,47.9,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR13"
"769","HEF-SR 14","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,73.1,NA,NA,2.3,NA,NA,NA,NA,NA,NA,60.3,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR14"
"770","HEF-SR 15","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,80,NA,NA,1.5,NA,NA,NA,NA,NA,NA,53.9,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR15"
"771","HEF-SR 16","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,67.3,NA,NA,1.7,NA,NA,NA,NA,NA,NA,57.4,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR16"
"772","HEF-SR 17","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,73.5,NA,NA,1.6,NA,NA,NA,NA,NA,NA,66.9,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR17"
"773","HEF-SR 18","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,78.6,NA,NA,1.7,NA,NA,NA,NA,NA,NA,56.3,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR18"
"774","HEF-SR 19","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,69.1,NA,NA,1.8,NA,NA,NA,NA,NA,NA,58.4,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR19"
"775","HEF-SR 2","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,71.2,NA,NA,1.9,NA,NA,NA,NA,NA,NA,77.1,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR2"
"776","HEF-SR 20","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,104.2,NA,NA,1.7,NA,NA,NA,NA,NA,NA,52,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR20"
"777","HEF-SR 21","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,100.2,NA,NA,2.3,NA,NA,NA,NA,NA,NA,59.3,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR21"
"778","HEF-SR 22","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,92.5,NA,NA,2,NA,NA,NA,NA,NA,NA,65.8,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR22"
"779","HEF-SR 24","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,63.2,NA,NA,2.2,NA,NA,NA,NA,NA,NA,66.1,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR24"
"780","HEF-SR 25","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,89.4,NA,NA,2.1,NA,NA,NA,NA,NA,NA,63.5,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR25"
"781","HEF-SR 26","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,62.6,NA,NA,1.4,NA,NA,NA,NA,NA,NA,59.8,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR26"
"782","HEF-SR 27","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,66.6,NA,NA,1.4,NA,NA,NA,NA,NA,NA,64.2,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR27"
"783","HEF-SR 28","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,45.7,NA,NA,1.5,NA,NA,NA,NA,NA,NA,61.6,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR28"
"784","HEF-SR 29","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,55.1,NA,NA,1.2,NA,NA,NA,NA,NA,NA,57.4,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR29"
"785","HEF-SR 3","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,74.9,NA,NA,3.3,NA,NA,NA,NA,NA,NA,58.7,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR3"
"786","HEF-SR 30","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,55,NA,NA,2.7,NA,NA,NA,NA,NA,NA,50,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR30"
"787","HEF-SR 4","HEF-SR 4","QHI",2014-08-15,NA,2014-08-24,2014,67.2,NA,NA,2.8,NA,NA,NA,NA,NA,NA,46.4,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR4"
"788","HEF-SR 4B","HEF-SR 4B","QHI",2014-08-15,NA,2014-08-24,2014,67.2,NA,NA,2.8,NA,NA,NA,NA,NA,NA,46.4,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR4B"
"789","HEF-SR 5","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,83.6,NA,NA,2.3,NA,NA,NA,NA,NA,NA,59.7,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR5"
"790","HEF-SR 6","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,71.4,NA,NA,2.3,NA,NA,NA,NA,NA,NA,59.7,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR6"
"791","HEF-SR 7","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,82.4,NA,NA,1.7,NA,NA,NA,NA,NA,NA,67.5,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR7"
"792","HEF-SR 8","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,60,NA,NA,2.1,NA,NA,NA,NA,NA,NA,54,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR8"
"793","HEF-SR 9","#N/A","QHI",2014-08-15,NA,2014-08-24,2014,79.2,NA,NA,2.3,NA,NA,NA,NA,NA,NA,52.8,NA,"Qikiqtaruk",2014,NA,NA,NA,"HEFSR9"
"794","KL-SPS 1","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,95,361,NA,2.5,NA,NA,NA,NA,NA,NA,55,NA,"Kluane",2014,NA,NA,NA,"KLSPS1"
"795","KL-SPS 10","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,51,200,NA,1.9,NA,NA,NA,NA,NA,NA,52,NA,"Kluane",2014,NA,NA,NA,"KLSPS10"
"796","KL-SPS 11","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,82,87,NA,1.6,NA,NA,NA,NA,NA,NA,55,NA,"Kluane",2014,NA,NA,NA,"KLSPS11"
"797","KL-SPS 12","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,106,429,NA,2.6,NA,NA,NA,NA,NA,NA,56,NA,"Kluane",2014,NA,NA,NA,"KLSPS12"
"798","KL-SPS 13","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,53,293,NA,2.9,NA,NA,NA,NA,NA,NA,60,NA,"Kluane",2014,NA,NA,NA,"KLSPS13"
"799","KL-SPS 14","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,39,105,NA,1,NA,NA,NA,NA,NA,NA,52,NA,"Kluane",2014,NA,NA,NA,"KLSPS14"
"800","KL-SPS 15","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,67,130,NA,1.7,NA,NA,NA,NA,NA,NA,56,NA,"Kluane",2014,NA,NA,NA,"KLSPS15"
"801","KL-SPS 16","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,77,176,NA,2.2,NA,NA,NA,NA,NA,NA,58,NA,"Kluane",2014,NA,NA,NA,"KLSPS16"
"802","KL-SPS 17","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,61,196,NA,3.5,NA,NA,NA,NA,NA,NA,47,NA,"Kluane",2014,NA,NA,NA,"KLSPS17"
"803","KL-SPS 18","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,67,132,NA,1.8,NA,NA,NA,NA,NA,NA,58,NA,"Kluane",2014,NA,NA,NA,"KLSPS18"
"804","KL-SPS 19","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,93,208,NA,2.7,NA,NA,NA,NA,NA,NA,53,NA,"Kluane",2014,NA,NA,NA,"KLSPS19"
"805","KL-SPS 2","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,104,208,NA,4.4,NA,NA,NA,NA,NA,NA,54,NA,"Kluane",2014,NA,NA,NA,"KLSPS2"
"806","KL-SPS 20","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,51,123,NA,1.4,NA,NA,NA,NA,NA,NA,44,NA,"Kluane",2014,NA,NA,NA,"KLSPS20"
"807","KL-SPS 3","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,124,287,NA,5,NA,NA,NA,NA,NA,NA,51,NA,"Kluane",2014,NA,NA,NA,"KLSPS3"
"808","KL-SPS 4","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,87,324,NA,3.7,NA,NA,NA,NA,NA,NA,56,NA,"Kluane",2014,NA,NA,NA,"KLSPS4"
"809","KL-SPS 5","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,88,272,NA,3.9,NA,NA,NA,NA,NA,NA,56,NA,"Kluane",2014,NA,NA,NA,"KLSPS5"
"810","KL-SPS 6","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,66,202,NA,2.1,NA,NA,NA,NA,NA,NA,58,NA,"Kluane",2014,NA,NA,NA,"KLSPS6"
"811","KL-SPS 7","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,44,143,NA,1.2,NA,NA,NA,NA,NA,NA,51,NA,"Kluane",2014,NA,NA,NA,"KLSPS7"
"812","KL-SPS 8","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,50,146,NA,1.6,NA,NA,NA,NA,NA,NA,50,NA,"Kluane",2014,NA,NA,NA,"KLSPS8"
"813","KL-SPS 9","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,55,109,NA,1.8,NA,NA,NA,NA,NA,NA,52,NA,"Kluane",2014,NA,NA,NA,"KLSPS9"
"814","KL-SRS 1","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,73.1,196,NA,3.7,NA,NA,NA,NA,NA,NA,60,NA,"Kluane",2014,NA,NA,NA,"KLSRS1"
"815","KL-SRS 10","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,38,71,NA,1.7,NA,NA,NA,NA,NA,NA,46,NA,"Kluane",2014,NA,NA,NA,"KLSRS10"
"816","KL-SRS 11","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,49,88,NA,1.7,NA,NA,NA,NA,NA,NA,49,NA,"Kluane",2014,NA,NA,NA,"KLSRS11"
"817","KL-SRS 12","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,47,66,NA,1.7,NA,NA,NA,NA,NA,NA,47,NA,"Kluane",2014,NA,NA,NA,"KLSRS12"
"818","KL-SRS 13","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,54,185,NA,3.1,NA,NA,NA,NA,NA,NA,49,NA,"Kluane",2014,NA,NA,NA,"KLSRS13"
"819","KL-SRS 14","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,56,119,NA,2.2,NA,NA,NA,NA,NA,NA,44,NA,"Kluane",2014,NA,NA,NA,"KLSRS14"
"820","KL-SRS 15","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,70,143,NA,3,NA,NA,NA,NA,NA,NA,52,NA,"Kluane",2014,NA,NA,NA,"KLSRS15"
"821","KL-SRS 16","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,51,139,NA,2.2,NA,NA,NA,NA,NA,NA,46,NA,"Kluane",2014,NA,NA,NA,"KLSRS16"
"822","KL-SRS 17","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,45,99,NA,2.7,NA,NA,NA,NA,NA,NA,48,NA,"Kluane",2014,NA,NA,NA,"KLSRS17"
"823","KL-SRS 18","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,58,87,NA,2.6,NA,NA,NA,NA,NA,NA,57,NA,"Kluane",2014,NA,NA,NA,"KLSRS18"
"824","KL-SRS 19","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,62,176,NA,1.7,NA,NA,NA,NA,NA,NA,58,NA,"Kluane",2014,NA,NA,NA,"KLSRS19"
"825","KL-SRS 2","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,80.3,181,NA,4.8,NA,NA,NA,NA,NA,NA,72,NA,"Kluane",2014,NA,NA,NA,"KLSRS2"
"826","KL-SRS 20","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,63,71,NA,1.3,NA,NA,NA,NA,NA,NA,45,NA,"Kluane",2014,NA,NA,NA,"KLSRS20"
"827","KL-SRS 3","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,61,143,NA,3.3,NA,NA,NA,NA,NA,NA,47,NA,"Kluane",2014,NA,NA,NA,"KLSRS3"
"828","KL-SRS 4","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,56.6,186,NA,3.1,NA,NA,NA,NA,NA,NA,50,NA,"Kluane",2014,NA,NA,NA,"KLSRS4"
"829","KL-SRS 5","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,57.5,137,NA,2.7,NA,NA,NA,NA,NA,NA,53,NA,"Kluane",2014,NA,NA,NA,"KLSRS5"
"830","KL-SRS 6","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,61,93,NA,1.9,NA,NA,NA,NA,NA,NA,58,NA,"Kluane",2014,NA,NA,NA,"KLSRS6"
"831","KL-SRS 7","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,44.5,126,NA,1.2,NA,NA,NA,NA,NA,NA,46,NA,"Kluane",2014,NA,NA,NA,"KLSRS7"
"832","KL-SRS 8","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,63,68,NA,2.1,NA,NA,NA,NA,NA,NA,47,NA,"Kluane",2014,NA,NA,NA,"KLSRS8"
"833","KL-SRS 9","#N/A","Pika Camp",2014-07-07,NA,2014-07-10,2014,62,80,NA,1.3,NA,NA,NA,NA,NA,NA,46,NA,"Kluane",2014,NA,NA,NA,"KLSRS9"
"834","KL-SRE 8","#N/A","Pika Camp",2013-08-18,NA,2013-08-21,2013,64,124,89,1.1,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",2013,NA,NA,106.5,"KLSRE8"
"835","KL-SPC 1","KL-SPC 1","Pika Camp",2013-08-11,NA,2013-08-13,2013,150,487,355,5.8,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",2013,NA,NA,421,"KLSPC1"
"836","KL-SPC 10","KL-SPC 10","Pika Camp",2013-08-11,NA,2013-08-13,2013,41,344,259,1.1,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",2013,NA,NA,301.5,"KLSPC10"
"837","KL-SPC 11","#N/A","Pika Camp",2013-08-11,NA,2013-08-13,2013,83,397,298,3.2,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",2013,NA,NA,347.5,"KLSPC11"
"838","KL-SPC 12","KL-SPC 12","Pika Camp",2013-08-11,NA,2013-08-13,2013,97,419,176,3,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",2013,NA,NA,297.5,"KLSPC12"
"839","KL-SPC 13","KL-SPC 13","Pika Camp",2013-08-11,NA,2013-08-13,2013,102,128,126,2,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",2013,NA,NA,127,"KLSPC13"
"840","KL-SPC 14","#N/A","Pika Camp",2013-08-11,NA,2013-08-13,2013,166,345,157,6.9,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",2013,NA,NA,251,"KLSPC14"
"841","KL-SPC 15","#N/A","Pika Camp",2013-08-11,NA,2013-08-13,2013,111,490,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",2013,NA,NA,NA,"KLSPC15"
"842","KL-SPC 2","KL-SPC 2","Pika Camp",2013-08-11,NA,2013-08-13,2013,77,453,223,3,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",2013,NA,NA,338,"KLSPC2"
"843","KL-SPC 3","KL-SPC 3","Pika Camp",2013-08-11,NA,2013-08-13,2013,118,447,339,5.9,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",2013,NA,NA,393,"KLSPC3"
