"","X","Bed","SampleID","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population"
"119",119,"CF","HESp12",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,13.5,NA,NA,NA,59,53,64,37,45,50,"HESP12",NA,3,44,58.6666666666667,NA,"Northern"
"120",120,"MG","HESp12",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,28.5,NA,NA,NA,33,30,34,31,55,43,"HESP12",NA,3,43,32.3333333333333,NA,"Northern"
"121",121,"MG","HESp14",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,5.9,NA,NA,NA,31,36,30,34,21,15,"HESP14",NA,3,23.3333333333333,32.3333333333333,NA,"Northern"
"122",122,"MG","HESp17",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,12.3,NA,NA,NA,16,21,21,22,19,21,"HESP17",NA,3,20.6666666666667,19.3333333333333,NA,"Northern"
"123",123,"MG","HESp18",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,8.3,NA,NA,NA,35,33,31,36,29,34,"HESP18",NA,3,33,33,NA,"Northern"
"124",124,"IMS","HESp2",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,12.3,NA,NA,NA,26,20,23,32,29,26,"HESP2",NA,3,29,23,NA,"Northern"
"125",125,"MG","HESp20",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,12,NA,NA,NA,39,42,34,41,36,36,"HESP20",NA,3,37.6666666666667,38.3333333333333,NA,"Northern"
"126",126,"AB","HESp23",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,55,29,29,"HESP23",NA,3,37.6666666666667,NA,NA,"Northern"
"127",127,"IMS","HESp24",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,21.5,NA,NA,NA,29,27,24,144,62,32,"HESP24",NA,3,79.3333333333333,26.6666666666667,NA,"Northern"
"128",128,"AB","HESp26",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,20,10,19,"HESP26",NA,3,16.3333333333333,NA,NA,"Northern"
"129",129,"AB","HESp29",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,6.1,NA,NA,NA,31,32,31,35,44,29,"HESP29",NA,3,36,31.3333333333333,NA,"Northern"
"130",130,"IMS","HESp3",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,37.2,NA,NA,NA,39,31,37,42,40,38,"HESP3",NA,3,40,35.6666666666667,NA,"Northern"
"131",131,"AB","HESp30",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP30",NA,3,NA,NA,NA,"Northern"
"132",132,"IMS","HESp4",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,46,NA,NA,NA,24,20,26,31,31,25,"HESP4",NA,3,29,23.3333333333333,NA,"Northern"
"133",133,"IMS","HESp4",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,31,NA,NA,NA,63,67,71,302,202,310,"HESP4",NA,3,271.333333333333,67,NA,"Northern"
"134",134,"IMS","HESp5",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,"HESP5",NA,3,NA,NA,NA,"Northern"
"135",135,"CF","HESp6",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,17.4,NA,NA,NA,40,32,33,35,45,31,"HESP6",NA,3,37,35,NA,"Northern"
"136",136,"IMS","HESp9",2013,"Salix pulchra","Qikiqtaruk","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP9",NA,3,NA,NA,NA,"Northern"
"137",137,"SW","HESr13",2013,"Salix richardsonii","Qikiqtaruk","2016-08-11",8,11,2016,8.2,NA,NA,NA,32,25,22,35,29,12,"HESR13",NA,3,25.3333333333333,26.3333333333333,NA,"Northern"
"138",138,"IR","HESr17",2013,"Salix richardsonii","Qikiqtaruk","2016-08-11",8,11,2016,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR17",NA,3,NA,NA,NA,"Northern"
"139",139,"LB","HESr2",2013,"Salix richardsonii","Qikiqtaruk","2016-08-11",8,11,2016,4.4,NA,NA,NA,30,22,32,27,30,21,"HESR2",NA,3,26,28,NA,"Northern"
"140",140,"AC","HESr21",2013,"Salix richardsonii","Qikiqtaruk","2016-08-11",8,11,2016,22,NA,NA,NA,15,16,21,54,25,33,"HESR21",NA,3,37.3333333333333,17.3333333333333,NA,"Northern"
"141",141,"AC","HESr23",2013,"Salix richardsonii","Qikiqtaruk","2016-08-11",8,11,2016,3,NA,NA,NA,21,24,21,30,26,29,"HESR23",NA,3,28.3333333333333,22,NA,"Northern"
"142",142,"AC","HESr26",2013,"Salix richardsonii","Qikiqtaruk","2016-08-11",8,11,2016,12.5,NA,NA,NA,33,30,26,25,18,19,"HESR26",NA,3,20.6666666666667,29.6666666666667,NA,"Northern"
"143",143,"AC","HESr27",2013,"Salix richardsonii","Qikiqtaruk","2016-08-11",8,11,2016,8,NA,NA,NA,25,17,NA,65,26,49,"HESR27",NA,3,46.6666666666667,NA,NA,"Northern"
"144",144,"LB","HESr3",2013,"Salix richardsonii","Qikiqtaruk","2016-08-11",8,11,2016,5.6,NA,NA,NA,27,26,30,28,31,19,"HESR3",NA,3,26,27.6666666666667,NA,"Northern"
"145",145,"LB","HESr4",2013,"Salix richardsonii","Qikiqtaruk","2016-08-11",8,11,2016,5.2,NA,NA,NA,31,31,33,40,54,62,"HESR4",NA,3,52,31.6666666666667,NA,"Northern"
"146",146,"LB","HESr4B",2013,"Salix richardsonii","Qikiqtaruk","2016-08-11",8,11,2016,2.5,NA,NA,NA,20,18,21,16,25,NA,"HESR4B",NA,3,NA,19.6666666666667,NA,"Northern"
"147",147,"SW","HESr6",2013,"Salix richardsonii","Qikiqtaruk","2016-08-11",8,11,2016,15.3,NA,NA,NA,27,25,30,26,45,23,"HESR6",NA,3,31.3333333333333,27.3333333333333,NA,"Northern"
"148",148,"SW","HESr7",2013,"Salix richardsonii","Qikiqtaruk","2016-08-11",8,11,2016,19.5,NA,NA,NA,32,34,35,36,31,49,"HESR7",NA,3,38.6666666666667,33.6666666666667,NA,"Northern"
"149",149,"SW","HESr8",2013,"Salix richardsonii","Qikiqtaruk","2016-08-11",8,11,2016,26,NA,NA,NA,29,27,29,54,39,34,"HESR8",NA,3,42.3333333333333,28.3333333333333,NA,"Northern"
"150",150,"IMS","K15CSp1",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP1",NA,1,NA,NA,NA,"Southern"
"151",151,"IMS","K15CSp2",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP2",NA,1,NA,NA,NA,"Southern"
"152",152,"IR","K15CSp3",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP3",NA,1,NA,NA,NA,"Southern"
"153",153,"IR","K15CSp4",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP4",NA,1,NA,NA,NA,"Southern"
"154",154,"IR","K15CSp5",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP5",NA,1,NA,NA,NA,"Southern"
"155",155,"IR","K15CSp6",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP6",NA,1,NA,NA,NA,"Southern"
"156",156,"IR","K15CSp7",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP7",NA,1,NA,NA,NA,"Southern"
"157",157,"AB","K15CSp8",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP8",NA,1,NA,NA,NA,"Southern"
"158",158,"AB","K15CSp9",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP9",NA,1,NA,NA,NA,"Southern"
"159",159,"LB","K15CSr1",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR1",NA,1,NA,NA,NA,"Southern"
"160",160,"LB","K15CSr2",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR2",NA,1,NA,NA,NA,"Southern"
"161",161,"LB","K15CSr3",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR3",NA,1,NA,NA,NA,"Southern"
"162",162,"LB","K15CSr4",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR4",NA,1,NA,NA,NA,"Southern"
"163",163,"SW","K15CSr5",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR5",NA,1,NA,NA,NA,"Southern"
"164",164,"SW","K15CSr6",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR6",NA,1,NA,NA,NA,"Southern"
"165",165,"IR","K15CSr7",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR7",NA,1,NA,NA,NA,"Southern"
"166",166,"AC","K15CSr8",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR8",NA,1,NA,NA,NA,"Southern"
"167",167,"AC","K15CSr9",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR9",NA,1,NA,NA,NA,"Southern"
"168",168,"MG","K15ESp1",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP1",NA,1,NA,NA,NA,"Southern"
"169",169,"MG","K15ESp10",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP10",NA,1,NA,NA,NA,"Southern"
"170",170,"CF","K15ESp2",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP2",NA,1,NA,NA,NA,"Southern"
"171",171,"CF","K15ESp3",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP3",NA,1,NA,NA,NA,"Southern"
"172",172,"CF","K15ESp4",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP4",NA,1,NA,NA,NA,"Southern"
"173",173,"MG","K15ESp5",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP5",NA,1,NA,NA,NA,"Southern"
"174",174,"MG","K15ESp6",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP6",NA,1,NA,NA,NA,"Southern"
"175",175,"MG","K15ESp7",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP7",NA,1,NA,NA,NA,"Southern"
"176",176,"MG","K15ESp8",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP8",NA,1,NA,NA,NA,"Southern"
"177",177,"SW","K15ESr1",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESR1",NA,1,NA,NA,NA,"Southern"
"178",178,"IMS","K15PSp1",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP1",NA,1,NA,NA,NA,"Southern"
"179",179,"IMS","K15PSp1",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP1",NA,1,NA,NA,NA,"Southern"
"180",180,"IMS","K15PSp2",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP2",NA,1,NA,NA,NA,"Southern"
"181",181,"IMS","K15PSp2",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP2",NA,1,NA,NA,NA,"Southern"
"182",182,"IMS","K15PSp3",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP3",NA,1,NA,NA,NA,"Southern"
"183",183,"IMS","K15PSp3",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP3",NA,1,NA,NA,NA,"Southern"
"184",184,"IMS","K15PSp4",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP4",NA,1,NA,NA,NA,"Southern"
"185",185,"IMS","K15PSp4",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP4",NA,1,NA,NA,NA,"Southern"
"186",186,"IMS","K15PSp5",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP5",NA,1,NA,NA,NA,"Southern"
"187",187,"IMS","K15PSp5",2015,"Salix pulchra","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP5",NA,1,NA,NA,NA,"Southern"
"188",188,"LB","K15PSr1",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR1",NA,1,NA,NA,NA,"Southern"
"189",189,"IR","K15PSr10",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR10",NA,1,NA,NA,NA,"Southern"
"190",190,"IR","K15PSr11",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR11",NA,1,NA,NA,NA,"Southern"
"191",191,"IR","K15PSr12",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR12",NA,1,NA,NA,NA,"Southern"
"192",192,"AC","K15PSr13",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR13",NA,1,NA,NA,NA,"Southern"
"193",193,"AC","K15PSr14",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR14",NA,1,NA,NA,NA,"Southern"
"194",194,"AC","K15PSr15",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR15",NA,1,NA,NA,NA,"Southern"
"195",195,"LB","K15PSr2",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR2",NA,1,NA,NA,NA,"Southern"
"196",196,"LB","K15PSr3",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR3",NA,1,NA,NA,NA,"Southern"
"197",197,"LB","K15PSr4",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR4",NA,1,NA,NA,NA,"Southern"
"198",198,"LB","K15PSr5",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR5",NA,1,NA,NA,NA,"Southern"
"199",199,"IR","K15PSr6",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR6",NA,1,NA,NA,NA,"Southern"
"200",200,"IR","K15PSr7",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR7",NA,1,NA,NA,NA,"Southern"
"201",201,"IR","K15PSr8",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR8",NA,1,NA,NA,NA,"Southern"
"202",202,"IR","K15PSr9",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR9",NA,1,NA,NA,NA,"Southern"
"203",203,"LB","K15SSr1",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR1",NA,1,NA,NA,NA,"Southern"
"204",204,"AC","K15SSr10",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR10",NA,1,NA,NA,NA,"Southern"
"205",205,"LB","K15SSr2",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR2",NA,1,NA,NA,NA,"Southern"
"206",206,"LB","K15SSr3",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR3",NA,1,NA,NA,NA,"Southern"
"207",207,"LB","K15SSr4",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR4",NA,1,NA,NA,NA,"Southern"
"208",208,"SW","K15SSr5",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR5",NA,1,NA,NA,NA,"Southern"
"209",209,"SW","K15SSr6",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR6",NA,1,NA,NA,NA,"Southern"
"210",210,"SW","K15SSr7",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR7",NA,1,NA,NA,NA,"Southern"
"211",211,"SW","K15SSr8",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,2.3,NA,NA,NA,28,24,22,16,NA,NA,"K15SSR8",NA,1,NA,24.6666666666667,NA,"Southern"
"212",212,"SW","K15SSr9",2015,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR9",NA,1,NA,NA,NA,"Southern"
"213",213,"IMS","KLSPC1",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,28.3,NA,NA,NA,50,45,60,71,80,84,"KLSPC1",NA,3,78.3333333333333,51.6666666666667,NA,"Southern"
"214",214,"MG","KLSPC10",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,33,NA,NA,NA,46,48,47,43,41,28,"KLSPC10",NA,3,37.3333333333333,47,NA,"Southern"
"215",215,"AB","KLSPC13",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,35.1,NA,NA,NA,39,42,45,62,66,111,"KLSPC13",NA,3,79.6666666666667,42,NA,"Southern"
"216",216,"IMS","KLSPC2",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,18.3,NA,NA,NA,53,43,45,36,36,37,"KLSPC2",NA,3,36.3333333333333,47,NA,"Southern"
"217",217,"IMS","KLSPC3",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,24.4,NA,NA,NA,35,36,42,39,33,30,"KLSPC3",NA,3,34,37.6666666666667,NA,"Southern"
"218",218,"MG","KLSPC8",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,16.1,NA,NA,NA,74,65,75,314,317,275,"KLSPC8",NA,3,302,71.3333333333333,NA,"Southern"
"219",219,"MG","KLSPC9",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,39.5,NA,NA,NA,62,64,64,600,472,420,"KLSPC9",NA,3,497.333333333333,63.3333333333333,NA,"Southern"
"220",220,"IMS","KLSpE1",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,53.1,NA,NA,NA,72,64,65,38.4,39.1,35.4,"KLSPE1",NA,3,37.6333333333333,67,NA,"Southern"
"221",221,"CF","KLSpE10",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,28.9,NA,NA,NA,63,58,55,312,103,111,"KLSPE10",NA,3,175.333333333333,58.6666666666667,NA,"Southern"
"222",222,"MG","KLSpE11",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,35.8,NA,NA,NA,74,72,75,380,330,290,"KLSPE11",NA,3,333.333333333333,73.6666666666667,NA,"Southern"
"223",223,"MG","KLSpE12",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,42.1,NA,NA,NA,59,69,67,618,423,330,"KLSPE12",NA,3,457,65,NA,"Southern"
"224",224,"MG","KLSpE14",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,44.1,NA,NA,NA,81,85,85,391,403,331,"KLSPE14",NA,3,375,83.6666666666667,NA,"Southern"
"225",225,"MG","KLSpE15",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,15.6,NA,NA,NA,56,57,62,106,107,80,"KLSPE15",NA,3,97.6666666666667,58.3333333333333,NA,"Southern"
"226",226,"IMS","KLSpE2",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,41.3,NA,NA,NA,66,67,64,802,682,660,"KLSPE2",NA,3,714.666666666667,65.6666666666667,NA,"Southern"
"227",227,"IMS","KLSpE3",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,3.2,NA,NA,NA,30,30,26,23,9,NA,"KLSPE3",NA,3,NA,28.6666666666667,NA,"Southern"
"228",228,"IMS","KLSpE4",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,53,NA,NA,NA,79,84,76,1010,1000,980,"KLSPE4",NA,3,996.666666666667,79.6666666666667,NA,"Southern"
"229",229,"IMS","KLSpE5",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,30.1,NA,NA,NA,42,60,59,70,110,82,"KLSPE5",NA,3,87.3333333333333,53.6666666666667,NA,"Southern"
"230",230,"CF","KLSpE6",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,36.1,NA,NA,NA,81,77,83,715,715,69.8,"KLSPE6",NA,3,499.933333333333,80.3333333333333,NA,"Southern"
"231",231,"CF","KLSpE7",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,33.8,NA,NA,NA,62,61,61,313,267,378,"KLSPE7",NA,3,319.333333333333,61.3333333333333,NA,"Southern"
"232",232,"CF","KLSpE8",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,46.3,NA,NA,NA,101,81,73,842,561,382,"KLSPE8",NA,3,595,85,NA,"Southern"
"233",233,"CF","KLSpE9",2013,"Salix pulchra","Kluane","2016-08-11",8,11,2016,32.7,NA,NA,NA,87,84,81,460,384,474,"KLSPE9",NA,3,439.333333333333,84,NA,"Southern"
"234",234,"IR","KLSrC10",2013,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,53.4,NA,NA,NA,74,76,80,515,445,433,"KLSRC10",NA,3,464.333333333333,76.6666666666667,NA,"Southern"
"235",235,"AC","KLSrC11",2013,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,17,NA,NA,NA,42,46,45,107,100,94,"KLSRC11",NA,3,100.333333333333,44.3333333333333,NA,"Southern"
"236",236,"AC","KLSrC13",2013,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,47.3,NA,NA,NA,67,78,84,31,44.4,43.8,"KLSRC13",NA,3,39.7333333333333,76.3333333333333,NA,"Southern"
"237",237,"LB","KLSrC2",2013,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,56.9,NA,NA,NA,67,71,89,603,392,382,"KLSRC2",NA,3,459,75.6666666666667,NA,"Southern"
"238",238,"IR","KLSrC6",2013,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,46.1,NA,NA,NA,55,54,61,285,340,295,"KLSRC6",NA,3,306.666666666667,56.6666666666667,NA,"Southern"
"239",239,"IR","KLSrC7",2013,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,71,NA,NA,NA,66,61,62,515,412,475,"KLSRC7",NA,3,467.333333333333,63,NA,"Southern"
"240",240,"SW","KLSrE10",2013,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,71,NA,NA,NA,60,63,61,437,445,411,"KLSRE10",NA,3,431,61.3333333333333,NA,"Southern"
"241",241,"IR","KLSrE11",2013,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,40.8,NA,NA,NA,54,51,56,421,290,348,"KLSRE11",NA,3,353,53.6666666666667,NA,"Southern"
"242",242,"IR","KLSrE13",2013,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,62.9,NA,NA,NA,61,59,61,606,556,589,"KLSRE13",NA,3,583.666666666667,60.3333333333333,NA,"Southern"
"243",243,"IR","KLSrE14",2013,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,29.1,NA,NA,NA,70,70,61,210,137,119,"KLSRE14",NA,3,155.333333333333,67,NA,"Southern"
"244",244,"IR","KLSrE15",2013,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,66.1,NA,NA,NA,66,69,69,518,418,375,"KLSRE15",NA,3,437,68,NA,"Southern"
"245",245,"LB","KLSrE4",2013,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,75.1,NA,NA,NA,70,70,67,509,654,686,"KLSRE4",NA,3,616.333333333333,69,NA,"Southern"
"246",246,"SW","KLSrE6",2013,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,23.4,NA,NA,NA,49,46,48,128,130,122,"KLSRE6",NA,3,126.666666666667,47.6666666666667,NA,"Southern"
"247",247,"SW","KLSrE7",2013,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,52.8,NA,NA,NA,47,41,50,546,320,120,"KLSRE7",NA,3,328.666666666667,46,NA,"Southern"
"248",248,"SW","KLSrE9",2013,"Salix richardsonii","Kluane","2016-08-11",8,11,2016,54.4,NA,NA,NA,75,80,85,524,142,14.6,"KLSRE9",NA,3,226.866666666667,80,NA,"Southern"
