"","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","mean_stem_elong","mean_leaf_length","mean_width","population","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter","Sample_ID","July_2023_notes","Sample_age"
"3038","JG",2017,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,15.5,51,41,13,29,37,35,320,100,110,"PC17SP8",32410.5,176.6666667,33.66666667,46,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3039","JG",2017,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,15,21,19.5,12,31,26,29,17,30,37,"PC17SP9",6142.5,28,28.66666667,20.25,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3040","JG",2017,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,6.5,19.5,14,18,32,21,31,17,12,13,"PC17SP10",1774.5,14,28,16.75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3041","JG",2018,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,3,2.9,3,4,11,16,16,8,NA,NA,"H18SP18",26.1,NA,14.33333333,2.95,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3042","JG",2018,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,26,45,31,12,50,41,38,130,150,200,"KP18SP4",36270,160,43,38,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3043","JG",2018,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,13,8,7.5,12,28,25,33,15,12,12,"KP18SP3",780,13,28.66666667,7.75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3044","JG",2018,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,68,66,61,22,41,44,43,375,420,460,"KP18SP2",273768,418.3333333,42.66666667,63.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3045","JG",2018,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,27,49,42,17,48,41,21,102,83,50,"KP18SP1",55566,78.33333333,36.66666667,45.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3046","JG",2018,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,9,7,6.5,4,31,14,24,10,7,NA,"H18SP16",409.5,NA,23,6.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3047","JG",2016,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,18,61,33,20,28,21,24,74,37,16,"KP16SP59",36234,42.33333333,24.33333333,47,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3048","JG",2016,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,20,31,30,25,25,25,23,63,47,25,"KP16SP60",18600,45,24.33333333,30.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3049","MG",2015,"Salix pulchra","Common_garden","2022-07-23",7,23,2022,3.5,7.5,5.3,6,17,19,20,23,10,9,"H15SP23",139.125,14,18.66666667,6.4,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3050","MG",2015,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,9.2,7.8,6.5,7,19,17,12,8,3,NA,"H15SP24",466.44,NA,16,7.15,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3051","MG",2013,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,18,27,25,13,31,28,22,16,12,29,"HESP11",12150,19,27,26,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3052","MG",2013,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,20,32,27,13,30,22,23,10,6,20,"HESP12",17280,12,25,29.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3053","MG",2013,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,20,32,27,13,30,22,23,10,6,20,"HESP12",17280,12,25,29.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3054","MG",2013,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,5,6.5,6.5,3,17.5,23,13,6,7.5,3,"HESP14",211.25,5.5,17.83333333,6.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3055","MG",2013,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,4,4.5,2.5,11,21,22,27,5,8,15,"HESP20",45,9.333333333,23.33333333,3.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3056","MG",2013,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,9,24,18,22,46,34,50,24,45,71,"KLSPC8",3888,46.66666667,43.33333333,21,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3057","MG",2013,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,21,44,32,13,35,21,44,7,17,66,"KLSPC9",29568,30,33.33333333,38,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3058","MG",2013,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE11",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3059","MG",2013,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,38,96,63,45,31,38,48,260,220,20,"KLSPE12",229824,166.6666667,39,79.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3060","MG",2013,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,54,85,72,16,72,64,73,230,300,450,"KLSPE14",330480,326.6666667,69.66666667,78.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3061","MG",2013,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE15",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3062","MG",2013,"Salix pulchra","Common_garden","2022-07-23",7,23,2022,5,9,6.5,9,11,12,14,5,5,2,"HESP17",292.5,4,12.33333333,7.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3063","MG",2018,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,2.5,3.5,2.5,6,10,11,22,8,2,7,"H18SP24",21.875,5.666666667,14.33333333,3,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3064","MG",2013,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPC10",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3065","MG",2016,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP47",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3066","MG",2018,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SP6",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3067","MG",2018,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SP5",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3068","MG",2018,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP25",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3069","MG",2018,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP21",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3070","IR",2013,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,110,160,122,87,45,50,53,57,98,30,"KLSRC10",2147200,61.66666667,49.33333333,141,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3071","IR",2013,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,94,135,83,53,40,41,42,93,36,55,"KLSRC6",1053270,61.33333333,41,109,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3072","IR",2013,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,96,150,165,67,45,53,55,36,27,46,"KLSRE11",2376000,36.33333333,51,157.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3073","IR",2013,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,105,138,98,53,36,42,35,39,45,55,"KLSRE13",1420020,46.33333333,37.66666667,118,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3074","IR",2013,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,25,95,43,33,37,36,49,16,18,13,"KLSRE14",102125,15.66666667,40.66666667,69,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3075","IR",2013,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,78,156,70,41,50,40,42,120,150,200,"KLSRE15",851760,156.6666667,44,113,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3076","IR",2016,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR26",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3077","IR",2016,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,32,33,28,20,32,33,34,42,36,21,"KP16SR27",29568,33,33,30.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3078","IR",2017,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,8,12,17.1,12,25,21,22,5,17,NA,"H17SR18",1641.6,NA,22.66666667,14.55,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3079","IR",2017,"Salix richardsonii","Common_garden","2022-07-23",7,23,2022,5.5,11.5,7.4,11,17,15,18,12,33,20,"H17SR19",468.05,21.66666667,16.66666667,9.45,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3080","IR",2017,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,7.5,13,5,9,24,25,29,11,9,NA,"PC17SR12",487.5,NA,26,9,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3081","IR",2017,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,14,20,15,16,26,29,21,16,20,8,"PC17SR13",4200,14.66666667,25.33333333,17.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3082","IR",2013,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC7",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3083","IR",2018,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR17",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3084","IR",2018,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR20",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3085","SAB",2016,"Salix arctica","Common_garden","2022-08-17",8,17,2022,5,16.5,19,10,19,21,21,9,8,24,"HE16SA14",1567.5,13.66666667,20.33333333,17.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3086","SAB",2016,"Salix arctica","Common_garden","2022-08-17",8,17,2022,2.5,8.5,7.5,6,20,25,22,5,8,4,"HE16SA6",159.375,5.666666667,22.33333333,8,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3087","SAB",2016,"Salix arctica","Common_garden","2022-08-17",8,17,2022,3.5,20,14,10,35,26,29,16,16,25,"HE16SA7",980,19,30,17,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3088","SAB",2016,"Salix arctica","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA8",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3089","SAB",2016,"Salix arctica","Common_garden","2022-08-17",8,17,2022,5.5,11,9.5,7,22,30,28,8,6,NA,"KP16SA6",574.75,NA,26.66666667,10.25,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3090","SAB",2017,"Salix arctica","Common_garden","2022-08-17",8,17,2022,2,9,10,7,35,32,23,9,12,NA,"H17SA12",180,NA,30,9.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3091","SAB",2017,"Salix arctica","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA13",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3092","SAB",2017,"Salix arctica","Common_garden","2022-08-17",8,17,2022,7,18.5,14,9,38,31,34,13,27,25,"H17SA15",1813,21.66666667,34.33333333,16.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3093","SAB",2017,"Salix arctica","Common_garden","2022-08-17",8,17,2022,5.5,19,19.5,10,42,33,33,9,17,24,"KP17SA6",2037.75,16.66666667,36,19.25,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3094","SAB",2018,"Salix arctica","Common_garden","2022-08-17",8,17,2022,4,9.5,7.5,9,25,35,27,12,11,7,"H18SA1",285,10,29,8.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3095","SAB",2018,"Salix arctica","Common_garden","2022-08-17",8,17,2022,5,14.5,13.5,8,30,39,22,18,16,12,"H18SA8",978.75,15.33333333,30.33333333,14,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3096","SAB",2018,"Salix arctica","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA7",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3097","SAB",2016,"Salix arctica","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA15",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3098","SAB",2016,"Salix arctica","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA13",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3099","AC",2015,"Salix richardsonii","Common_garden","2022-07-23",7,23,2022,6.4,9,6.5,5,26,20,21,11,16,20,"H15SR29",374.4,15.66666667,22.33333333,7.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3100","AC",2013,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,7,8,8.5,5,19,17,25,15,13,24,"HESR23",476,17.33333333,20.33333333,8.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3101","AC",2013,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR26",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3102","AC",2013,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,75,150,128,110,50,49,76,50,70,170,"KLSRC13",1440000,96.66666667,58.33333333,139,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3103","AC",2017,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,9.5,14,11,12,36,32,31,60,16,21,"H17SR24",1463,32.33333333,33,12.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3104","AC",2017,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR25",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3105","AC",2018,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR25",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3106","AB",2015,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,9,14,10,15,19,18,23,14,13,19,"H15SP25",1260,15.33333333,20,12,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3107","AB",2016,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,32,71,64,20,48,44,51,260,110,340,"PC16CESP7",145408,236.6666667,47.66666667,67.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3108","AB",2015,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,6.5,18,16.5,15,16,18,18,11,7.5,4,"H15SP27",1930.5,7.5,17.33333333,17.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3109","AB",2015,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP29",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3110","AB",2013,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,12,19,16,18,20,26,21,18,17,19,"HESP29",3648,18,22.33333333,17.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3111","AB",2013,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,36,108,97,31,47,42,41,70,9,27,"KLSPC13",377136,35.33333333,43.33333333,102.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3112","AB",2016,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,33,65,44,35,35,33,45,20,50,145,"KP16SP33",94380,71.66666667,37.66666667,54.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3113","AB",2017,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,4.5,11,9.9,9,20,19,23,11,18,18,"H17SP18",490.05,15.66666667,20.66666667,10.45,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3114","AB",2017,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,5.5,4,4,9.5,20,23,17,9,9,7,"H17SP15",88,8.333333333,20,4,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3115","AB",2017,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,4,8,7,9,18,21,19,11,7,13,"H17SP14",224,10.33333333,19.33333333,7.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3116","AB",2017,"Salix pulchra","Common_garden","2022-07-23",7,23,2022,11,12.5,12,8,19,20,22,37,18,26,"H17SP13",1650,27,20.33333333,12.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3117","AB",2017,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,7.5,12,10,9,20,13,16,12,6,7,"H17SP10",900,8.333333333,16.33333333,11,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3118","AB",2017,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,5,15.5,14,7,15,16,17,9,4,5,"H17SP12",1085,6,16,14.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3119","AB",2017,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,31,33,20,15,38,43,40,48,35,64,"KP17SP12",20460,49,40.33333333,26.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3120","AB",2017,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,9.5,23,19,18,39,24,31,58,22,45,"KP17SP9",4151.5,41.66666667,31.33333333,21,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3121","AB",2017,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,29,57,58,23,74,64,31,320,250,370,"PP17SP15",95874,313.3333333,56.33333333,57.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3122","AB",2017,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP17SP12",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3123","AB",2017,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP17SP13",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3124","AB",2018,"Salix pulchra","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP29",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3125","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,3,30.5,34,13,37,21,24,45,50,26,"H15SA10",3111,40.33333333,27.33333333,32.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3126","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,1,2,3.5,8,20,10,NA,NA,NA,NA,"H15SA11",7,NA,NA,2.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3127","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,4,19,17,7,34,32,28,37,14,12,"H15SA12",1292,21,31.33333333,18,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3128","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,2.5,11,10,7,21,22,25,20,9,9,"H15SA14",275,12.66666667,22.66666667,10.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3129","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,4.5,16,19,8,25,19,52,12,5,25,"H15SA3",1368,14,32,17.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3130","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,4,19,13,10,20,21,36,22,19,7,"H15SA7",988,16,25.66666667,16,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3131","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA9",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3132","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,4,16,11,6,22,23,36,7,3,6,"K15PSA10",704,5.333333333,27,13.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3133","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,8,32,21,12,55,58,49,32,39,46,"K15PSA11",5376,39,54,26.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3134","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,7,29,27,13,46,39,34,19,9,18,"K15PSA12",5481,15.33333333,39.66666667,28,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3135","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,4,23,19,12,37,41,38,28,30,15,"K15PSA2",1748,24.33333333,38.66666667,21,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3136","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,7.9,32.5,28,9,44,53,42,30,20,22,"K15PSA6",7189,24,46.33333333,30.25,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3137","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,6,49,48,20,49,56,40,21,17,21,"K15PSA7",14112,19.66666667,48.33333333,48.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3138","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,4.5,25,26,9,41,40,32,20,16,19,"K15PSA8",2925,18.33333333,37.66666667,25.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3139","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,8,35.5,36,12,31,26,38,15,13,7,"K15PSA9",10224,11.66666667,31.66666667,35.75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3140","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,2.9,7,6,5,24,26,16,9,3,NA,"H15SA20",121.8,NA,22,6.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3141","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,4.5,19,17,11,26,30,24,27,31,39,"H15SA19",1453.5,32.33333333,26.66666667,18,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3142","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,3,7.5,4.5,6,15,18,12,8,NA,NA,"H15SA18",101.25,NA,15,6,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3143","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,15.2,17,21,12,40,33,37,20,16,20,"K15PSA15",5426.4,18.66666667,36.66666667,19,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3144","JB",2017,"Salix arctica","Common_garden","2022-08-17",8,17,2022,3,18,11.5,10,23,30,30,9,35,24,"H17SA17",621,22.66666667,27.66666667,14.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3145","JB",2017,"Salix arctica","Common_garden","2022-08-17",8,17,2022,5,23,20,7,36,42,39,12,8,10,"KP17SA9",2300,10,39,21.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3146","JB",2017,"Salix arctica","Common_garden","2022-08-17",8,17,2022,10,47,25,16,49,32,36,40,28,26,"H17SA18",11750,31.33333333,39,36,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3147","JB",2017,"Salix arctica","Common_garden","2022-08-17",8,17,2022,2.5,40,39,12,39,33,50,54,46,23,"H17SA20",3900,41,40.66666667,39.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3148","JB",2015,"Salix arctica","Common_garden","2022-08-17",8,17,2022,2,9.5,6,9,23,24,16,19,22,8,"H15SA15",114,16.33333333,21,7.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3149","JB",2018,"Salix arctica","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA12",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
