Sample_ID,Sample_Date,Year,Height,LL1,LL2,LL3,SE1,SE2,SE3,Fresh_mass,Dry_mass,LA,LDMC,SLA,Notes
KP16SR5,02/08/2017,2017,,,,,,,,,,,,,
H15Sr6,02/08/2017,2017,,,,,,,,,,,,,
K15CSr3,02/08/2017,2017,,,,,,,,,,,,,
KP16SR44,02/08/2017,2017,,,,,,,,,,,,,
K15PSr5,02/08/2017,2017,,,,,,,,,,,,,
H15Sr7,02/08/2017,2017,,,,,,,,,,,,,
K15SSr4,02/08/2017,2017,,,,,,,,,,,,,
K15CSr4,02/08/2017,2017,,,,,,,,,,,,,
H15Sr11,02/08/2017,2017,,,,,,,,,,,,,
KP16SR45,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSp8,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSp10,02/08/2017,2017,,,,,,,,,,,,,
KP16Sp21,02/08/2017,2017,,,,,,,,,,,,,
KP16Sp22,02/08/2017,2017,,,,,,,,,,,,,
KP16Sp23,02/08/2017,2017,,,,,,,,,,,,,
KP16Sp25,02/08/2017,2017,,,,,,,,,,,,,
HE16SP6,02/08/2017,2017,,,,,,,,,,,,,
HE16SP7,02/08/2017,2017,,,,,,,,,,,,,
HE16SP8,02/08/2017,2017,,,,,,,,,,,,,
HE16SP9,02/08/2017,2017,,,,,,,,,,,,,
HE16SP10,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSp2,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSp3,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSp4,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSp5,02/08/2017,2017,,,,,,,,,,,,,
KP16SP11,02/08/2017,2017,,,,,,,,,,,,,
KP16SP12,02/08/2017,2017,,,,,,,,,,,,,
KP16SP13,02/08/2017,2017,,,,,,,,,,,,,
KP16SP14,02/08/2017,2017,,,,,,,,,,,,,
KP16SP15,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSp6,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSp7,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSp9,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSp10,02/08/2017,2017,,,,,,,,,,,,,
HE16SP12,02/08/2017,2017,,,,,,,,,,,,,
HE16SP13,02/08/2017,2017,,,,,,,,,,,,,
HE16SP14,02/08/2017,2017,,,,,,,,,,,,,
HE16SR16,02/08/2017,2017,,,,,,,,,,,,,
HE16SR17,02/08/2017,2017,,,,,,,,,,,,,
HE16SR18,02/08/2017,2017,,,,,,,,,,,,,
HE16SR19,02/08/2017,2017,,,,,,,,,,,,,
HE16SR20,02/08/2017,2017,,,,,,,,,,,,,
KP16SR6,02/08/2017,2017,,,,,,,,,,,,,
KP16SR7,02/08/2017,2017,,,,,,,,,,,,,
KP16SR8,02/08/2017,2017,,,,,,,,,,,,,
KP16SR9,02/08/2017,2017,,,,,,,,,,,,,
KP16SR10,02/08/2017,2017,,,,,,,,,,,,,
KP16Sr38,02/08/2017,2017,,,,,,,,,,,,,
KP16Sr39,02/08/2017,2017,,,,,,,,,,,,,
KP16Sr40,02/08/2017,2017,,,,,,,,,,,,,
PC16CESr1,02/08/2017,2017,,,,,,,,,,,,,
PC16CESr2,02/08/2017,2017,,,,,,,,,,,,,
PC16CESr3,02/08/2017,2017,,,,,,,,,,,,,
PC16CESr4,02/08/2017,2017,,,,,,,,,,,,,
PC16CESr5,02/08/2017,2017,,,,,,,,,,,,,
HE16SR21,02/08/2017,2017,,,,,,,,,,,,,
HE16SR22,02/08/2017,2017,,,,,,,,,,,,,
HE16SR24,02/08/2017,2017,,,,,,,,,,,,,
HE16SR25,02/08/2017,2017,,,,,,,,,,,,,
PP16TSR1,02/08/2017,2017,,,,,,,,,,,,,
PP16TSR2,02/08/2017,2017,,,,,,,,,,,,,
PP16TSR3,02/08/2017,2017,,,,,,,,,,,,,
PP16TSR4,02/08/2017,2017,,,,,,,,,,,,,
PP16TSR5,02/08/2017,2017,,,,,,,,,,,,,
KP16SR54,02/08/2017,2017,,,,,,,,,,,,,
KP16SR55,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSr6,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSr7,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSr8,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSr9,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSr10,02/08/2017,2017,,,,,,,,,,,,,
H15Sr12,02/08/2017,2017,,,,,,,,,,,,,Dead
H15Sr17,02/08/2017,2017,,,,,,,,,,,,,
K15SSr5,02/08/2017,2017,,,,,,,,,,,,,
H15Sr18,02/08/2017,2017,,,,,,,,,,,,,
K15SSr6,02/08/2017,2017,,,,,,,,,,,,,
H15Sr14,02/08/2017,2017,,,,,,,,,,,,,
K15ESr1,02/08/2017,2017,,,,,,,,,,,,,
K15SSr7,02/08/2017,2017,,,,,,,,,,,,,
H15Sr15,02/08/2017,2017,,,,,,,,,,,,,
K15CSr5,02/08/2017,2017,,,,,,,,,,,,,
H15Sr16,02/08/2017,2017,,,,,,,,,,,,,
K15CSr6,02/08/2017,2017,,,,,,,,,,,,,
K15SSr9,02/08/2017,2017,,,,,,,,,,,,,
KP16SP53,02/08/2017,2017,,,,,,,,,,,,,
KP16SP54,02/08/2017,2017,,,,,,,,,,,,,
KP16SP42,02/08/2017,2017,,,,,,,,,,,,,
KP16SP1,02/08/2017,2017,,,,,,,,,,,,,
KP16SP2,02/08/2017,2017,,,,,,,,,,,,,
KP16SP44,02/08/2017,2017,,,,,,,,,,,,,
KP16SP3,02/08/2017,2017,,,,,,,,,,,,,
HER-SP 9,02/08/2017,2017,,,,,,,,,,,,,
KP16SP4,02/08/2017,2017,,,,,,,,,,,,,
H15Sp16,02/08/2017,2017,,,,,,,,,,,,,
KP16SP5,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa1,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa2,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa3,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa4,02/08/2017,2017,,,,,,,,,,,,,
PP16MSa2,02/08/2017,2017,,,,,,,,,,,,,
PP16MSa3,02/08/2017,2017,,,,,,,,,,,,,
PP16MSa4,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSa1,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSa2,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSa3,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSa4,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSa5,02/08/2017,2017,,,,,,,,,,,,,
HE16Sa1,02/08/2017,2017,,,,,,,,,,,,,
HE16Sa2,02/08/2017,2017,,,,,,,,,,,,,
HE16Sa4,02/08/2017,2017,,,,,,,,,,,,,
HE16Sa5,02/08/2017,2017,,,,,,,,,,,,,
PC16CESa1,02/08/2017,2017,,,,,,,,,,,,,
PC16CESa3,02/08/2017,2017,,,,,,,,,,,,,
PC16CESa4,02/08/2017,2017,,,,,,,,,,,,,
PC16CESa5,02/08/2017,2017,,,,,,,,,,,,,
K15PBG17,02/08/2017,2017,,,,,,,,,,,,,
H15BN13,02/08/2017,2017,,,,,,,,,,,,,
KP16BN1,02/08/2017,2017,,,,,,,,,,,,,
KP16BN2,02/08/2017,2017,,,,,,,,,,,,,
KP16BN3,02/08/2017,2017,,,,,,,,,,,,,
K15PBg12,02/08/2017,2017,,,,,,,,,,,,,
K15PBg4,02/08/2017,2017,,,,,,,,,,,,,
H15Bn11,02/08/2017,2017,,,,,,,,,,,,,
H15Bn2,02/08/2017,2017,,,,,,,,,,,,,
H15Bn30,02/08/2017,2017,,,,,,,,,,,,,
HE16SP18,02/08/2017,2017,,,,,,,,,,,,,
HE16SP20,02/08/2017,2017,,,,,,,,,,,,,
KP16SP58,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSp1,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSp2,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSp3,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSp4,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSp5,02/08/2017,2017,,,,,,,,,,,,,
HE16SP21,02/08/2017,2017,,,,,,,,,,,,,
HE16SP22,02/08/2017,2017,,,,,,,,,,,,,
HE16SP23,02/08/2017,2017,,,,,,,,,,,,,
HE16SP24,02/08/2017,2017,,,,,,,,,,,,,
HE16SP25,02/08/2017,2017,,,,,,,,,,,,,
KP16SP16,02/08/2017,2017,,,,,,,,,,,,,
KP16SP17,02/08/2017,2017,,,,,,,,,,,,,
KP16SP18,02/08/2017,2017,,,,,,,,,,,,,
KP16SP19,02/08/2017,2017,,,,,,,,,,,,,
KP16SP20,02/08/2017,2017,,,,,,,,,,,,,
HE16SP26,02/08/2017,2017,,,,,,,,,,,,,
HE16SP27,02/08/2017,2017,,,,,,,,,,,,,
HE16SP28,02/08/2017,2017,,,,,,,,,,,,,
HE16SP29,02/08/2017,2017,,,,,,,,,,,,,
HE16SP30,02/08/2017,2017,,,,,,,,,,,,,
KP16Sp36,02/08/2017,2017,,,,,,,,,,,,,
KP16Sp37,02/08/2017,2017,,,,,,,,,,,,,
KP16Sp38,02/08/2017,2017,,,,,,,,,,,,,
KP16Sp40,02/08/2017,2017,,,,,,,,,,,,,
PP16TSp6,02/08/2017,2017,,,,,,,,,,,,,
PP16TSp8,02/08/2017,2017,,,,,,,,,,,,,
PP16TSp9,02/08/2017,2017,,,,,,,,,,,,,
PP16TSp10,02/08/2017,2017,,,,,,,,,,,,,
K15PSp6,02/08/2017,2017,,,,,,,,,,,,,
K15PSp7,02/08/2017,2017,,,,,,,,,,,,,
K15PSp8,02/08/2017,2017,,,,,,,,,,,,,
K15PSp9,02/08/2017,2017,,,,,,,,,,,,,
K15PSp10,02/08/2017,2017,,,,,,,,,,,,,
KP16SP47,02/08/2017,2017,,,,,,,,,,,,,
H15Sp21,02/08/2017,2017,,,,,,,,,,,,,
K15ESp10,02/08/2017,2017,,,,,,,,,,,,,
K15ESp6,02/08/2017,2017,,,,,,,,,,,,,
KP16SP48,02/08/2017,2017,,,,,,,,,,,,,
K15ESp7,02/08/2017,2017,,,,,,,,,,,,,
KPSp11,02/08/2017,2017,,,,,,,,,,,,,
K15ESp9,02/08/2017,2017,,,,,,,,,,,,,
H15Sp22,02/08/2017,2017,,,,,,,,,,,,,
K15ESp8,02/08/2017,2017,,,,,,,,,,,,,
KP16Sr28,02/08/2017,2017,,,,,,,,,,,,,
KP16Sr29,02/08/2017,2017,,,,,,,,,,,,,
KP16Sr30,02/08/2017,2017,,,,,,,,,,,,,
PC16CESr6,02/08/2017,2017,,,,,,,,,,,,,
PC16CESr7,02/08/2017,2017,,,,,,,,,,,,,
PC16CESr8,02/08/2017,2017,,,,,,,,,,,,,
PC16CESr9,02/08/2017,2017,,,,,,,,,,,,,
PC16CESr10,02/08/2017,2017,,,,,,,,,,,,,
K15PSr6,02/08/2017,2017,,,,,,,,,,,,,
H15Sr21,02/08/2017,2017,,,,,,,,,,,,,
HE16SR1,02/08/2017,2017,,,,,,,,,,,,,
KP16SR46,02/08/2017,2017,,,,,,,,,,,,,
K15PSr7,02/08/2017,2017,,,,,,,,,,,,,
HE-SR 17,02/08/2017,2017,,,,,,,,,,,,,
K15CSr7,02/08/2017,2017,,,,,,,,,,,,,
HE16SR2,02/08/2017,2017,,,,,,,,,,,,,
KP16SR47,02/08/2017,2017,,,,,,,,,,,,,
K15PSr8,02/08/2017,2017,,,,,,,,,,,,,
H15Sr22,02/08/2017,2017,,,,,,,,,,,,,
K15PSr11,02/08/2017,2017,,,,,,,,,,,,,
HE16SR3,02/08/2017,2017,,,,,,,,,,,,,
KP16SR48,02/08/2017,2017,,,,,,,,,,,,,
K15PSr9,02/08/2017,2017,,,,,,,,,,,,,
H15Sr23,02/08/2017,2017,,,,,,,,,,,,,
K15PSr12,02/08/2017,2017,,,,,,,,,,,,,
HE16SR4,02/08/2017,2017,,,,,,,,,,,,,
KP16SR49,02/08/2017,2017,,,,,,,,,,,,,
K15PSr10,02/08/2017,2017,,,,,,,,,,,,,
H15Sr24,02/08/2017,2017,,,,,,,,,,,,,
HE16SR5,02/08/2017,2017,,,,,,,,,,,,,
KP16SR50,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa11,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa12,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa13,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa14,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa15,02/08/2017,2017,,,,,,,,,,,,,
HE16SA9,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSa1,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSa2,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSa3,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSa4,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSa5,02/08/2017,2017,,,,,,,,,,,,,
HE16SA11,02/08/2017,2017,,,,,,,,,,,,,
HE16SA12,02/08/2017,2017,,,,,,,,,,,,,
HE16SA13,02/08/2017,2017,,,,,,,,,,,,,
HE16SA15,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa16,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa17,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa18,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa19,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa20,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa7,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa8,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa9,02/08/2017,2017,,,,,,,,,,,,,
KP16Sa10,02/08/2017,2017,,,,,,,,,,,,,
HE16SA16,02/08/2017,2017,,,,,,,,,,,,,
HE16SA17,02/08/2017,2017,,,,,,,,,,,,,
HE16SA18,02/08/2017,2017,,,,,,,,,,,,,
HE16SA19,02/08/2017,2017,,,,,,,,,,,,,
HE16SA20,02/08/2017,2017,,,,,,,,,,,,,
PP16TSr6,02/08/2017,2017,,,,,,,,,,,,,
PP16TSr7,02/08/2017,2017,,,,,,,,,,,,,
PP16TSr8,02/08/2017,2017,,,,,,,,,,,,,
PP16TSr9,02/08/2017,2017,,,,,,,,,,,,,
PP16TSr10,02/08/2017,2017,,,,,,,,,,,,,
HE16SR6,02/08/2017,2017,,,,,,,,,,,,,
HE16SR7,02/08/2017,2017,,,,,,,,,,,,,
HE16SR8,02/08/2017,2017,,,,,,,,,,,,,
HE16SR9,02/08/2017,2017,,,,,,,,,,,,,
HE16SR10,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSr6,02/08/2017,2017,,,,,,,,,,,,,
KP16Sr31,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSr7,02/08/2017,2017,,,,,,,,,,,,,
H15Sr25,02/08/2017,2017,,,,,,,,,,,,,
K15PSR13,02/08/2017,2017,,,,,,,,,,,,,
KP16Sr32,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSr8,02/08/2017,2017,,,,,,,,,,,,,
H15Sr28,02/08/2017,2017,,,,,,,,,,,,,
KP16Sr33,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSr9,02/08/2017,2017,,,,,,,,,,,,,
H15Sr26,02/08/2017,2017,,,,,,,,,,,,,
K15PSR14,02/08/2017,2017,,,,,,,,,,,,,
KP16Sr34,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSr10,02/08/2017,2017,,,,,,,,,,,,,
H15Sr27,02/08/2017,2017,,,,,,,,,,,,,
H15SR30,02/08/2017,2017,,,,,,,,,,,,,
K15PSR15,02/08/2017,2017,,,,,,,,,,,,,
KP16Sr35,02/08/2017,2017,,,,,,,,,,,,,
PP16TSP1,02/08/2017,2017,,,,,,,,,,,,,
PP16TSP2,02/08/2017,2017,,,,,,,,,,,,,
PP16TSP3,02/08/2017,2017,,,,,,,,,,,,,
PP16TSP4,02/08/2017,2017,,,,,,,,,,,,,
PP16TSP5,02/08/2017,2017,,,,,,,,,,,,,
KP16SP49,02/08/2017,2017,,,,,,,,,,,,,
HER-SP 26,02/08/2017,2017,,,,,,,,,,,,,
HER-SP 30,02/08/2017,2017,,,,,,,,,,,,,
KP16SP50,02/08/2017,2017,,,,,,,,,,,,,
PC16CESp6,02/08/2017,2017,,,,,,,,,,,,,
KP16Sp31,02/08/2017,2017,,,,,,,,,,,,,
KPSP12,02/08/2017,2017,,,,,,,,,,,,,
KP16SP6,02/08/2017,2017,,,,,,,,,,,,,
HE16SP1,02/08/2017,2017,,,,,,,,,,,,,
H15SP28,02/08/2017,2017,,,,,,,,,,,,,
KP16Sp32,02/08/2017,2017,,,,,,,,,,,,,
KPSP13,02/08/2017,2017,,,,,,,,,,,,,
KP16SP7,02/08/2017,2017,,,,,,,,,,,,,
HE16SP2,02/08/2017,2017,,,,,,,,,,,,,
PC16CESp8,02/08/2017,2017,,,,,,,,,,,,,
KP16SP8,02/08/2017,2017,,,,,,,,,,,,,
HE16SP3,02/08/2017,2017,,,,,,,,,,,,,
PC16CESp9,02/08/2017,2017,,,,,,,,,,,,,
KPSP14,02/08/2017,2017,,,,,,,,,,,,,
KP16SP9,02/08/2017,2017,,,,,,,,,,,,,
HE16SP4,02/08/2017,2017,,,,,,,,,,,,,
PC16CESp10,02/08/2017,2017,,,,,,,,,,,,,
H15SP30,02/08/2017,2017,,,,,,,,,,,,,
KP16Sp35,02/08/2017,2017,,,,,,,,,,,,,
KPSP15,02/08/2017,2017,,,,,,,,,,,,,
KP16SP10,02/08/2017,2017,,,,,,,,,,,,,
HE16SP5,02/08/2017,2017,,,,,,,,,,,,,
H15Sa1,02/08/2017,2017,,,,,,,,,,,,,
H15Sa2,02/08/2017,2017,,,,,,,,,,,,,
H15Sa4,02/08/2017,2017,,,,,,,,,,,,,
K15PSa1,02/08/2017,2017,,,,,,,,,,,,,
K15PSa3,02/08/2017,2017,,,,,,,,,,,,,
K15PSa4,02/08/2017,2017,,,,,,,,,,,,,
K15PSa5,02/08/2017,2017,,,,,,,,,,,,,
H15Sa6,02/08/2017,2017,,,,,,,,,,,,,
H15Sa8,02/08/2017,2017,,,,,,,,,,,,,
H15Sa13,02/08/2017,2017,,,,,,,,,,,,,
K15PSa14,02/08/2017,2017,,,,,,,,,,,,,
H15Sa16,02/08/2017,2017,,,,,,,,,,,,,
H15Sa17,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSr1,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSr2,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSr3,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSr4,02/08/2017,2017,,,,,,,,,,,,,
PC16PVSr5,02/08/2017,2017,,,,,,,,,,,,,
KP16SR56,02/08/2017,2017,,,,,,,,,,,,,
KP16SR59,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSr1,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSr2,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSr3,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSr4,02/08/2017,2017,,,,,,,,,,,,,
PC16CWSr5,02/08/2017,2017,,,,,,,,,,,,,
KP16SR11,02/08/2017,2017,,,,,,,,,,,,,
KP16SR12,02/08/2017,2017,,,,,,,,,,,,,
KP16SR13,02/08/2017,2017,,,,,,,,,,,,,
KP16SR14,02/08/2017,2017,,,,,,,,,,,,,
KP16SR15,02/08/2017,2017,,,,,,,,,,,,,
HE16Sr11,02/08/2017,2017,,,,,,,,,,,,,
HE16Sr12,02/08/2017,2017,,,,,,,,,,,,,
HE16Sr13,02/08/2017,2017,,,,,,,,,,,,,
HE16Sr14,02/08/2017,2017,,,,,,,,,,,,,
HE16Sr15,02/08/2017,2017,,,,,,,,,,,,,
HE16Sr26,02/08/2017,2017,,,,,,,,,,,,,
HE16Sr27,02/08/2017,2017,,,,,,,,,,,,,
HE16Sr28,02/08/2017,2017,,,,,,,,,,,,,
HE16Sr29,02/08/2017,2017,,,,,,,,,,,,,
HE16Sr30,02/08/2017,2017,,,,,,,,,,,,,
KP16SR16,02/08/2017,2017,,,,,,,,,,,,,
KP16SR17,02/08/2017,2017,,,,,,,,,,,,,
KP16SR18,02/08/2017,2017,,,,,,,,,,,,,
KP16SR20,02/08/2017,2017,,,,,,,,,,,,,
KP16Sp26,13/08/2017,2017,,,,,,,,,,,,,
H15Sp4,13/08/2017,2017,,,,,,,,,,,,,
H15Sp7,13/08/2017,2017,,,,,,,,,,,,,
KP16Sp27,13/08/2017,2017,,,,,,,,,,,,,
KP16Sp28,13/08/2017,2017,,,,,,,,,,,,,
KP16Sp29,13/08/2017,2017,,,,,,,,,,,,,
K15CSp1,13/08/2017,2017,,,,,,,,,,,,,
KP16Sp30,13/08/2017,2017,,,,,,,,,,,,,
K15CSp2,13/08/2017,2017,,,,,,,,,,,,,
HER-SP 5,13/08/2017,2017,,,,,,,,,,,,,
PC16CESp1,13/08/2017,2017,,,,,,,,,,,,,
PC16CESp2,13/08/2017,2017,,,,,,,,,,,,,
PC16CESp3,13/08/2017,2017,,,,,,,,,,,,,
PC16CESp4,13/08/2017,2017,,,,,,,,,,,,,
PC16CESp5,13/08/2017,2017,,,,,,,,,,,,,
KP16Sr25,13/08/2017,2017,,,,,,,,,,,,,
KP16Sr25,13/08/2017,2017,,,,,,,,,,,,,
KP16Sr23,13/08/2017,2017,,,,,,,,,,,,,
KP16Sr22,13/08/2017,2017,,,,,,,,,,,,,
KP16Sr21,13/08/2017,2017,,,,,,,,,,,,,
KP16SR1,13/08/2017,2017,,,,,,,,,,,,,
H15Sr2,13/08/2017,2017,,,,,,,,,,,,,
H15Sr4,13/08/2017,2017,,,,,,,,,,,,,
KP16SR2,13/08/2017,2017,,,,,,,,,,,,,
K15SSr1,13/08/2017,2017,,,,,,,,,,,,,
K15CSr1,13/08/2017,2017,,,,,,,,,,,,,
H15Sr8,13/08/2017,2017,,,,,,,,,,,,,
KP16SR3,13/08/2017,2017,,,,,,,,,,,,,
K15SSr2,13/08/2017,2017,,,,,,,,,,,,,
H15Sr9,13/08/2017,2017,,,,,,,,,,,,,
KP16SR42,13/08/2017,2017,,,,,,,,,,,,,
KP16SR4,13/08/2017,2017,,,,,,,,,,,,,
K15SSr3,13/08/2017,2017,,,,,,,,,,,,,
K15CSr2,13/08/2017,2017,,,,,,,,,,,,,
H15Sr10,13/08/2017,2017,,,,,,,,,,,,,
KP16SR43,13/08/2017,2017,,,,,,,,,,,,,
KP16SR5,13/08/2017,2017,,,,,,,,,,,,,
H15Sr6,13/08/2017,2017,,,,,,,,,,,,,
K15CSr3,13/08/2017,2017,,,,,,,,,,,,,
KP16SR44,13/08/2017,2017,,,,,,,,,,,,,
K15PSr5,13/08/2017,2017,,,,,,,,,,,,,
H15Sr7,13/08/2017,2017,,,,,,,,,,,,,
K15SSr4,13/08/2017,2017,,,,,,,,,,,,,
K15CSr4,13/08/2017,2017,,,,,,,,,,,,,
H15Sr11,13/08/2017,2017,,,,,,,,,,,,,
KP16SR45,13/08/2017,2017,,,,,,,,,,,,,
PC16CWSp8,13/08/2017,2017,,,,,,,,,,,,,
PC16CWSp10,13/08/2017,2017,,,,,,,,,,,,,
KP16Sp21,13/08/2017,2017,,,,,,,,,,,,,
KP16Sp22,13/08/2017,2017,,,,,,,,,,,,,
KP16Sp23,13/08/2017,2017,,,,,,,,,,,,,
KP16Sp25,13/08/2017,2017,,,,,,,,,,,,,
HE16SP6,13/08/2017,2017,,,,,,,,,,,,,
HE16SP7,13/08/2017,2017,,,,,,,,,,,,,
HE16SP8,13/08/2017,2017,,,,,,,,,,,,,
HE16SP9,13/08/2017,2017,,,,,,,,,,,,,
HE16SP10,13/08/2017,2017,,,,,,,,,,,,,
PC16CWSp2,13/08/2017,2017,,,,,,,,,,,,,
PC16CWSp3,13/08/2017,2017,,,,,,,,,,,,,
PC16CWSp4,13/08/2017,2017,,,,,,,,,,,,,
PC16CWSp5,13/08/2017,2017,,,,,,,,,,,,,
KP16SP11,13/08/2017,2017,,,,,,,,,,,,,
KP16SP12,13/08/2017,2017,,,,,,,,,,,,,
KP16SP13,13/08/2017,2017,,,,,,,,,,,,,
KP16SP14,13/08/2017,2017,,,,,,,,,,,,,
KP16SP15,13/08/2017,2017,,,,,,,,,,,,,
PC16PVSp6,13/08/2017,2017,,,,,,,,,,,,,
PC16PVSp7,13/08/2017,2017,,,,,,,,,,,,,
PC16PVSp9,13/08/2017,2017,,,,,,,,,,,,,
PC16PVSp10,13/08/2017,2017,,,,,,,,,,,,,
HE16SP12,13/08/2017,2017,,,,,,,,,,,,,
HE16SP13,13/08/2017,2017,,,,,,,,,,,,,
HE16SP14,13/08/2017,2017,,,,,,,,,,,,,
HE16SR16,13/08/2017,2017,,,,,,,,,,,,,
HE16SR17,13/08/2017,2017,,,,,,,,,,,,,
HE16SR18,13/08/2017,2017,,,,,,,,,,,,,
HE16SR19,13/08/2017,2017,,,,,,,,,,,,,
HE16SR20,13/08/2017,2017,,,,,,,,,,,,,
KP16SR6,13/08/2017,2017,,,,,,,,,,,,,
KP16SR7,13/08/2017,2017,,,,,,,,,,,,,
KP16SR8,13/08/2017,2017,,,,,,,,,,,,,
KP16SR9,13/08/2017,2017,,,,,,,,,,,,,
KP16SR10,13/08/2017,2017,,,,,,,,,,,,,
KP16Sr38,13/08/2017,2017,,,,,,,,,,,,,
KP16Sr39,13/08/2017,2017,,,,,,,,,,,,,
KP16Sr40,13/08/2017,2017,,,,,,,,,,,,,
PC16CESr1,13/08/2017,2017,,,,,,,,,,,,,
PC16CESr2,13/08/2017,2017,,,,,,,,,,,,,
PC16CESr3,13/08/2017,2017,,,,,,,,,,,,,
PC16CESr4,13/08/2017,2017,,,,,,,,,,,,,
PC16CESr5,13/08/2017,2017,,,,,,,,,,,,,
HE16SR21,13/08/2017,2017,,,,,,,,,,,,,
HE16SR22,13/08/2017,2017,,,,,,,,,,,,,
HE16SR24,13/08/2017,2017,,,,,,,,,,,,,
HE16SR25,13/08/2017,2017,,,,,,,,,,,,,
PP16TSR1,13/08/2017,2017,,,,,,,,,,,,,
PP16TSR2,13/08/2017,2017,,,,,,,,,,,,,
PP16TSR3,13/08/2017,2017,,,,,,,,,,,,,
PP16TSR4,13/08/2017,2017,,,,,,,,,,,,,
PP16TSR5,13/08/2017,2017,,,,,,,,,,,,,
KP16SR54,13/08/2017,2017,,,,,,,,,,,,,
KP16SR55,13/08/2017,2017,,,,,,,,,,,,,
PC16PVSr6,13/08/2017,2017,,,,,,,,,,,,,
PC16PVSr7,13/08/2017,2017,,,,,,,,,,,,,
PC16PVSr8,13/08/2017,2017,,,,,,,,,,,,,
PC16PVSr9,13/08/2017,2017,,,,,,,,,,,,,
PC16PVSr10,13/08/2017,2017,,,,,,,,,,,,,
H15Sr17,13/08/2017,2017,,,,,,,,,,,,,
K15SSr5,13/08/2017,2017,,,,,,,,,,,,,
H15Sr18,13/08/2017,2017,,,,,,,,,,,,,
K15SSr6,13/08/2017,2017,,,,,,,,,,,,,
H15Sr14,13/08/2017,2017,,,,,,,,,,,,,
K15ESr1,13/08/2017,2017,,,,,,,,,,,,,
K15SSr7,13/08/2017,2017,,,,,,,,,,,,,
H15Sr15,13/08/2017,2017,,,,,,,,,,,,,
K15CSr5,13/08/2017,2017,,,,,,,,,,,,,
H15Sr16,13/08/2017,2017,,,,,,,,,,,,,
K15CSr6,13/08/2017,2017,,,,,,,,,,,,,
K15SSr9,13/08/2017,2017,,,,,,,,,,,,,
KP16SP53,13/08/2017,2017,,,,,,,,,,,,,
KP16SP54,13/08/2017,2017,,,,,,,,,,,,,
