"","Bed","SampleID","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","SampleID_standard"
"161","IMS","KLSPC2",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,33,37,44,32,20,17,"KLSPC2"
"162","IMS","KLSPC3",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,11.59,7.88,9.05,NA,NA,NA,"KLSPC3"
"163","IMS","KLSPC3",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,10,20,30,17,15,12,"KLSPC3"
"164","IMS","KLSPC3",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,36,35,25,30,25,35,"KLSPC3"
"165","IMS","KLSPC3",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,17,12,10,NA,NA,NA,"KLSPC3"
"166","MG","KLSPC8",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,16.59,15.27,18.06,NA,NA,NA,"KLSPC8"
"167","MG","KLSPC8",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,30,29,19,6,3,4,"KLSPC8"
"168","MG","KLSPC8",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,36,35,35,20,15,20,"KLSPC8"
"169","MG","KLSPC8",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,25,27,12,NA,NA,NA,"KLSPC8"
"170","MG","KLSPC9",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,19.74,15.12,16.28,NA,NA,NA,"KLSPC9"
"171","MG","KLSPC9",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,28,25,20,NA,NA,NA,"KLSPC9"
"172","MG","KLSPC9",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,30,33,32,35,40,50,"KLSPC9"
"173","MG","KLSPC9",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,13,14,16,NA,NA,NA,"KLSPC9"
"174","IMS","KLSpE1",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,10.67,18.31,12.77,NA,NA,NA,"KLSPE1"
"175","IMS","KLSpE1",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,35,30,35,NA,NA,NA,"KLSPE1"
"176","IMS","KLSpE1",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,40,40,34,48,45,56,"KLSPE1"
"177","IMS","KLSpE1",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,8,11,10,NA,NA,NA,"KLSPE1"
"178","CF","KLSpE10",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,15.17,16.39,9.19,NA,NA,NA,"KLSPE10"
"179","CF","KLSpE10",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,30,40,39,102,58,42,"KLSPE10"
"180","CF","KLSpE10",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,44,43,41,91,89,48,"KLSPE10"
"181","CF","KLSpE10",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,13,14,15,NA,NA,NA,"KLSPE10"
"182","MG","KLSpE11",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,34.93,34.9,26.9,NA,NA,NA,"KLSPE11"
"183","MG","KLSpE11",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,45,35,30,NA,NA,NA,"KLSPE11"
"184","MG","KLSpE11",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,53,50,55,152,100,100,"KLSPE11"
"185","MG","KLSpE11",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,18,11,10,NA,NA,NA,"KLSPE11"
"186","MG","KLSpE12",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,20.97,25.58,23.86,NA,NA,NA,"KLSPE12"
"187","MG","KLSpE12",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,32,35,36,NA,NA,NA,"KLSPE12"
"188","MG","KLSpE12",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,41,42,45,160,140,145,"KLSPE12"
"189","MG","KLSpE12",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,15,10,11,NA,NA,NA,"KLSPE12"
"190","MG","KLSpE13",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,6,10,5,NA,NA,NA,"KLSPE13"
"191","MG","KLSpE14",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,26.63,23.79,19.2,NA,NA,NA,"KLSPE14"
"192","MG","KLSpE14",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,46,46,40,NA,NA,NA,"KLSPE14"
"193","MG","KLSpE14",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,55,55,56,95,80,40,"KLSPE14"
"194","MG","KLSpE14",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,15,14,16,NA,NA,NA,"KLSPE14"
"195","MG","KLSpE15",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,22.42,19.27,18.42,NA,NA,NA,"KLSPE15"
"196","MG","KLSpE15",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,35,20,25,NA,NA,NA,"KLSPE15"
"197","MG","KLSpE15",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,40,33,30,62,52,41,"KLSPE15"
"198","MG","KLSpE15",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,26,15,15,NA,NA,NA,"KLSPE15"
"199","IMS","KLSpE2",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,13.79,11.65,14.13,NA,NA,NA,"KLSPE2"
"200","IMS","KLSpE2",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,19,26,25,NA,NA,NA,"KLSPE2"
"201","IMS","KLSpE2",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,30,32,34,50,30,33,"KLSPE2"
"202","IMS","KLSpE2",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,31,24,21,NA,NA,NA,"KLSPE2"
"203","IMS","KLSpE4",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,15.94,17.35,11.45,NA,NA,NA,"KLSPE4"
"204","IMS","KLSpE4",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,35,25,30,NA,NA,NA,"KLSPE4"
"205","IMS","KLSpE4",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,38,40,39,42,30,25,"KLSPE4"
"206","IMS","KLSpE4",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,5,5,NA,NA,NA,NA,"KLSPE4"
"207","IMS","KLSpE5",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,10.41,12.59,13.2,NA,NA,NA,"KLSPE5"
"208","IMS","KLSpE5",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,19,22,21,NA,NA,NA,"KLSPE5"
"209","IMS","KLSpE5",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,25,27,25,10,11,13,"KLSPE5"
"210","IMS","KLSpE5",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,11,9,13,NA,NA,NA,"KLSPE5"
"211","CF","KLSpE6",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,23.01,20.31,16.77,NA,NA,NA,"KLSPE6"
"212","CF","KLSpE6",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,45,39,35,20,20,12,"KLSPE6"
"213","CF","KLSpE6",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,59,57,54,180,172,136,"KLSPE6"
"214","CF","KLSpE6",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,17,15,12,NA,NA,NA,"KLSPE6"
"215","CF","KLSpE7",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,20.71,24.33,23.07,NA,NA,NA,"KLSPE7"
"216","CF","KLSpE7",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,35,25,20,NA,NA,NA,"KLSPE7"
"217","CF","KLSpE7",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,48,43,40,140,110,95,"KLSPE7"
"218","CF","KLSpE7",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,7,6,8,NA,NA,NA,"KLSPE7"
"219","CF","KLSpE8",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,23.7,12.25,14.4,NA,NA,NA,"KLSPE8"
"220","CF","KLSpE8",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,30,40,25,NA,NA,NA,"KLSPE8"
"221","CF","KLSpE8",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,51,50,44,50,34,78,"KLSPE8"
"222","CF","KLSpE8",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,12,11,10,NA,NA,NA,"KLSPE8"
"223","CF","KLSpE9",2013,"Salix pulchra","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,18.67,11.65,32.67,NA,NA,NA,"KLSPE9"
"224","CF","KLSpE9",2013,"Salix pulchra","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,21,30,35,NA,NA,NA,"KLSPE9"
"225","CF","KLSpE9",2013,"Salix pulchra","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,51,52,53,96,98,111,"KLSPE9"
"226","CF","KLSpE9",2013,"Salix pulchra","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,19,20,23,NA,NA,NA,"KLSPE9"
"227","LB","KLSrC1",2013,"Salix richardsonii","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,25,35,17,NA,NA,NA,"KLSRC1"
"228","IR","KLSrC10",2013,"Salix richardsonii","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,34.66,24.24,18.9,NA,NA,NA,"KLSRC10"
"229","IR","KLSrC10",2013,"Salix richardsonii","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,40,30,25,NA,NA,NA,"KLSRC10"
"230","IR","KLSrC10",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,48,50,51,201,186,145,"KLSRC10"
"231","IR","KLSrC10",2013,"Salix richardsonii","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,10,10,9,NA,NA,NA,"KLSRC10"
"232","AC","KLSrC11",2013,"Salix richardsonii","Kluane",2015-05-21,"5","21",2015,NA,NA,NA,NA,18.31,11.85,18.58,NA,NA,NA,"KLSRC11"
"233","AC","KLSrC11",2013,"Salix richardsonii","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,32,30,25,59,50,46,"KLSRC11"
"234","AC","KLSrC11",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,37,35,34,51,59,38,"KLSRC11"
"235","AC","KLSrC13",2013,"Salix richardsonii","Kluane",2015-05-20,"5","20",2015,NA,NA,NA,NA,16.69,15.26,10.23,NA,NA,NA,"KLSRC13"
"236","AC","KLSrC13",2013,"Salix richardsonii","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,50,40,35,NA,NA,NA,"KLSRC13"
"237","AC","KLSrC13",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,56,55,52,45,33,20,"KLSRC13"
"238","LB","KLSrC2",2013,"Salix richardsonii","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,26.82,19.39,23.72,NA,NA,NA,"KLSRC2"
"239","LB","KLSrC2",2013,"Salix richardsonii","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,45,40,40,75,75,6,"KLSRC2"
"240","LB","KLSrC2",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,50,51,53,50,65,56,"KLSRC2"
"241","LB","KLSrC2",2013,"Salix richardsonii","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,22,14,15,NA,NA,NA,"KLSRC2"
"242","IR","KLSrC6",2013,"Salix richardsonii","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,26.55,29.51,25.11,NA,NA,NA,"KLSRC6"
"243","IR","KLSrC6",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,40,35,45,50,110,50,"KLSRC6"
"244","IR","KLSrC6",2013,"Salix richardsonii","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,11,15,15,NA,NA,NA,"KLSRC6"
"245","IR","KLSrC7",2013,"Salix richardsonii","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,12.13,15.15,15.9,NA,NA,NA,"KLSRC7"
"246","IR","KLSrC7",2013,"Salix richardsonii","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,30,40,35,NA,NA,NA,"KLSRC7"
"247","IR","KLSrC7",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,50,60,48,80,120,60,"KLSRC7"
"248","SW","KLSrE10",2013,"Salix richardsonii","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,38,44,35,NA,NA,NA,"KLSRE10"
"249","SW","KLSrE10",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,55,48,45,78,55,55,"KLSRE10"
"250","SW","KLSrE10",2013,"Salix richardsonii","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,15,13,13,NA,NA,NA,"KLSRE10"
"251","IR","KLSrE11",2013,"Salix richardsonii","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,28.71,25.27,18.87,NA,NA,NA,"KLSRE11"
"252","IR","KLSrE11",2013,"Salix richardsonii","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,25,45,24,NA,NA,NA,"KLSRE11"
"253","IR","KLSrE11",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,48,46,45,130,120,135,"KLSRE11"
"254","IR","KLSrE11",2013,"Salix richardsonii","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,13,15,10,NA,NA,NA,"KLSRE11"
"255","IR","KLSrE13",2013,"Salix richardsonii","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,16.99,10.3,8.25,NA,NA,NA,"KLSRE13"
"256","IR","KLSrE13",2013,"Salix richardsonii","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,49,40,37,NA,NA,NA,"KLSRE13"
"257","IR","KLSrE13",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,45,48,50,73,80,65,"KLSRE13"
"258","IR","KLSrE13",2013,"Salix richardsonii","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,13,15,14,NA,NA,NA,"KLSRE13"
"259","IR","KLSrE14",2013,"Salix richardsonii","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,10.98,8.31,10.84,NA,NA,NA,"KLSRE14"
"260","IR","KLSrE14",2013,"Salix richardsonii","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,45,35,30,80,55,34,"KLSRE14"
"261","IR","KLSrE14",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,48,47,50,93,50,38,"KLSRE14"
"262","IR","KLSrE14",2013,"Salix richardsonii","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,16,17,8,NA,NA,NA,"KLSRE14"
"263","IR","KLSrE15",2013,"Salix richardsonii","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,55,50,30,NA,NA,NA,"KLSRE15"
"264","IR","KLSrE15",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,60,62,62,195,60,20,"KLSRE15"
"265","IR","KLSrE15",2013,"Salix richardsonii","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,12,13,14,NA,NA,NA,"KLSRE15"
"266","LB","KLSrE4",2013,"Salix richardsonii","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,9.92,14.24,12.65,NA,NA,NA,"KLSRE4"
"267","LB","KLSrE4",2013,"Salix richardsonii","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,43,43,31,NA,NA,NA,"KLSRE4"
"268","LB","KLSrE4",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,45,46,47,55,43,20,"KLSRE4"
"269","LB","KLSrE4",2013,"Salix richardsonii","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,10,12,12,NA,NA,NA,"KLSRE4"
"270","SW","KLSrE6",2013,"Salix richardsonii","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,21.62,23.95,17.98,NA,NA,NA,"KLSRE6"
"271","SW","KLSrE6",2013,"Salix richardsonii","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,40,42,45,80,45,40,"KLSRE6"
"272","SW","KLSrE6",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,55,56,58,120,70,50,"KLSRE6"
"273","SW","KLSrE6",2013,"Salix richardsonii","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,17,15,17,NA,NA,NA,"KLSRE6"
"274","SW","KLSrE7",2013,"Salix richardsonii","Kluane",2015-05-18,"5","18",2015,NA,NA,NA,NA,26.35,26.83,22.63,NA,NA,NA,"KLSRE7"
"275","SW","KLSrE7",2013,"Salix richardsonii","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,30,30,2.3,NA,NA,NA,"KLSRE7"
"276","SW","KLSrE7",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,37,40,39,120,100,95,"KLSRE7"
"277","SW","KLSrE7",2013,"Salix richardsonii","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,18,15,14,NA,NA,NA,"KLSRE7"
"278","SW","KLSrE9",2013,"Salix richardsonii","Kluane",2015-06-02,"6","2",2015,NA,NA,NA,NA,25,28,29,NA,NA,NA,"KLSRE9"
"279","SW","KLSrE9",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,50,35,35,65,40,70,"KLSRE9"
"280","SW","KLSrE9",2013,"Salix richardsonii","Kluane",2015-08-15,"8","15",2015,NA,NA,NA,NA,15,14,16,NA,NA,NA,"KLSRE9"
"281","CF","KPSr5",2013,"Salix richardsonii","Kluane",2015-06-18,"6","18",2015,NA,NA,NA,NA,16,15,NA,NA,NA,NA,"KPSR5"
"282","IMS","H15Sp1",2015,"Salix pulchra","Qikiqtaruk",2016-08-11,"8","11",2016,5.5,NA,NA,NA,26,21,22,13,6,NA,"H15SP1"
"283","IMS","H15Sp1",2015,"Salix pulchra","Qikiqtaruk",2016-07-09,"7","9",2016,21.6,NA,NA,NA,21,25,16,3,NA,NA,"H15SP1"
"284","IMS","H15Sp1",2015,"Salix pulchra","Qikiqtaruk",2016-06-26,"6","26",2016,21.7,NA,NA,NA,26.8,20.3,16.6,7.6,7.6,4.2,"H15SP1"
"285","IMS","H15Sp1",2015,"Salix pulchra","Qikiqtaruk",2016-06-05,"6","5",2016,NA,NA,NA,NA,7,5,5,2,NA,NA,"H15SP1"
"286","CF","H15Sp10",2015,"Salix pulchra","Qikiqtaruk",2016-07-09,"7","9",2016,3.5,NA,NA,NA,40,30,31,21,29,NA,"H15SP10"
"287","CF","H15Sp10",2015,"Salix pulchra","Qikiqtaruk",2016-08-11,"8","11",2016,5,NA,NA,NA,38,30,25,29,NA,NA,"H15SP10"
"288","CF","H15Sp10",2015,"Salix pulchra","Qikiqtaruk",2016-06-26,"6","26",2016,7.5,NA,NA,NA,38.9,36,35.3,28.7,28.6,NA,"H15SP10"
"289","CF","H15Sp10",2015,"Salix pulchra","Qikiqtaruk",2016-06-05,"6","5",2016,NA,NA,NA,NA,28,25,24,23,2,NA,"H15SP10"
"290","CF","H15Sp11",2015,"Salix pulchra","Qikiqtaruk",2016-08-11,"8","11",2016,1.6,NA,NA,NA,26,19,14,11,NA,NA,"H15SP11"
"291","CF","H15Sp11",2015,"Salix pulchra","Qikiqtaruk",2016-06-26,"6","26",2016,17.9,NA,NA,NA,10.5,9.3,10,NA,NA,NA,"H15SP11"
"292","CF","H15Sp11",2015,"Salix pulchra","Qikiqtaruk",2016-07-09,"7","9",2016,18.5,NA,NA,NA,20,22,20,NA,NA,NA,"H15SP11"
"293","CF","H15Sp11",2015,"Salix pulchra","Qikiqtaruk",2016-06-05,"6","5",2016,NA,NA,NA,NA,8,9,7,NA,NA,NA,"H15SP11"
"294","CF","H15Sp12",2015,"Salix pulchra","Qikiqtaruk",2016-07-09,"7","9",2016,8.4,NA,NA,NA,21,16,16,NA,NA,NA,"H15SP12"
"295","CF","H15Sp12",2015,"Salix pulchra","Qikiqtaruk",2016-06-26,"6","26",2016,8.6,NA,NA,NA,16,15.7,16.3,NA,NA,NA,"H15SP12"
"296","CF","H15Sp12",2015,"Salix pulchra","Qikiqtaruk",2016-08-11,"8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP12"
"297","CF","H15Sp12",2015,"Salix pulchra","Qikiqtaruk",2016-06-05,"6","5",2016,NA,NA,NA,NA,12,14,13,NA,NA,NA,"H15SP12"
"298","CF","H15Sp13",2015,"Salix pulchra","Qikiqtaruk",2016-08-11,"8","11",2016,13.8,NA,NA,NA,37,42,44,53,47,10,"H15SP13"
"299","CF","H15Sp13",2015,"Salix pulchra","Qikiqtaruk",2016-07-09,"7","9",2016,15.5,NA,NA,NA,39,40,40,51,53,13,"H15SP13"
"300","CF","H15Sp13",2015,"Salix pulchra","Qikiqtaruk",2016-06-26,"6","26",2016,27.5,NA,NA,NA,31,34,33,41,37,0,"H15SP13"
"301","CF","H15Sp13",2015,"Salix pulchra","Qikiqtaruk",2016-06-05,"6","5",2016,NA,NA,NA,NA,13,14,14,10,NA,NA,"H15SP13"
"302","CF","H15Sp14",2015,"Salix pulchra","Qikiqtaruk",2016-06-26,"6","26",2016,15.5,NA,NA,NA,18,16,17,8,7,0,"H15SP14"
"303","CF","H15Sp14",2015,"Salix pulchra","Qikiqtaruk",2016-08-11,"8","11",2016,16.3,NA,NA,NA,48,19,18,19,15,NA,"H15SP14"
"304","CF","H15Sp14",2015,"Salix pulchra","Qikiqtaruk",2016-07-09,"7","9",2016,17.1,NA,NA,NA,22,19,23,9,14,9,"H15SP14"
"305","CF","H15Sp14",2015,"Salix pulchra","Qikiqtaruk",2016-06-05,"6","5",2016,NA,NA,NA,NA,21,18,16,10,7,6,"H15SP14"
"306","CF","H15Sp15",2015,"Salix pulchra","Qikiqtaruk",2016-08-11,"8","11",2016,21.3,NA,NA,NA,31,41,40,46,30,NA,"H15SP15"
"307","CF","H15Sp15",2015,"Salix pulchra","Qikiqtaruk",2016-06-26,"6","26",2016,21.9,NA,NA,NA,29,31,25,38,23,0,"H15SP15"
"308","CF","H15Sp15",2015,"Salix pulchra","Qikiqtaruk",2016-07-09,"7","9",2016,22,NA,NA,NA,31,28,32,43,29,7,"H15SP15"
"309","CF","H15Sp15",2015,"Salix pulchra","Qikiqtaruk",2016-06-05,"6","5",2016,NA,NA,NA,NA,32,31,32,38,21,6,"H15SP15"
"310","CF","H15Sp16",2015,"Salix pulchra","Qikiqtaruk",2016-08-11,"8","11",2016,17.8,NA,NA,NA,33,32,32,16,14,6,"H15SP16"
"311","CF","H15Sp16",2015,"Salix pulchra","Qikiqtaruk",2016-07-09,"7","9",2016,19.2,NA,NA,NA,29,30,25,13,12,4,"H15SP16"
"312","CF","H15Sp16",2015,"Salix pulchra","Qikiqtaruk",2016-06-26,"6","26",2016,19.2,NA,NA,NA,27,26,24,0,0,0,"H15SP16"
"313","CF","H15Sp16",2015,"Salix pulchra","Qikiqtaruk",2016-06-05,"6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP16"
"314","CF","H15Sp17",2015,"Salix pulchra","Qikiqtaruk",2016-08-11,"8","11",2016,19,NA,NA,NA,27,24,16,18,15,8,"H15SP17"
"315","CF","H15Sp17",2015,"Salix pulchra","Qikiqtaruk",2016-07-09,"7","9",2016,19.6,NA,NA,NA,25,28,19,16,16,7,"H15SP17"
"316","CF","H15Sp17",2015,"Salix pulchra","Qikiqtaruk",2016-06-26,"6","26",2016,20.4,NA,NA,NA,23,24,13,11,9,0,"H15SP17"
"317","CF","H15Sp17",2015,"Salix pulchra","Qikiqtaruk",2016-06-05,"6","5",2016,NA,NA,NA,NA,18,16,16,12,4,2,"H15SP17"
"318","CF","H15Sp18",2015,"Salix pulchra","Qikiqtaruk",2016-08-11,"8","11",2016,10.6,NA,NA,NA,46,44,35,40,NA,NA,"H15SP18"
"319","CF","H15Sp18",2015,"Salix pulchra","Qikiqtaruk",2016-07-09,"7","9",2016,10.7,NA,NA,NA,52,45,41,37,NA,NA,"H15SP18"
"320","CF","H15Sp18",2015,"Salix pulchra","Qikiqtaruk",2016-06-26,"6","26",2016,11.2,NA,NA,NA,40,33,35,32,0,0,"H15SP18"
"321","CF","H15Sp18",2015,"Salix pulchra","Qikiqtaruk",2016-06-05,"6","5",2016,NA,NA,NA,NA,41,36,41,27,2,19,"H15SP18"
"322","CF","H15Sp19",2015,"Salix pulchra","Qikiqtaruk",2016-08-11,"8","11",2016,5.3,NA,NA,NA,35,27,30,42,NA,NA,"H15SP19"
"323","CF","H15Sp19",2015,"Salix pulchra","Qikiqtaruk",2016-06-26,"6","26",2016,5.4,NA,NA,NA,30,28,27,40,18,0,"H15SP19"
"324","CF","H15Sp19",2015,"Salix pulchra","Qikiqtaruk",2016-07-09,"7","9",2016,5.6,NA,NA,NA,31,31,32,47,NA,NA,"H15SP19"
"325","CF","H15Sp19",2015,"Salix pulchra","Qikiqtaruk",2016-06-05,"6","5",2016,NA,NA,NA,NA,35,31,30,34,NA,NA,"H15SP19"
"326","IMS","H15Sp2",2015,"Salix pulchra","Qikiqtaruk",2016-07-09,"7","9",2016,3.3,NA,NA,NA,22,21,20,22,18,7,"H15SP2"
"327","IMS","H15Sp2",2015,"Salix pulchra","Qikiqtaruk",2016-06-26,"6","26",2016,4,NA,NA,NA,20.9,20.8,15.5,16.9,21.6,14.3,"H15SP2"
