"","Bed","SampleID","Year_planted","Species","Site","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","total_leaf_dry_mass_g","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","LDMC_g_g","Dry_mass","total_leaf_dry_mass_mg","Wood_density_mg_mm3","Lat","Lon","Elevation_m"
"91","LB","H15Sr1",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"H15SR1",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","LB","H15Sr10",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR10",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","LB","H15Sr11",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR11",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","SW","H15Sr12",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR12",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","SW","H15Sr13",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR13",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","SW","H15Sr14",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR14",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","SW","H15Sr15",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR15",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","SW","H15Sr16",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR16",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","SW","H15Sr17",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR17",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","SW","H15Sr18",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR18",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","SW","H15Sr19",2015,"Salix richardsonii","Qikiqtaruk","2016",5.4,NA,NA,NA,29,31,10,15,NA,NA,"H15SR19",NA,1,23.3333333333333,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","LB","H15Sr2",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR2",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","SW","H15Sr20",2015,"Salix richardsonii","Qikiqtaruk","2016",5.4,NA,NA,NA,21,25,19,7,NA,NA,"H15SR20",NA,1,21.6666666666667,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","IR","H15Sr21",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR21",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","IR","H15Sr22",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR22",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","IR","H15Sr23",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR23",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","IR","H15Sr24",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR24",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","AC","H15Sr25",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR25",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","AC","H15Sr28",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR28",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","LB","H15Sr3",2015,"Salix richardsonii","Qikiqtaruk","2016",1.7,NA,NA,NA,11,16,NA,14,NA,NA,"H15SR3",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","AC","H15Sr30",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR30",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","LB","H15Sr4",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR4",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","LB","H15Sr5",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR5",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","LB","H15Sr6",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR6",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","LB","H15Sr7",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR7",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","LB","H15Sr8",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR8",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","LB","H15Sr9",2015,"Salix richardsonii","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR9",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","MG","HESp11",2013,"Salix pulchra","Qikiqtaruk","2016",26.6,NA,NA,NA,45,39,48,39,30,36,"HESP11",NA,3,44,35,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","CF","HESp12",2013,"Salix pulchra","Qikiqtaruk","2016",13.5,NA,NA,NA,59,53,64,37,45,50,"HESP12",NA,3,58.6666666666667,44,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","MG","HESp12",2013,"Salix pulchra","Qikiqtaruk","2016",28.5,NA,NA,NA,33,30,34,31,55,43,"HESP12",NA,3,32.3333333333333,43,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","MG","HESp14",2013,"Salix pulchra","Qikiqtaruk","2016",5.9,NA,NA,NA,31,36,30,34,21,15,"HESP14",NA,3,32.3333333333333,23.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","MG","HESp17",2013,"Salix pulchra","Qikiqtaruk","2016",12.3,NA,NA,NA,16,21,21,22,19,21,"HESP17",NA,3,19.3333333333333,20.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","MG","HESp18",2013,"Salix pulchra","Qikiqtaruk","2016",8.3,NA,NA,NA,35,33,31,36,29,34,"HESP18",NA,3,33,33,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","IMS","HESp2",2013,"Salix pulchra","Qikiqtaruk","2016",12.3,NA,NA,NA,26,20,23,32,29,26,"HESP2",NA,3,23,29,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","MG","HESp20",2013,"Salix pulchra","Qikiqtaruk","2016",12,NA,NA,NA,39,42,34,41,36,36,"HESP20",NA,3,38.3333333333333,37.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","AB","HESp23",2013,"Salix pulchra","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,55,29,29,"HESP23",NA,3,NA,37.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","IMS","HESp24",2013,"Salix pulchra","Qikiqtaruk","2016",21.5,NA,NA,NA,29,27,24,144,62,32,"HESP24",NA,3,26.6666666666667,79.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","AB","HESp26",2013,"Salix pulchra","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,20,10,19,"HESP26",NA,3,NA,16.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","AB","HESp29",2013,"Salix pulchra","Qikiqtaruk","2016",6.1,NA,NA,NA,31,32,31,35,44,29,"HESP29",NA,3,31.3333333333333,36,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","IMS","HESp3",2013,"Salix pulchra","Qikiqtaruk","2016",37.2,NA,NA,NA,39,31,37,42,40,38,"HESP3",NA,3,35.6666666666667,40,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","AB","HESp30",2013,"Salix pulchra","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP30",NA,3,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","IMS","HESp4",2013,"Salix pulchra","Qikiqtaruk","2016",46,NA,NA,NA,24,20,26,31,31,25,"HESP4",NA,3,23.3333333333333,29,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","IMS","HESp4",2013,"Salix pulchra","Qikiqtaruk","2016",31,NA,NA,NA,63,67,71,302,202,310,"HESP4",NA,3,67,271.333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","IMS","HESp5",2013,"Salix pulchra","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,30,NA,NA,"HESP5",NA,3,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","CF","HESp6",2013,"Salix pulchra","Qikiqtaruk","2016",17.4,NA,NA,NA,40,32,33,35,45,31,"HESP6",NA,3,35,37,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","IMS","HESp9",2013,"Salix pulchra","Qikiqtaruk","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP9",NA,3,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","SW","HESr13",2013,"Salix richardsonii","Qikiqtaruk","2016",8.2,NA,NA,NA,32,25,22,35,29,12,"HESR13",NA,3,26.3333333333333,25.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","IR","HESr17",2013,"Salix richardsonii","Qikiqtaruk","2016",2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR17",NA,3,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","LB","HESr2",2013,"Salix richardsonii","Qikiqtaruk","2016",4.4,NA,NA,NA,30,22,32,27,30,21,"HESR2",NA,3,28,26,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","AC","HESr21",2013,"Salix richardsonii","Qikiqtaruk","2016",22,NA,NA,NA,15,16,21,54,25,33,"HESR21",NA,3,17.3333333333333,37.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","AC","HESr23",2013,"Salix richardsonii","Qikiqtaruk","2016",3,NA,NA,NA,21,24,21,30,26,29,"HESR23",NA,3,22,28.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","AC","HESr26",2013,"Salix richardsonii","Qikiqtaruk","2016",12.5,NA,NA,NA,33,30,26,25,18,19,"HESR26",NA,3,29.6666666666667,20.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","AC","HESr27",2013,"Salix richardsonii","Qikiqtaruk","2016",8,NA,NA,NA,25,17,NA,65,26,49,"HESR27",NA,3,NA,46.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","LB","HESr3",2013,"Salix richardsonii","Qikiqtaruk","2016",5.6,NA,NA,NA,27,26,30,28,31,19,"HESR3",NA,3,27.6666666666667,26,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","LB","HESr4",2013,"Salix richardsonii","Qikiqtaruk","2016",5.2,NA,NA,NA,31,31,33,40,54,62,"HESR4",NA,3,31.6666666666667,52,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","LB","HESr4B",2013,"Salix richardsonii","Qikiqtaruk","2016",2.5,NA,NA,NA,20,18,21,16,25,NA,"HESR4B",NA,3,19.6666666666667,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","SW","HESr6",2013,"Salix richardsonii","Qikiqtaruk","2016",15.3,NA,NA,NA,27,25,30,26,45,23,"HESR6",NA,3,27.3333333333333,31.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","SW","HESr7",2013,"Salix richardsonii","Qikiqtaruk","2016",19.5,NA,NA,NA,32,34,35,36,31,49,"HESR7",NA,3,33.6666666666667,38.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","SW","HESr8",2013,"Salix richardsonii","Qikiqtaruk","2016",26,NA,NA,NA,29,27,29,54,39,34,"HESR8",NA,3,28.3333333333333,42.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","IMS","K15CSp1",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP1",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","IMS","K15CSp2",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP2",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","IR","K15CSp3",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP3",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","IR","K15CSp4",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP4",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","IR","K15CSp5",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP5",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","IR","K15CSp6",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP6",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","IR","K15CSp7",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP7",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","AB","K15CSp8",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP8",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","AB","K15CSp9",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP9",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","LB","K15CSr1",2015,"Salix richardsonii","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR1",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","LB","K15CSr2",2015,"Salix richardsonii","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR2",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","LB","K15CSr3",2015,"Salix richardsonii","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR3",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","LB","K15CSr4",2015,"Salix richardsonii","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR4",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","SW","K15CSr5",2015,"Salix richardsonii","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR5",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","SW","K15CSr6",2015,"Salix richardsonii","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR6",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","IR","K15CSr7",2015,"Salix richardsonii","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR7",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","AC","K15CSr8",2015,"Salix richardsonii","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR8",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","AC","K15CSr9",2015,"Salix richardsonii","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR9",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","MG","K15ESp1",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP1",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","MG","K15ESp10",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP10",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","CF","K15ESp2",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP2",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","CF","K15ESp3",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP3",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","CF","K15ESp4",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP4",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","MG","K15ESp5",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP5",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","MG","K15ESp6",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP6",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","MG","K15ESp7",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP7",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","MG","K15ESp8",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP8",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","SW","K15ESr1",2015,"Salix richardsonii","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESR1",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","IMS","K15PSp1",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP1",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","IMS","K15PSp1",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP1",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","IMS","K15PSp2",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP2",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","IMS","K15PSp2",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP2",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","IMS","K15PSp3",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP3",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","IMS","K15PSp3",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP3",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","IMS","K15PSp4",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP4",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","IMS","K15PSp4",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP4",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","IMS","K15PSp5",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP5",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","IMS","K15PSp5",2015,"Salix pulchra","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP5",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","LB","K15PSr1",2015,"Salix richardsonii","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR1",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","IR","K15PSr10",2015,"Salix richardsonii","Kluane","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR10",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
