"","Bed","SampleID","Year_planted","Species","Site","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","total_leaf_dry_mass_g","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","LDMC_g_g","Dry_mass","total_leaf_dry_mass_mg","Wood_density_mg_mm3","Lat","Lon","Elevation_m"
"370","JG","HE16Sp24",2016,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP24",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","JG","HE16Sp25",2016,"Salix pulchra","Qikiqtaruk","2017",24,NA,NA,NA,NA,NA,NA,4,4,2,"HE16SP25",1,3.33333333333333,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","JG","HE16Sp26",2016,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP26",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","JG","HE16Sp27",2016,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP27",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","JG","HE16Sp28",2016,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP28",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","JG","HE16Sp29",2016,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP29",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","AB","HE16Sp3",2016,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP3",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","JG","HE16Sp30",2016,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP30",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","AB","HE16Sp4",2016,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP4",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","AB","HE16Sp5",2016,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP5",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","SL","HE16Sp6",2016,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP6",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","SL","HE16Sp7",2016,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP7",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","SL","HE16Sp8",2016,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP8",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","SL","HE16Sp9",2016,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP9",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","IR","HE16Sr1",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR1",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","AC","HE16Sr10",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR10",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","EW","HE16Sr11",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR11",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","EW","HE16Sr12",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR12",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","EW","HE16Sr13",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR13",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","EW","HE16Sr14",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR14",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","EW","HE16Sr15",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR15",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","EW","HE16Sr16",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR16",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","GD","HE16Sr17",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR17",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","GD","HE16Sr18",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR18",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","GD","HE16Sr19",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR19",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","IR","HE16Sr2",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR2",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","GD","HE16Sr20",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR20",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","GD","HE16Sr21",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR21",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","GD","HE16Sr22",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR22",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","GD","HE16Sr23",2016,"Salix richardsonii","Qikiqtaruk","2017",4.6,NA,NA,NA,NA,NA,NA,8,NA,NA,"HE16SR23",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","GD","HE16Sr24",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR24",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","GD","HE16Sr25",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR25",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","EW","HE16Sr26",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR26",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","EW","HE16Sr27",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR27",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","EW","HE16Sr28",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR28",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","EW","HE16Sr29",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR29",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","IR","HE16Sr3",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR3",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","EW","HE16Sr30",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR30",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","IR","HE16Sr4",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR4",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","IR","HE16Sr5",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR5",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","AC","HE16Sr6",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR6",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","AC","HE16Sr7",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR7",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","AC","HE16Sr8",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR8",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","AC","HE16Sr9",2016,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR9",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","MG","HESp11",2013,"Salix pulchra","Qikiqtaruk","2017",25,NA,NA,NA,24,21,18,17,39,68,"HESP11",4,41.3333333333333,21,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","CF","HESp12",2013,"Salix pulchra","Qikiqtaruk","2017",13,NA,NA,NA,18,15,25,33,17,45,"HESP12",4,31.6666666666667,19.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","MG","HESp12",2013,"Salix pulchra","Qikiqtaruk","2017",29.5,NA,NA,NA,31,27,34,42,55,48,"HESP12",4,48.3333333333333,30.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","MG","HESp14",2013,"Salix pulchra","Qikiqtaruk","2017",4.1,NA,NA,NA,9,22,15,39,25,22,"HESP14",4,28.6666666666667,15.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","MG","HESp17",2013,"Salix pulchra","Qikiqtaruk","2017",12,NA,NA,NA,12,10,7,11,8,6,"HESP17",4,8.33333333333333,9.66666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","MG","HESp18",2013,"Salix pulchra","Qikiqtaruk","2017",4.5,NA,NA,NA,20,16,14,27,26,15,"HESP18",4,22.6666666666667,16.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","IMS","HESp2",2013,"Salix pulchra","Qikiqtaruk","2017",10,NA,NA,NA,17,14,10,22,27,22,"HESP2",4,23.6666666666667,13.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","MG","HESp20",2013,"Salix pulchra","Qikiqtaruk","2017",12,NA,NA,NA,20,14,22,42,47,18,"HESP20",4,35.6666666666667,18.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","AB","HESp23",2013,"Salix pulchra","Qikiqtaruk","2017",7.7,NA,NA,NA,16,10,9,14,14,10,"HESP23",4,12.6666666666667,11.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","IMS","HESp24",2013,"Salix pulchra","Qikiqtaruk","2017",19,NA,NA,NA,20,12,35,30,49,39,"HESP24",4,39.3333333333333,22.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","AB","HESp26",2013,"Salix pulchra","Qikiqtaruk","2017",2.2,NA,NA,NA,NA,NA,NA,27,NA,NA,"HESP26",4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","AB","HESp29",2013,"Salix pulchra","Qikiqtaruk","2017",7.3,NA,NA,NA,32,31,36,35,26,32,"HESP29",4,31,33,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","IMS","HESp3",2013,"Salix pulchra","Qikiqtaruk","2017",25,NA,NA,NA,30,23,22,32,22,77,"HESP3",4,43.6666666666667,25,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","AB","HESp30",2013,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP30",4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","IMS","HESp4",2013,"Salix pulchra","Qikiqtaruk","2017",5.2,NA,NA,NA,16,12,13,22,33,41,"HESP4",4,32,13.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","IMS","HESp4",2013,"Salix pulchra","Qikiqtaruk","2017",87,NA,NA,NA,61,75,62,175,145,210,"HESP4",4,176.666666666667,66,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","IMS","HESp5",2013,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP5",4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","CF","HESp6",2013,"Salix pulchra","Qikiqtaruk","2017",17,NA,NA,NA,24,18,17,25,23,38,"HESP6",4,28.6666666666667,19.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","IMS","HESp9",2013,"Salix pulchra","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP9",4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","SW","HESr13",2013,"Salix richardsonii","Qikiqtaruk","2017",7.3,NA,NA,NA,17,5,3,36,17,NA,"HESR13",4,NA,8.33333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","IR","HESr17",2013,"Salix richardsonii","Qikiqtaruk","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR17",4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","LB","HESr2",2013,"Salix richardsonii","Qikiqtaruk","2017",4.3,NA,NA,NA,16,17,13,23,33,17,"HESR2",4,24.3333333333333,15.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","AC","HESr21",2013,"Salix richardsonii","Qikiqtaruk","2017",23.5,NA,NA,NA,9,12,15,36,21,31,"HESR21",4,29.3333333333333,12,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","AC","HESr23",2013,"Salix richardsonii","Qikiqtaruk","2017",3.3,NA,NA,NA,27,28,19,16,27,27,"HESR23",4,23.3333333333333,24.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","AC","HESr26",2013,"Salix richardsonii","Qikiqtaruk","2017",14.5,NA,NA,NA,21,20,22,27,48,25,"HESR26",4,33.3333333333333,21,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","AC","HESr27",2013,"Salix richardsonii","Qikiqtaruk","2017",7.5,NA,NA,NA,12,11,13,9,18,14,"HESR27",4,13.6666666666667,12,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","LB","HESr3",2013,"Salix richardsonii","Qikiqtaruk","2017",7,NA,NA,NA,29,26,19,37,42,18,"HESR3",4,32.3333333333333,24.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","LB","HESr4",2013,"Salix richardsonii","Qikiqtaruk","2017",5.8,NA,NA,NA,17,17,18,21,24,48,"HESR4",4,31,17.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","LB","HESr4B",2013,"Salix richardsonii","Qikiqtaruk","2017",3.3,NA,NA,NA,13,7,6,6,12,4,"HESR4B",4,7.33333333333333,8.66666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","SW","HESr6",2013,"Salix richardsonii","Qikiqtaruk","2017",14,NA,NA,NA,15,22,19,51,50,20,"HESR6",4,40.3333333333333,18.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","SW","HESr7",2013,"Salix richardsonii","Qikiqtaruk","2017",17.5,NA,NA,NA,20,10,6,21,17,40,"HESR7",4,26,12,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","SW","HESr8",2013,"Salix richardsonii","Qikiqtaruk","2017",12,NA,NA,NA,15,18,11,49,38,46,"HESR8",4,44.3333333333333,14.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","IMS","K15CSp1",2015,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP1",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","IR","K15CSp2",2015,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP2",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","LB","K15CSr1",2015,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR1",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","LB","K15CSr2",2015,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR2",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","LB","K15CSr3",2015,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR3",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","LB","K15CSr4",2015,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR4",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","SW","K15CSr5",2015,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR5",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","SW","K15CSr6",2015,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR6",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","IR","K15CSr7",2015,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR7",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","MG","K15ESp10",2015,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP10",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","MG","K15ESp6",2015,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP6",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","MG","K15ESp7",2015,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP7",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","MG","K15ESp8",2015,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP8",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","MG","K15ESp9",2015,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP9",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","SW","K15ESr1",2015,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESR1",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","JB","K15PSa1",2015,"Salix arctica","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA1",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","JB","K15PSa10",2015,"Salix arctica","Kluane","2017",2.5,NA,NA,NA,22,26,18,15,8,NA,"K15PSA10",2,NA,22,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","JB","K15PSa11",2015,"Salix arctica","Kluane","2017",2.9,NA,NA,NA,25,29,22,10,13,11,"K15PSA11",2,11.3333333333333,25.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","JB","K15PSa12",2015,"Salix arctica","Kluane","2017",2.7,NA,NA,NA,31,24,25,4,4,8,"K15PSA12",2,5.33333333333333,26.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","JB","K15PSa13",2015,"Salix arctica","Kluane","2017",2.1,NA,NA,NA,27,27,13,9,4,10,"K15PSA13",2,7.66666666666667,22.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","JB","K15PSa14",2015,"Salix arctica","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA14",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","JB","K15PSa15",2015,"Salix arctica","Kluane","2017",4.6,NA,NA,NA,32,31,19,11,9,NA,"K15PSA15",2,NA,27.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","JB","K15PSa2",2015,"Salix arctica","Kluane","2017",5,NA,NA,NA,35,33,40,15,9,15,"K15PSA2",2,13,36,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","JB","K15PSa3",2015,"Salix arctica","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA3",2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
