Sample_ID,Match,Species,Sample_location,Sample_location_full,Date_sampled,Date_propagated,Date_planted,Year_planted,Mother_height,Mother_CW_1,Mother_CW_2,Mother_LS,Mother_LL1,Mother_LL2,Mother_LL3,Mother_SE1,Mother_SE2,Mother_SE3,Mother_Sex,Cutting_length,Cutting_diameter,Cutting_age,Year_dead,Survived_2014,Survived_2015,Survived_2016,Survived_2017,Survived_2018,Survived_2019,Survived_2020,Survived_2021,Bed,Row,Column,Notes,Field_notes,Data_notes
HE16Sp10,HE16SP10,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,40,232,227,25,NA,NA,NA,NA,NA,NA,Female,59,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,9,1,3,NA,,
HE16Sp12,HE16SP12,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,17,40,47,7,38,42,NA,40,38,NA,Unknown,18.3,4.6,NA,2016,NA,NA,NA,0,0,0,0,0,9,4,7,NA,,
HE16Sp13,HE16SP13,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,23,100,59,7,36,50,NA,30,21,NA,Unknown,25.1,7.1,NA,2016,NA,NA,NA,0,0,0,0,0,9,3,7,NA,,
HE16Sp14,HE16SP14,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,19,84,72,9,35,38,NA,20,18,NA,Unknown,25.6,5.9,NA,2016,NA,NA,NA,0,0,0,0,0,9,2,7,NA,,
HE16Sp18,HE16SP18,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,39,281,175,10.9,47,48,NA,49,76,NA,Male,35,8.6,NA,2016,NA,NA,NA,0,0,0,0,0,14,3,1,NA,,
HE16Sp2,HE16SP2,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,26,39,27,9,NA,NA,NA,NA,NA,NA,Female,37,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,8,1,4,NA,,
HE16Sp20,HE16SP20,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,26.5,230,130,7.9,46,46,NA,22,26,NA,Female,38.2,5.9,NA,2016,NA,NA,NA,0,0,0,0,0,14,1,1,NA,,
HE16Sp21,HE16SP21,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,39,217,277,16.9,48,52,NA,124,49,NA,Female,45.2,11.9,NA,2016,NA,NA,NA,0,0,0,0,0,14,5,4,NA,,
HE16Sp22,HE16SP22,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,87,98,151,11.3,78,81,NA,90,105,NA,Female,49.5,10.2,NA,2016,NA,NA,NA,0,0,0,0,0,14,4,4,NA,,
HE16Sp23,HE16SP23,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,55,1005,462,12,50,48,NA,112,103,NA,Female,46.4,9.3,NA,2016,NA,NA,NA,0,0,0,0,0,14,3,4,NA,,
HE16Sp24,HE16SP24,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,77,515,306,15.6,62,46,NA,205,66,NA,Female,44.9,8.8,NA,2016,NA,NA,NA,0,0,0,0,0,14,2,4,NA,,
HE16Sp26,HE16SP26,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,91,367,568,12.7,66,67,NA,109,88,NA,Female,35.2,9.8,NA,2016,NA,NA,NA,0,0,0,0,0,14,5,6,NA,,
HE16Sp27,HE16SP27,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,39,141,89,12.9,40,42,NA,31,38,NA,Female,36,11.5,NA,2016,NA,NA,NA,0,0,0,0,0,14,4,6,NA,,
HE16Sp28,HE16SP28,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,35,500+,500+,8.1,54,49,NA,79,38,NA,Unknown,20.5,8.8,NA,2016,NA,NA,NA,0,0,0,0,0,14,3,6,NA,,
HE16Sp29,HE16SP29,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,53,652,426,13,51,55,NA,166,156,NA,Female,44.5,12.1,NA,2016,NA,NA,NA,0,0,0,0,0,14,2,6,NA,,
HE16Sp3,HE16SP3,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,24,36,26,10,NA,NA,NA,NA,NA,NA,Female,49,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,8,1,5,NA,,
HE16Sp30,HE16SP30,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,52,428,402,15.6,97,76,NA,181,260,NA,Unknown,46.5,12.9,NA,2016,NA,NA,NA,0,0,0,0,0,14,1,6,NA,,
HE16Sp4,HE16SP4,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,35,43,47,10,NA,NA,NA,NA,NA,NA,Unknown,51,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,8,1,6,NA,,
HE16Sp5,HE16SP5,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,29,55,51,9,NA,NA,NA,NA,NA,NA,Female,62,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,8,1,7,NA,,
HE16Sp6,HE16SP6,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,71,496,404,23,NA,NA,NA,NA,NA,NA,Female,57,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,9,5,3,NA,,
HE16Sp7,HE16SP7,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,55,500+,500+,21,NA,NA,NA,NA,NA,NA,Female,50,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,9,4,3,NA,,
HE16Sp8,HE16SP8,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,34,184,170,9,NA,NA,NA,NA,NA,NA,Female,31,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,9,3,3,NA,,
HE16Sp9,HE16SP9,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,53,222,170,11,NA,NA,NA,NA,NA,NA,Female,41,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,9,2,3,NA,,
HE16Sr1,HE16SR1,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,88,NA,NA,20,NA,NA,NA,NA,NA,NA,Male,57,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,7,2,3,NA,,
HE16Sr10,HE16SR10,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,45,NA,NA,21,NA,NA,NA,NA,NA,NA,Female,41,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,4,1,2,NA,,
HE16Sr11,HE16Sr11,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2009,2016,124,500+,764,31.8,61,61,NA,121,100,NA,Female,34,11,NA,2016,NA,NA,NA,0,0,0,0,0,16,5,5,NA,,
HE16Sr12,HE16Sr12,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2009,2016,68,427,237,24,47,43,NA,105,50,NA,Male,39.2,8.8,NA,2016,NA,NA,NA,0,0,0,0,0,16,4,5,NA,,
HE16Sr13,HE16Sr13,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2009,2016,70,491,284,27,45,54,NA,60,71,NA,Male,28.7,9.3,NA,2016,NA,NA,NA,0,0,0,0,0,16,3,5,NA,,
HE16Sr14,HE16Sr14,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2009,2016,34,206,147,16,44,40,NA,30,24,NA,Unknown,28.2,8.7,NA,2016,NA,NA,NA,0,0,0,0,0,16,2,5,NA,,
HE16Sr15,HE16Sr15,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2009,2016,38,232,150,18,40,35,NA,24,25,NA,Unknown,32.1,10.2,NA,2016,NA,NA,NA,0,0,0,0,0,16,1,5,NA,,
HE16Sr16,HE16SR16,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2009,2016,67,331,220,33,47,46,NA,95,48,NA,Male,31.2,11.2,NA,2016,NA,NA,NA,0,0,0,0,0,13,5,1,NA,,
HE16Sr17,HE16SR17,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2009,2016,65,229,221,26.6,104,89,NA,65,63,NA,Female,36.5,10.9,NA,2016,NA,NA,NA,0,0,0,0,0,13,4,1,NA,,
HE16Sr18,HE16SR18,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2009,2016,59,183,155,20.3,82,81,NA,270,277,NA,Unknown,36.7,9.6,NA,2016,NA,NA,NA,0,0,0,0,0,13,3,1,NA,,
HE16Sr19,HE16SR19,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2009,2016,62,403,624,21.7,58,62,NA,172,151,NA,Male,33.6,10,NA,2016,NA,NA,NA,0,0,0,0,0,13,2,1,NA,,
HE16Sr2,HE16SR2,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,52,NA,NA,15,NA,NA,NA,NA,NA,NA,Female,45,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,7,2,4,NA,,
HE16Sr20,HE16SR20,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2009,2016,33,132,188,9,50,48,NA,61,67,NA,Female,38,7.1,NA,2016,NA,NA,NA,0,0,0,0,0,13,1,1,NA,,
HE16Sr21,HE16SR21,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,69,115,95,20,NA,NA,NA,NA,NA,NA,Male,35.6,8.5,NA,2016,NA,NA,NA,0,0,0,0,0,13,5,5,NA,,
HE16Sr22,HE16SR22,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,77,120,109,15,NA,NA,NA,NA,NA,NA,Unknown,34.7,10.1,NA,2016,NA,NA,NA,0,0,0,0,0,13,4,5,NA,,
HE16Sr24,HE16SR24,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,61,75,24,17,NA,NA,NA,NA,NA,NA,Unknown,31.3,9.5,NA,2016,NA,NA,NA,0,0,0,0,0,13,2,5,NA,,
HE16Sr25,HE16SR25,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,29,68,80,25,NA,NA,NA,NA,NA,NA,Unknown,22.5,7.4,NA,2016,NA,NA,NA,0,0,0,0,0,13,1,5,NA,,
HE16Sr26,HE16Sr26,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,35,110,40,10,NA,NA,NA,NA,NA,NA,Unknown,25.2,8.8,NA,2016,NA,NA,NA,0,0,0,0,0,16,5,6,NA,,
HE16Sr27,HE16Sr27,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,25,127,161,15,NA,NA,NA,NA,NA,NA,Female,30.4,8.2,NA,2016,NA,NA,NA,0,0,0,0,0,16,4,6,NA,,
HE16Sr28,HE16Sr28,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,30,106,82,19,NA,NA,NA,NA,NA,NA,Unknown,24,8,NA,2016,NA,NA,NA,0,0,0,0,0,16,3,6,NA,,
HE16Sr29,HE16Sr29,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,38,126,95,19,NA,NA,NA,NA,NA,NA,Unknown,30.5,9.5,NA,2016,NA,NA,NA,0,0,0,0,0,16,2,6,NA,,
HE16Sr3,HE16SR3,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,72,NA,NA,18,NA,NA,NA,NA,NA,NA,Female,55,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,7,2,5,NA,,
HE16Sr30,HE16Sr30,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,31,82,62,15,NA,NA,NA,NA,NA,NA,Male,34.1,7.7,NA,2016,NA,NA,NA,0,0,0,0,0,16,1,6,NA,,
HE16Sr4,HE16SR4,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,52,NA,NA,15,NA,NA,NA,NA,NA,NA,Female,43,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,7,2,6,NA,,
HE16Sr5,HE16SR5,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,44,NA,NA,20,NA,NA,NA,NA,NA,NA,Male,35,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,7,2,7,NA,,
HE16Sr6,HE16SR6,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,60,NA,NA,17,NA,NA,NA,NA,NA,NA,Female,48,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,4,5,2,NA,,
HE16Sr7,HE16SR7,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,67,NA,NA,29,NA,NA,NA,NA,NA,NA,Male,46,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,4,4,2,NA,,
HE16Sr8,HE16SR8,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,68,NA,NA,23,NA,NA,NA,NA,NA,NA,Female,47,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,4,3,2,NA,,
HE16Sr9,HE16SR9,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,61,NA,NA,20,NA,NA,NA,NA,NA,NA,Female,49,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,4,2,2,NA,,
KP16BN1,KP16BN1,Betula nana,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,89,130,374,15,NA,NA,NA,NA,NA,NA,Unknown,27.6,6,NA,2016,NA,NA,NA,0,0,0,0,0,10,3,6,NA,,
KP16BN2,KP16BN2,Betula nana,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,12,417,395,65,NA,NA,NA,NA,NA,NA,Unknown,25.1,12.2,NA,2016,NA,NA,NA,0,0,0,0,0,10,2,6,NA,,
KP16BN3,KP16BN3,Betula nana,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,78,314,241,17,NA,NA,NA,NA,NA,NA,Unknown,41.2,11.5,NA,2016,NA,NA,NA,0,0,0,0,0,10,1,6,NA,,
KP16Sa1,KP16Sa1,Salix arctica,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,4,37,25,4,NA,NA,NA,NA,NA,NA,Unknown,13.6,4.7,NA,2016,NA,NA,NA,0,0,0,0,0,10,5,1,NA,,
KP16Sa10,KP16Sa10,Salix arctica,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,7,66,57,20,NA,NA,NA,NA,NA,NA,Male,17.8,10.3,NA,2016,NA,NA,NA,0,0,0,0,0,15,1,6,NA,,
KP16Sa11,KP16Sa11,Salix arctica,Kluane,Kluane Plateau,16/07/2008,16/07/2008,16/08/2008,2016,6,62,41,8,NA,NA,NA,NA,NA,NA,Female,20.1,7.5,NA,2016,NA,NA,NA,0,0,0,0,0,15,5,1,NA,,
KP16Sa12,KP16Sa12,Salix arctica,Kluane,Kluane Plateau,16/07/2008,16/07/2008,16/08/2008,2016,7,97,41,15,NA,NA,NA,NA,NA,NA,Female,19,6.7,NA,2016,NA,NA,NA,0,0,0,0,0,15,4,1,NA,,
KP16Sa13,KP16Sa13,Salix arctica,Kluane,Kluane Plateau,16/07/2008,16/07/2008,16/08/2008,2016,4.5,50,23,13,NA,NA,NA,NA,NA,NA,Unknown,13.1,9.8,NA,2016,NA,NA,NA,0,0,0,0,0,15,3,1,NA,,
KP16Sa14,KP16Sa14,Salix arctica,Kluane,Kluane Plateau,16/07/2008,16/07/2008,16/08/2008,2016,7,41,35,9,NA,NA,NA,NA,NA,NA,Female,17.2,9.7,NA,2016,NA,NA,NA,0,0,0,0,0,15,2,1,NA,,
KP16Sa15,KP16Sa15,Salix arctica,Kluane,Kluane Plateau,16/07/2008,16/07/2008,16/08/2008,2016,4.5,53,40,8,NA,NA,NA,NA,NA,NA,Female,16.9,7.4,NA,2016,NA,NA,NA,0,0,0,0,0,15,1,1,NA,,
KP16Sa16,KP16Sa16,Salix arctica,Kluane,Kluane Plateau,16/07/2008,16/07/2008,16/08/2008,2016,5,68,25,6,NA,NA,NA,NA,NA,NA,Male,13,6.9,NA,2016,NA,NA,NA,0,0,0,0,0,15,5,5,NA,,
KP16Sa17,KP16Sa17,Salix arctica,Kluane,Kluane Plateau,16/07/2008,16/07/2008,16/08/2008,2016,5,80,47,8,NA,NA,NA,NA,NA,NA,Male,17.2,11.5,NA,2016,NA,NA,NA,0,0,0,0,0,15,4,5,NA,,
KP16Sa18,KP16Sa18,Salix arctica,Kluane,Kluane Plateau,16/07/2008,16/07/2008,16/08/2008,2016,6,7.2,42,6,NA,NA,NA,NA,NA,NA,Male,15.4,6.5,NA,2016,NA,NA,NA,0,0,0,0,0,15,3,5,NA,,
KP16Sa19,KP16Sa19,Salix arctica,Kluane,Kluane Plateau,16/07/2008,16/07/2008,16/08/2008,2016,6,64,53,6,NA,NA,NA,NA,NA,NA,Female,17.5,6.7,NA,2016,NA,NA,NA,0,0,0,0,0,15,2,5,NA,,
KP16Sa2,KP16Sa2,Salix arctica,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,7,122,68,7,NA,NA,NA,NA,NA,NA,Female,26.1,9.1,NA,2016,NA,NA,NA,0,0,0,0,0,10,4,1,NA,,
KP16Sa20,KP16Sa20,Salix arctica,Kluane,Kluane Plateau,16/07/2008,16/07/2008,16/08/2008,2016,6,76,57,4,NA,NA,NA,NA,NA,NA,Female,20.1,5,NA,2016,NA,NA,NA,0,0,0,0,0,15,1,5,NA,,
KP16Sa3,KP16Sa3,Salix arctica,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,5,50,43,5,NA,NA,NA,NA,NA,NA,Female,5.3,7.2,NA,2016,NA,NA,NA,0,0,0,0,0,10,3,1,NA,,
KP16Sa4,KP16Sa4,Salix arctica,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,6.5,54,32,8,NA,NA,NA,NA,NA,NA,Male,21.4,8,NA,2016,NA,NA,NA,0,0,0,0,0,10,2,1,NA,,
KP16Sa7,KP16Sa7,Salix arctica,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,4,155,32,5,NA,NA,NA,NA,NA,NA,Female,14.2,4.9,NA,2016,NA,NA,NA,0,0,0,0,0,15,4,6,NA,,
KP16Sa8,KP16Sa8,Salix arctica,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,6,57,50,6,NA,NA,NA,NA,NA,NA,Female,15.9,8.3,NA,2016,NA,NA,NA,0,0,0,0,0,15,3,6,NA,,
KP16Sa9,KP16Sa9,Salix arctica,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,5,55,37,10,NA,NA,NA,NA,NA,NA,Male,19.1,9.5,NA,2016,NA,NA,NA,0,0,0,0,0,15,2,6,NA,,
KP16Sp1,KP16SP1,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,181,366,405,45.5,NA,NA,NA,NA,NA,NA,Unknown,36.1,11.1,NA,2016,NA,NA,NA,0,0,0,0,0,6,1,2,NA,,
KP16Sp10,KP16SP10,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,129,166,178,46.1,NA,NA,NA,NA,NA,NA,Unknown,34.2,9.9,NA,2016,NA,NA,NA,0,0,0,0,0,8,2,7,NA,,
KP16Sp11,KP16SP11,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,209,577,727,92,NA,NA,NA,NA,NA,NA,Female,34.3,9.1,NA,2016,NA,NA,NA,0,0,0,0,0,9,5,5,NA,,
KP16Sp12,KP16SP12,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,147,214,206,48.8,NA,NA,NA,NA,NA,NA,Unknown,25.8,7.4,NA,2016,NA,NA,NA,0,0,0,0,0,9,4,5,NA,,
KP16Sp13,KP16SP13,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,131,356,367,36.1,NA,NA,NA,NA,NA,NA,Unknown,25,9.3,NA,2016,NA,NA,NA,0,0,0,0,0,9,3,5,NA,,
KP16Sp14,KP16SP14,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,73,218,238,28.1,NA,NA,NA,NA,NA,NA,Unknown,40.1,9.3,NA,2016,NA,NA,NA,0,0,0,0,0,9,2,5,NA,,
KP16Sp15,KP16SP15,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,152,390,303,41.8,NA,NA,NA,NA,NA,NA,Unknown,43.3,10.1,NA,2016,NA,NA,NA,0,0,0,0,0,9,1,5,NA,,
KP16Sp16,KP16SP16,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,113,269,166,25.1,NA,NA,NA,NA,NA,NA,Female,35.9,10.5,NA,2016,NA,NA,NA,0,0,0,0,0,14,5,5,NA,,
KP16Sp17,KP16SP17,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,173,257,330,43.7,NA,NA,NA,NA,NA,NA,Female,36,8.3,NA,2016,NA,NA,NA,0,0,0,0,0,14,4,5,NA,,
KP16Sp18,KP16SP18,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,82,195,173,18.3,NA,NA,NA,NA,NA,NA,Unknown,32.5,8.9,NA,2016,NA,NA,NA,0,0,0,0,0,14,3,5,NA,,
KP16Sp19,KP16SP19,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,126,232,199,33.5,NA,NA,NA,NA,NA,NA,Unknown,33.2,11.1,NA,2016,NA,NA,NA,0,0,0,0,0,14,2,5,NA,,
KP16Sp2,KP16SP2,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,83,170,115,27.6,NA,NA,NA,NA,NA,NA,Unknown,34.3,11,NA,2016,NA,NA,NA,0,0,0,0,0,6,1,3,NA,,
KP16Sp20,KP16SP20,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,92,245,174,21.1,NA,NA,NA,NA,NA,NA,Unknown,35.7,10.7,NA,2016,NA,NA,NA,0,0,0,0,0,14,1,5,NA,,
KP16Sp21,KP16Sp21,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,NA,16/07/2009,2016,80,172,188,27.6,NA,NA,NA,NA,NA,NA,Unknown,40.3,7.7,NA,2016,NA,NA,NA,0,0,0,0,0,9,5,1,NA,,
KP16Sp22,KP16Sp22,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,NA,16/07/2009,2016,85,178,168,24,NA,NA,NA,NA,NA,NA,Unknown,35.2,9.2,NA,2016,NA,NA,NA,0,0,0,0,0,9,4,1,NA,,
KP16Sp23,KP16Sp23,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,NA,16/07/2009,2016,98,261,274,40.4,NA,NA,NA,NA,NA,NA,Female,34.4,10.5,NA,2016,NA,NA,NA,0,0,0,0,0,9,3,1,NA,,
KP16Sp25,KP16Sp25,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,NA,16/07/2009,2016,98,328,292,78.2,NA,NA,NA,NA,NA,NA,Female,32.1,11.3,NA,2016,NA,NA,NA,0,0,0,0,0,9,1,1,NA,,
KP16Sp26,KP16Sp26,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,NA,16/07/2009,2016,38,94,38,12.9,NA,NA,NA,NA,NA,NA,Unknown,31.2,8.9,NA,2016,NA,NA,NA,0,0,0,0,0,1,5,2,NA,,
KP16Sp27,KP16Sp27,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,NA,16/07/2009,2016,71,166,155,31.9,NA,NA,NA,NA,NA,NA,Unknown,22.1,6.3,NA,2016,NA,NA,NA,0,0,0,0,0,1,5,3,NA,,
KP16Sp28,KP16Sp28,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,NA,16/07/2009,2016,72,370,306,30.2,NA,NA,NA,NA,NA,NA,Unknown,26.6,9.4,NA,2016,NA,NA,NA,0,0,0,0,0,1,5,4,NA,,
KP16Sp29,KP16Sp29,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,NA,16/07/2009,2016,90,189,79,24.6,NA,NA,NA,NA,NA,NA,Unknown,29.5,14.7,NA,2016,NA,NA,NA,0,0,0,0,0,1,5,5,NA,,
KP16Sp3,KP16SP3,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,39,99,54,21.1,NA,NA,NA,NA,NA,NA,Unknown,31.5,11.9,NA,2016,NA,NA,NA,0,0,0,0,0,6,1,4,NA,,
KP16Sp30,KP16Sp30,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,NA,16/07/2009,2016,85,84,97,27.4,NA,NA,NA,NA,NA,NA,Unknown,37.4,9.7,NA,2016,NA,NA,NA,0,0,0,0,0,1,5,6,NA,,
KP16Sp31,KP16Sp31,Salix pulchra,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,66,300,246,19,NA,NA,NA,NA,NA,NA,Male,32.4,12.6,NA,2016,NA,NA,NA,0,0,0,0,0,8,4,3,NA,,
KP16Sp32,KP16Sp32,Salix pulchra,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,55,121,146,34,NA,NA,NA,NA,NA,NA,Female,33.6,24.1,NA,2016,NA,NA,NA,0,0,0,0,0,8,4,4,NA,,
KP16Sp35,KP16Sp35,Salix pulchra,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,60,170,182,31,NA,NA,NA,NA,NA,NA,Female,36.2,14,NA,2016,NA,NA,NA,0,0,0,0,0,8,4,7,NA,,
KP16Sp36,KP16Sp36,Salix pulchra,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,45,95,68,11,NA,NA,NA,NA,NA,NA,Unknown,35,9.1,NA,2016,NA,NA,NA,0,0,0,0,0,14,5,7,NA,,
