"","Bed","SampleID","Bed_old","SampleID_old","Year_planted","Species","Site","Plant_ID_fulcrum","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Fresh_mass","Dry_mass","LA","LDMC","SLA","Notes_canopy_height_prev_cm","August_2021_notes","July_2021_notes","Sample_age","mean_stem_elong","mean_leaf_length"
"104","IR","H15Sr21",NA,"H15Sr21",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"105","IR","H15Sr22",NA,"H15Sr22",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"106","IR","H15Sr23",NA,"H15Sr23",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"107","IR","H15Sr24",NA,"H15Sr24",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"108","AC","H15Sr25",NA,"H15Sr25",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"109","AC","H15Sr28",NA,"H15Sr28",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"110","LB","H15Sr3",NA,"H15Sr3",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,1.7,NA,NA,NA,11,16,NA,14,NA,NA,NA,NA,NA,NA,NA,"Heavy herbivory",NA,NA,1,NA,NA
"111","AC","H15Sr30",NA,"H15Sr30",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"112","LB","H15Sr4",NA,"H15Sr4",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"113","LB","H15Sr5",NA,"H15Sr5",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"114","LB","H15Sr6",NA,"H15Sr6",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"115","LB","H15Sr7",NA,"H15Sr7",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"116","LB","H15Sr8",NA,"H15Sr8",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"117","LB","H15Sr9",NA,"H15Sr9",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"118","MG","HESp11",NA,"HERSp11",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,26.6,NA,NA,NA,45,39,48,39,30,36,NA,NA,NA,NA,NA,NA,NA,NA,3,44,35
"119","CF","HESp12",NA,"HESp12",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,13.5,NA,NA,NA,59,53,64,37,45,50,NA,NA,NA,NA,NA,"Herbivory",NA,NA,3,58.6666666666667,44
"120","MG","HESp12",NA,"HERSp12",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,28.5,NA,NA,NA,33,30,34,31,55,43,NA,NA,NA,NA,NA,NA,NA,NA,3,32.3333333333333,43
"121","MG","HESp14",NA,"HERSp14",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,5.9,NA,NA,NA,31,36,30,34,21,15,NA,NA,NA,NA,NA,NA,NA,NA,3,32.3333333333333,23.3333333333333
"122","MG","HESp17",NA,"HESp17",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,12.3,NA,NA,NA,16,21,21,22,19,21,NA,NA,NA,NA,NA,NA,NA,NA,3,19.3333333333333,20.6666666666667
"123","MG","HESp18",NA,"HESp18",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,8.3,NA,NA,NA,35,33,31,36,29,34,NA,NA,NA,NA,NA,NA,NA,NA,3,33,33
"124","IMS","HESp2",NA,"HESp2",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,12.3,NA,NA,NA,26,20,23,32,29,26,NA,NA,NA,NA,NA,NA,NA,NA,3,23,29
"125","MG","HESp20",NA,"HESp20",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,12,NA,NA,NA,39,42,34,41,36,36,NA,NA,NA,NA,NA,NA,NA,NA,3,38.3333333333333,37.6666666666667
"126","AB","HESp23",NA,"HESp23",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,55,29,29,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,37.6666666666667
"127","IMS","HESp24",NA,"HERSp24",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,21.5,NA,NA,NA,29,27,24,144,62,32,NA,NA,NA,NA,NA,NA,NA,NA,3,26.6666666666667,79.3333333333333
"128","AB","HESp26",NA,"HERSp26",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,20,10,19,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,16.3333333333333
"129","AB","HESp29",NA,"HERSp29",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,6.1,NA,NA,NA,31,32,31,35,44,29,NA,NA,NA,NA,NA,NA,NA,NA,3,31.3333333333333,36
"130","IMS","HESp3",NA,"HERSp3",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,37.2,NA,NA,NA,39,31,37,42,40,38,NA,NA,NA,NA,NA,NA,NA,NA,3,35.6666666666667,40
"131","AB","HESp30",NA,"HERSp30",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"132","IMS","HESp4",NA,"HERSp4",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,46,NA,NA,NA,24,20,26,31,31,25,NA,NA,NA,NA,NA,NA,NA,NA,3,23.3333333333333,29
"133","IMS","HESp4",NA,"HESp4",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,31,NA,NA,NA,63,67,71,302,202,310,NA,NA,NA,NA,NA,NA,NA,NA,3,67,271.333333333333
"134","IMS","HESp5",NA,"HERSp5",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"135","CF","HESp6",NA,"HESp6",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,17.4,NA,NA,NA,40,32,33,35,45,31,NA,NA,NA,NA,NA,NA,NA,NA,3,35,37
"136","IMS","HESp9",NA,"HERSp9",2013,"Salix pulchra","Qikiqtaruk",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"137","SW","HESr13",NA,"HESr13",2013,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,8.2,NA,NA,NA,32,25,22,35,29,12,NA,NA,NA,NA,NA,NA,NA,NA,3,26.3333333333333,25.3333333333333
"138","IR","HESr17",NA,"HESr17",2013,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"139","LB","HESr2",NA,"HESr2",2013,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,4.4,NA,NA,NA,30,22,32,27,30,21,NA,NA,NA,NA,NA,NA,NA,NA,3,28,26
"140","AC","HESr21",NA,"HESr21",2013,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,22,NA,NA,NA,15,16,21,54,25,33,NA,NA,NA,NA,NA,NA,NA,NA,3,17.3333333333333,37.3333333333333
"141","AC","HESr23",NA,"HESr23",2013,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,3,NA,NA,NA,21,24,21,30,26,29,NA,NA,NA,NA,NA,NA,NA,NA,3,22,28.3333333333333
"142","AC","HESr26",NA,"HESr26",2013,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,12.5,NA,NA,NA,33,30,26,25,18,19,NA,NA,NA,NA,NA,NA,NA,NA,3,29.6666666666667,20.6666666666667
"143","AC","HESr27",NA,"HESr27",2013,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,8,NA,NA,NA,25,17,NA,65,26,49,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,46.6666666666667
"144","LB","HESr3",NA,"HESr3",2013,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,5.6,NA,NA,NA,27,26,30,28,31,19,NA,NA,NA,NA,NA,NA,NA,NA,3,27.6666666666667,26
"145","LB","HESr4",NA,"HEFSr4",2013,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,5.2,NA,NA,NA,31,31,33,40,54,62,NA,NA,NA,NA,NA,NA,NA,NA,3,31.6666666666667,52
"146","LB","HESr4B",NA,"HEFSr4B",2013,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,2.5,NA,NA,NA,20,18,21,16,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19.6666666666667,NA
"147","SW","HESr6",NA,"HESr6",2013,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,15.3,NA,NA,NA,27,25,30,26,45,23,NA,NA,NA,NA,NA,NA,NA,NA,3,27.3333333333333,31.3333333333333
"148","SW","HESr7",NA,"HESr7",2013,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,19.5,NA,NA,NA,32,34,35,36,31,49,NA,NA,NA,NA,NA,NA,NA,NA,3,33.6666666666667,38.6666666666667
"149","SW","HESr8",NA,"HESr8",2013,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2016","8","11",2016,26,NA,NA,NA,29,27,29,54,39,34,NA,NA,NA,NA,NA,NA,NA,NA,3,28.3333333333333,42.3333333333333
"150","IMS","K15CSp1",NA,"K15CSp1",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"151","IMS","K15CSp2",NA,"K15CSp2",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"152","IR","K15CSp3",NA,"K15CSp3",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed",NA,NA,1,NA,NA
"153","IR","K15CSp4",NA,"K15CSp4",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed",NA,NA,1,NA,NA
"154","IR","K15CSp5",NA,"K15CSp5",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed",NA,NA,1,NA,NA
"155","IR","K15CSp6",NA,"K15CSp6",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed",NA,NA,1,NA,NA
"156","IR","K15CSp7",NA,"K15CSp7",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed",NA,NA,1,NA,NA
"157","AB","K15CSp8",NA,"K15CSp8",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"158","AB","K15CSp9",NA,"K15CSp9",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"159","LB","K15CSr1",NA,"K15CSr1",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"160","LB","K15CSr2",NA,"K15CSr2",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"161","LB","K15CSr3",NA,"K15CSr3",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"162","LB","K15CSr4",NA,"K15CSr4",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"163","SW","K15CSr5",NA,"K15CSr5",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"164","SW","K15CSr6",NA,"K15CSr6",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"165","IR","K15CSr7",NA,"K15CSr7",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed",NA,NA,1,NA,NA
"166","AC","K15CSr8",NA,"K15CSr8",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"167","AC","K15CSr9",NA,"K15CSr9",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"168","MG","K15ESp1",NA,"K15ESp1",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed",NA,NA,1,NA,NA
"169","MG","K15ESp10",NA,"K15ESp10",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"170","CF","K15ESp2",NA,"K15ESp2",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed",NA,NA,1,NA,NA
"171","CF","K15ESp3",NA,"K15ESp3",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed",NA,NA,1,NA,NA
"172","CF","K15ESp4",NA,"K15ESp4",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed",NA,NA,1,NA,NA
"173","MG","K15ESp5",NA,"K15ESp5",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"174","MG","K15ESp6",NA,"K15ESp6",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"175","MG","K15ESp7",NA,"K15ESp7",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"176","MG","K15ESp8",NA,"K15ESp8",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"177","SW","K15ESr1",NA,"K15ESr1",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"178","IMS","K15PSp1",NA,"K15PSp1",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"179","IMS","K15PSp1",NA,"K15PSp1",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"180","IMS","K15PSp2",NA,"K15PSp2",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"181","IMS","K15PSp2",NA,"K15PSp2",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"182","IMS","K15PSp3",NA,"K15PSp3",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"183","IMS","K15PSp3",NA,"K15PSp3",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"184","IMS","K15PSp4",NA,"K15PSp4",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"185","IMS","K15PSp4",NA,"K15PSp4",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"186","IMS","K15PSp5",NA,"K15PSp5",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"187","IMS","K15PSp5",NA,"K15PSp5",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"188","LB","K15PSr1",NA,"K15PSr1",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"189","IR","K15PSr10",NA,"K15PSr10",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"190","IR","K15PSr11",NA,"K15PSr11",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"191","IR","K15PSr12",NA,"K15PSr12",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"192","AC","K15PSr13",NA,"K15PSr13",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"193","AC","K15PSr14",NA,"K15PSr14",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"194","AC","K15PSr15",NA,"K15PSr15",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"195","LB","K15PSr2",NA,"K15PSr2",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"196","LB","K15PSr3",NA,"K15PSr3",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"197","LB","K15PSr4",NA,"K15PSr4",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"198","LB","K15PSr5",NA,"K15PSr5",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"199","IR","K15PSr6",NA,"K15PSr6",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"200","IR","K15PSr7",NA,"K15PSr7",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"201","IR","K15PSr8",NA,"K15PSr8",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"202","IR","K15PSr9",NA,"K15PSr9",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"203","LB","K15SSr1",NA,"K15SSr1",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"204","AC","K15SSr10",NA,"K15SSr10",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"205","LB","K15SSr2",NA,"K15SSr2",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"206","LB","K15SSr3",NA,"K15SSr3",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"207","LB","K15SSr4",NA,"K15SSr4",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"208","SW","K15SSr5",NA,"K15SSr5",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"209","SW","K15SSr6",NA,"K15SSr6",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"210","SW","K15SSr7",NA,"K15SSr7",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"211","SW","K15SSr8",NA,"K15SSr8",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,2.3,NA,NA,NA,28,24,22,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24.6666666666667,NA
"212","SW","K15SSr9",NA,"K15SSr9",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"213","IMS","KLSPC1",NA,"KLSpC1",2013,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,28.3,NA,NA,NA,50,45,60,71,80,84,NA,NA,NA,NA,NA,NA,NA,NA,3,51.6666666666667,78.3333333333333
"214","MG","KLSPC10",NA,"KLSpC10",2013,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,33,NA,NA,NA,46,48,47,43,41,28,NA,NA,NA,NA,NA,NA,NA,NA,3,47,37.3333333333333
